,Unnamed: 0,c5,c1,c2,c3,c4,c6,c7,c8,c9,c10,c75,c132,c134,c136,c138,c139,c140,c141,c144,c145,c147,c149,c151,c152,c153,c155,c157,c160,c162,c203,c204,c214,c233,c234,c790,c22,c23,c24,c25,c26,c27,c30,c31,c33,c34,c35,c36,c37,c38,c39,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c102,c104,c106,c108,c110,c112,c113,c114,c115,c117,c118,c143,c240,c241,c242,c243,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c76,c250,c205,c206,c207,c208,c210,c41,c43,c45,c47,c49,c50,c52,c53,c54,c55,c56,c57,c58,c59,c119,c120,c121,c122,c126,c127,c128,c129,c130,c78,c80,c82,c84,c86,c88,c90,c92,c94,c96,c98,c100,c111,c123,c124,c125,c184,c192,c244,c40,c44,c46,c48,c51,c77,c79,c81,c83,c85,c87,c89,c91,c93,c95,c97,c99,c101,c103,c105,c107,c109,c131,c133,c135,c137,c146,c148,c150,c154,c156,c158,c161,c163,c183,c191,c229,c230,end_of_record
1526,6550,19910210005989I,I,121,-5,F,1991,2,10,19910210,830,9,A,X, , , ,O,OPP,2L72,2,L,7,2.0,4F  , , ,TR,ZE,  ,43130,598,A,N, , ,334UA,BOEING,737322,737,A16WE   ,NM,    ,,L ,      ,             ,      ,        ,  ,     ,NM,NM05,MT,BILLINGS       ,BILLINGS LOGAN INTL           ,27R ,BIL ,,,04548N,10832W,C,S,C,S,1.0,,,,,DRY,GD,BIL ,,,,,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910320,,19910320.0,,20120808,,N,,,,,,,,,,,,,TAKEOFF WARNING HORN SOUNDED ON TAKEOFF ROLL. ABORTED. SPEEDBRAKE HANDLE WAS FULLY STOWED IN DOWN DETENT.          ,UNITED AIR LINES INC          ,IL,UALA,UALA011A   ,WP,WP29,      ,Instrument Flight Ru,II,V,A, ,  , , , ,SY,IE, ,5,   ,N,N,N,A, ,3,                    ,                    ,                    ,                    ,                    ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,System/Component Mal,To Aborted (Fixed Wi,                    ,Pilot Induced       ,Scheduled Air Carrie,Passengers          ,Unknown             ,Weather Not A Factor,Day                 ,None                ,None                ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,Wheeled-Tricycle              ,Rejected Takeoff    ,                    ,Pilot and Ground Cre,                    ,,, 
1527,6587,19910326007669A,A,91,0.4,N,1991,3,26,19910326,800,9,Z,Y, , , ,O,OPP,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,143655,766, ,N, , ,7224L,BEECH ,F33A        ,33,3A15    ,CE,    ,630.0,L ,CONT  ,IO520B       ,O520  ,E5CE    ,SO,O    ,SO,SO11,GA,ATLANTA        ,DEKALB-PEACHTREE              ,,PDK ,,,,,2,N,B,S,1.0,CLER,,G10,,,,PDK ,,0,,,2,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910328,19910404.0,,,20120808,1,N,5.0,3.0,M,49.0,O,700.0,52.0,52.0,1719.0,SO,SO11,GA,WHILE TAXIING FOR TAKEOFF PAVEMENT GAVE AWAY. WHEEL FELL THRU DEEP HOLE. PAVEMENT UNDERMINED BY BROKEN DRAIN PIPE. ,                              ,  ,    ,           ,  ,    ,      ,None                ,AF,V,I, ,  , , , ,JJ,FE,S,4,   ,Y,N,N,E, ,8,PRIVATE PILOT       ,ASMEL               ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",UNKNOWN             ,Improper Maintenance,Other/Miscellaneous ,Airport Supervisory ,                    ,                    ,                    ,                    ,                    ,Collision With Other,"Ground Taxi, Other A",                    ,"OPDEF, Other Than Pi",Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1528,6607,19910211006919I,I,91,-5,F,1991,2,11,19910211,730,9,Z,Y, , , ,O,ATS,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,102492,691, ,N, , ,3743D,CESSNA,182A        ,182,3A13    ,CE,    ,3306.0,H ,CONT  ,O470L        ,O470  ,E273    ,SO,O    ,NM,NM07,UT,KANOSH         ,,,,8,26.0,03845N,11247W,2,N,B,S,1.0,CLER,,G10,,,,,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910325,,19910325.0,,20120808,1,N,1.0,3.0,S,41.0,O,700.0,30.0,30.0,1000.0,NM,NM07,UT,FUEL EXHAUSTION. EMERGENCY LANDING ON A DIRT ROAD. FOUND FUEL CAP OFF FILLER NECK OF FUEL TANK.                    ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,28, , ,J,OB,DD, ,5,VIS,U,U,N,A, ,8,PRIVATE PILOT       ,ASEL                ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,2810,                    ,                    ,Improperly Secured  ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Business            ,None Or Other       ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1529,6610,19901204052779A,A,91,0.4,N,1990,12,4,19901204,1524,9,Z,Y, , , ,O,OTH,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,71928,5277, ,N, , ,12943,CESSNA,172M        ,172,3A12    ,CE,    ,6591.0,H ,LYC   ,O320E2D      ,O320  ,E274    ,EA,O    ,WP,WP21,CA,BIG BEAR       ,BIG BEAR CITY ARPT            ,7,L35 ,,,,,1,B,B,S,1.0,BRKN,GR1K,G10,,DRY,,L35 ,14,4,,,3,2.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19901205,19910607.0,,,20120808,9,N,5.0,3.0,,32.0,K,80.0,2.0,184.0,2300.0,WP,WP21,CA,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ",                              ,  ,    ,           ,  ,    ,      ,None                ,ME,Y,A, ,AS,V,A, ,KX,IB,S,5,   ,Y,Y,N,A,A,8,AIRLINE TRANSPORT   ,ASMEL               ,INSTRUMENT          ,                    ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Density Altitude    ,Pilot-In-Command    ,                    ,Fail To Maintain Ade,Other/Miscellaneous ,Pilot-In-Command    ,                    ,Stall               ,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,Pilot and Ground Cre,,, 
1530,6618,19901216062489I,I,91,-5,F,1990,12,16,19901216,1530,9,B,A, , , ,O,AFS,1H71,1,H,7,1.0,3O  ,3,O,CV,  ,  ,100784,6248, ,N, , ,36GM ,AMTRWA,WAGABOND    ,WAG   ,EXPA1H71,GL,    ,800.0,H ,LYC   ,O235C2C      ,O235  ,E223    ,EA,O    ,WP,WP27,CA,ANNAPOLIS      ,,,,280,50.0,,,1,B,B,S,1.0,CLER,,G10,,,,,28,5,,,2,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910211,,19910211.0,,20120808,1,N,1.0,0.0,S,21.0,O,26.0,26.0,27.0,114.0,WP,WP27,CA,ENGINE FAILED. FORCED LANDING IN FIELD. LEFT FUEL TANK CAP MISSING. HAD NEGATIVE PRESSURE FUEL STARVATION.         ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,E,A, ,PF,E,A, ,SE,DD,M,5,VIS,U,U,N,A,A,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Poor Preflight Plan ,Emergency Landing   ,Pilot-In-Command    ,                    ,Other-Miscellaneous ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Discussion          ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Conventional          ,                    ,                    ,Pilot and Ground Cre,Pilot and Ground Cre,,, 
1531,6695,19901219063559I,I,135,-5,F,1990,12,19,19901219,730,9,Z,Y, , , ,S,OPP,2H72,2,H,7,2.0,4T  ,3,T,TR,  ,  ,109186,6355,A,N,N, ,433CA,CASA  ,C212200     ,C212  ,A43EU   ,EU,    ,10567.0,H ,GARRTT,TPE331*      ,TPE331,E2WE    ,WP,T    ,SO,SO21,RQ,SAN JUAN       ,LUIS MUNOZ MARIN INTL         ,8,SJU ,81,2.0,01826N,06600W,B,G,B,S,1.0,SCAT,,G10,,DRY,GD,SJU ,9,7,,,2,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910225,,19910225.0,,20120808,9,N,,3.0,S,47.0,K,1900.0,,106.0,18000.0,SO,SO21,RQ,RIGHT WING TOUCHED RUNWAY ON LANDING. CO-PILOT STATED BETA LIGHT ON RIGHT ENGINE CAME ON.                          ,EXECUTIVE AIRLINES INC        ,RQ,TRBA,TRBA061A   ,SO,SO21,      ,Visual Flight Rules ,ME,V,A, ,  , , , ,SE,HA,M,5,VIS,Y,N,N,A, ,1,AIRLINE TRANSPORT   ,                    ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Level Off Touchdown ,                    ,Pilot Induced       ,A/T Com (Sched 5/Mor,Test Flight         ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,TURBOPROP                     ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1532,6696,19910116004419I,I,91,-5,F,1991,1,16,19910116,210,9,A,X, , , ,S,OPP,2L72,2,L,7,2.0,4J  , , ,  ,  ,  ,87609,441, ,N,N, ,25MJ ,HWKSLY,DH1253ARA   ,DH125 ,A3EU    ,EU,    ,,L ,      ,             ,      ,        ,  ,     ,SO,SO09,AL,BIRMINGHAM     ,BIRMINGHAM ARPT               ,,BHM ,120,10.0,03335N,08645W,3,S,C,S,2.0,,,,,,,BHM ,,,,,5,3.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910308,,19910308.0,,20120808,9,N,10.0,3.0,S,50.0,K,500.0,,,12000.0,SO,SO09,AL,GEAR HANDLE WAS IN UP POSITION AND CREW FAILED TO NOTICE. NOSE GEAR RETRACTED WHEN ENGINE WAS STARTED.             ,                              ,  ,    ,           ,  ,    ,      ,Unknown             ,II,V,A, ,  , , , ,CC,FG,M,5,   ,U,U,N,A, ,0,AIRLINE TRANSPORT   ,ASMEL ASES          ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Gear Collapse       ,Other Ground Ops    ,                    ,Pilot Induced       ,Executive           ,Passengers          ,Unknown             ,Weather Not A Factor,Night               ,None                ,None                ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-LOW WING            ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1533,6735,19901204058499I,I,121,-5,F,1990,12,4,19901204,1705,9,Y,J, , ,S,O,ATS,2H72,2,H,7,2.0,4T  , , ,  ,ZA,  ,44144,5849,A,N,N, ,369MQ,STBROS,SD360       ,SD3   ,A41EU   ,EU,    ,,H ,      ,             ,      ,        ,  ,     ,CE,CE01,IA,DUBUQUE        ,DUBUQUE REGIONAL ARPT         ,31,DBQ ,,,04224N,09042W,C,U,B,S,1.0,SCAT,,10,,,,DBQ ,30,10,,,18,15.0,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910114,,19910114.0,,20120808,,N,,,,,,,,,,,,,BANGING NOISE DURING TAKEOFF. RETURNED. FOUND FUELING ACCESS DOOR UNLATCHED.                                       ,SIMMONS AIRLINES INC          ,IL,SIMA,8GL69      ,GL,GL09,      ,Instrument Flight Ru,II,V,M, ,  , , , ,SE,IH, ,1,VIS,N,N,N,E, ,3,                    ,                    ,                    ,                    ,                    ,Inadequate Insp Of A,Other/Miscellaneous ,Maintenance And/Or G,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Forced/Precautionary,                    ,Improper Maintenance,Scheduled Air Carrie,Passengers And Cargo,VFR                 ,Weather Not A Factor,Day                 ,"FAA Sts, Policies Or",Other               ,                    ,                    ,OVER 12500 LBS                ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,                              ,                              ,                              ,Unscheduled Landing ,                    ,                    ,                    ,,, 
1534,6822,19901209053329A,A,91,0.4,N,1990,12,9,19901209,1206,9,Z,Y, , , ,O,OPP,1H71,1,H,7,1.0,3O  ,3,O,TR,  ,  ,119288,5332, ,N, , ,5157T,CESSNA,R182        ,182,3A13    ,CE,    ,,H ,LYC   ,O540J3C5     ,O540  ,E295    ,EA,O    ,SO,SO15,FL,ORLANDO        ,ORLANDO EXECUTIVE ARPT        ,7,ORL ,,,,,1,B,B,S,1.0,CLER,,10,,DRY,,ORL ,3,10,,,4,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19901211,19910805.0,,,20120808,1,N,1.0,0.0,S,42.0,L,150.0,8.0,15.0,400.0,SO,SO15,FL,LOST ELECTRONICS. LOST CONTROL ON LANDING WITH MANUAL GEAR NOT LOCKED. HAD FAILED TURN ON GENERATOR SWITCH.        ,                              ,  ,    ,           ,  ,    ,      ,None                ,ME,E,A, ,GE,E,A, ,AC,DD,S,5,   ,Y,Y,N,A,I,8,PRIVATE PILOT       ,ASEL                ,RATINGS SHOWN BY 1ST,QUALIFIED           ,LAWYER              ,Fail/Incorrect Use M,Emergency Landing   ,Pilot-In-Command    ,                    ,Fail To Use/Misuse E,Emergency Landing   ,Pilot-In-Command    ,                    ,Loss Of Directional ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,Wheeled-Tricycle              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1535,6866,19910118004489I,I,91,-5,F,1991,1,18,19910118,1812,9,B,E, , ,E,O,OPP,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,85908,448, ,N, , ,23639,BEECH ,A36         ,36,3A15    ,CE,    ,1600.0,L ,CONT  ,IO520BA      ,O520  ,E5CE    ,SO,O    ,EA,EA11,NY,HUDSON         ,COLUMBIA COUNTY ARPT          ,3,1B1 ,184,28.0,04217N,07342W,2,N,C,S,4.0,,,,,,,1B1 ,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910308,,19910308.0,,20120808,1,N,,3.0,M,65.0,O,600.0,30.0,30.0,2000.0,EA,EA11,NY,ENGINE OVERHEATING. DIVERTED FOR LANDING. FOUND ENGINE INLET COVERS IN PLACE. PILOT STATED RUSHED PREFLIGHT.       ,                              ,  ,    ,           ,  ,    ,      ,Instrument Flight Ru,II,O,A, ,  , , , ,OB,DD,M,5,   ,U,U,N,E, ,3,PRIVATE PILOT       ,                    ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",UNKNOWN             ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Business            ,None Or Other       ,Unknown             ,Weather Not A Factor,Dusk                ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1536,6912,19910210001909A,A,135,0.4,N,1991,2,10,19910210,1155,9,Z,Y, , , ,O,LSG,1G72,1,G,7,2.0,3U  ,3,U,CV,Z2,  ,122600,190,A,N, , ,5413D,BOLKMS,BO105CBS    ,105,H3EU    ,EU,    ,3422.0,G ,ALLSN ,250C20B      ,250C  ,E4CE    ,GL,U    ,AL,AL03,AK,VALDEZ         ,,,,,,,,5,S,B,S,1.0,OCST,GR1K,G10,,,,,16,3,,,4,3.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19910211,19910222.0,,,20120808,9,N,21.0,3.0,S,34.0,K,295.0,123.0,143.0,2779.0,AL,AL01,AK,LOST POWER ON OVERWATER CLIMBOUT AND DITCHED. HAD FAILED TO TURN ON REQUIRED BOOST PUMP SWITCHES.                  ,HELI-LIFT INC                 ,AK,EOPA,EOPA636D   ,AL,AL01,      ,Air Taxi Flight Foll,ME,D,A, ,II,E,A, ,IC,HE,S,5,   ,Y,N,N,F,E,9,AIRLINE TRANSPORT   ,RH ASEL             ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Ditching            ,Pilot-In-Command    ,                    ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,Control Coll With Wa,Pwr Off Vert Land/Au,                    ,Pilot Induced       ,Air Taxi (Non-Schedu,Passengers          ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,UNDER 750 HP                  ,TURBOSHAFT                    ,Wheeled-Conventional          ,Over Water/Into Wate,                    ,                    ,                    ,,, 
1537,7112,19910324012559I,I,135,-5,F,1991,3,24,19910324,1625,9,B,E, , ,E,O,OPP,1L72,1,L,7,2.0,3O  ,3,O,  ,ZG,  ,100149,1255,A,N, , ,3536B,PIPER ,PA31350     ,PA31  ,A20SO   ,SO,    ,4988.0,L ,LYC   ,IO540*       ,O540  ,1.00E+04,EA,O    ,AL,AL01,AK,FAIRBANKS      ,FAIRBANKS INTL                ,01L ,FAI ,,,06449N,14751W,B,U,C,S,1.0,,,,,WET,PR,FAI ,,,,,4,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910429,,19910429.0,,20120808,F9,N,5.0,3.0,S,34.0,K,3800.0,350.0,350.0,7400.0,AL,AL01,AK,FUEL LEAKING FROM AIRCRAFT. RETURNED. FOUND RIGHT FUEL CAP WAS MISSING.                                            ,FRONTIER FLYING SERVICE INC   ,AK,FFSA,FFSA003A   ,AL,AL01,      ,Instrument Flight Ru,II,E,A, ,  , , , ,SE,IH, ,5,VIS,Y,N,N,E, ,3,A/LINE TRANSPORT PLT,ASMEL               ,INSTRUMENT          ,QUALIFIED           ,PROFESSIONAL PILOT  ,Inadequate Insp Of A,Emergency Landing   ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Forced/Precautionary,                    ,Pilot Induced       ,A/T Com (Sched 5/Mor,Passengers And Cargo,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,Declared Emergency  ,                    ,                    ,                    ,,, 
1538,7227,19910205024389I,I,91,-5,F,1991,2,5,19910205,1405,9,B,D, , , ,S,FAA,1L71,1,L,7,1.0,3O  ,3,O,  ,  ,  ,155956,2438, ,N, , ,8257Y,PIPER ,PA28RT201T  ,PA28  ,2A13    ,SO,    ,,L ,CONT  ,TSIO360*     ,O360  ,E9CE    ,SO,O    ,EA,EA11,NY,ISLIP          ,LONG ISLAND MAC ARTHUR        ,28,ISP ,,,04048N,07306W,1,B,C,S,1.0,,,,,,,ISP ,,,,,2,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910628,,19910628.0,,20120808,3,N,5.0,0.0,M,62.0,O,200.0,0.0,35.0,2750.0,EA,EA11,NY,ENGINE OVERHEATING LOW OIL PRESSURE. PROPELLER PROBLEMS.  PRECAUTIONARY LANDING. AIR INTAKE COWL COVERS NOT REMOVED,                              ,  ,    ,           ,  ,    ,      ,None                ,II,O,A, ,  , , , ,OB,DD,M,5,VIS,U,U,N,E, ,8,COMMERCIAL PILOT    ,ASMEL               ,RATINGS SHOWN BY 1ST,"UNKNOWN, FOREIGN PIL",UNKNOWN             ,Inadequate Insp Of A,Precautionary Landin,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Engine Malfunction  ,Fcd/Prec Ldg From Cr,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Re-Examination/Re-In,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-LOW WING            ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,                    ,                    ,,, 
1539,7319,19901214061619I,I,91,-5,F,1990,12,14,19901214,1110,9,B,E, , ,E,S,FAA,1G71,1,G,7,1.0,3U  , , ,  ,  ,  ,68107,6161,A,N, , ,104HC,BELL  ,206L1       ,206,H2SW    ,SW,    ,,G ,      ,             ,      ,        ,  ,     ,WP,WP05,CA,LONG BEACH     ,LONG BEACH - DAUGHERTY FIELD  ,,LGB ,278,5.0,03349N,11809W,8,G,B,S,1.0,SCAT,,6,HAZ,,,LGB ,18,4,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910205,,19910205.0,,20120808,3,N,21.0,0.0,M,42.0,K,5000.0,280.0,280.0,9000.0,WP,WP05,CA,HELICOPTER ON CART. OIL LEAK TEST. BEGAN TO SPIN AS PILOT TRIED TO BECOME AIRBORNE TO AVOID MECHANIC. ROLLED OVER. ,ISLAND EXPRESS HELICOPTERS INC,CA,ISHA,05WP237    ,WP,WP05,      ,None                ,ME,V,A, ,  , , , ,IB,FG,S,5,   ,U,U,N,A, ,8,COMMERCIAL PILOT    ,RH ASEL             ,RATINGS SHOWN BY 1ST,"UNKNOWN, FOREIGN PIL",PROFESSIONAL PILOT  ,Fail/Incorrect Use M,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Uncontroll Coll With,Other Ground Ops    ,                    ,Pilot Induced       ,Other               ,Test Flight         ,VFR                 ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,ROTARY WING-HELI/GYROCOPTER   ,POWERED                       ,                              ,                              ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1540,7393,19910325008089I,I,91,-5,F,1991,3,25,19910325,1130,9,B,E, , ,E,O,   ,1H71,1,H,7,1.0,3O  ,3,O,  ,  ,  ,99527,808, ,N, , ,3480Y,CESSNA,180H        ,180,5A6     ,CE,    ,,H ,CONT  ,O470R        ,O470  ,E273    ,SO,O    ,NE,NE03,MA,WESTFIELD      ,BARNES MUNI                   ,,BAF ,,,04210N,07243W,1,B,C,S,1.0,,,,,,,BAF ,,,,,1,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,19910402,19910513.0,,,20120808,9,N,10.0,3.0,M,61.0,K,,,,,NE,NE05,NH,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION. MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT.      ,                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,SE,FG, ,5,   ,U,U,N,A, ,8,AIRLINE TRANSPORT   ,ASMEL ASES          ,INSTRUMENT          ,"UNKNOWN, FOREIGN PIL",PROFESSIONAL PILOT  ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Other-Miscellaneous ,Other Ground Ops    ,                    ,Pilot Induced       ,Personal            ,Pleasure            ,Unknown             ,Weather Not A Factor,Day                 ,Flight Personnel    ,Violation           ,                    ,                    ,UNDER 12501 LBS               ,MONOPLANE-HIGH WING/PARA WING ,POWERED                       ,UNDER 750 HP                  ,RECIPROCATING-OPPOSED         ,                              ,                    ,                    ,Pilot and Ground Cre,                    ,,, 
1541,7568,19910126001159A,A,91,0.4,N,1991,1,26,19910126,1307,9,Z,Y, , , ,O,OPP,1K00,1,K,0,0.0,    , , ,  ,  ,  ,126521,115, ,N, , ,5763S,SCWZER,SGS233A     ,SG2   ,G2EA    ,EA,    ,3545.0,K ,      ,             ,      ,        ,  ,     ,NE,NE03,MA,NORTH ADAMS    ,HARRIMAN-AND-WEST ARPT        ,29,2B6 ,,,,,1,V,B,S,1.0,,,,,,,2B6 ,,,,,1,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,19910129,,19920304.0,,20120808,3,N,9.0,3.0,S,68.0,O,,,,3004.0,EA,EA01,NY,"TOOK OFF IN GLIDER TOW WITH DIVE BRAKES OPEN. PILOT SAW THEM AS TOW PLANE RELEASED.TOO LOW,HIT WIRES AND POWER POLE",                              ,  ,    ,           ,  ,    ,      ,None                ,II,V,A, ,  , , , ,JA,IB,S,5,   ,N,N,N,E, ,8,COMMERCIAL PILOT    ,ASMEL ASMES         ,INSTRUMENT          ,QUALIFIED           ,UNKNOWN             ,Inadequate Insp Of A,Other/Miscellaneous ,Pilot-In-Command    ,                    ,                    ,                    ,                    ,                    ,Collision With Wires,To Init Climb(1st Pw,                    ,Pilot Induced       ,Personal            ,Glider              ,VFR                 ,Weather Not A Factor,Day                 ,Other               ,Not Reported        ,                    ,                    ,UNDER 12501 LBS               ,KITE/SAILWING                 ,NONPOWERED                    ,                              ,                              ,                              ,                    ,                    ,                    ,                    ,,, 
