c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19870305005389A,1161,0,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,the engine failed on takeoff and the aircraft impacted the frozen lake .,aircraft,VEH
19870305005389A,1161,0,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,the engine failed on takeoff and the aircraft impacted the frozen lake .,lake,LOC
19870305005389A,1161,1,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,pilot suspects inadequate preheating .,pilot,PER
19870311079039A,1163,1,ENGINE LOST POWER ON CLIMBOUT. OVERSHOT RUNWAY ON LANDING WITHOUT FLAPS. WATER IN FUEL. FUEL TANK AD NOT COMPLIED. ,overshot runway on landing without flaps .,runway,FAC
19870408025949I,1164,1,A CARGO DOOR WARNING LIGHT CAME ON DURING CLIMB.  THE AIRCRAFT RETURNED TO THE AIRPORT.  DOOR IMPROPERLY LATCHED.  ,the aircraft returned to the airport .,aircraft,VEH
19870408025949I,1164,1,A CARGO DOOR WARNING LIGHT CAME ON DURING CLIMB.  THE AIRCRAFT RETURNED TO THE AIRPORT.  DOOR IMPROPERLY LATCHED.  ,the aircraft returned to the airport .,airport,FAC
19870125046099A,1165,1,THE ENGINE FAILED FROM FUEL EXHAUSTION ON LANDING APPROACH. THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT.     ,the pilot failed to adequately preflight aircraft .,pilot,PER
19870125046099A,1165,1,THE ENGINE FAILED FROM FUEL EXHAUSTION ON LANDING APPROACH. THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT.     ,the pilot failed to adequately preflight aircraft .,aircraft,VEH
19870107035099A,1166,0,THE ENGINE FAILED DURING TAKEOFF AND THE AIRCRAFT STRUCK WIRES.  THE PILOT FAILED TO DRAIN WATER FROM FUEL SYSTEM. ,the engine failed during takeoff and the aircraft struck wires .,aircraft,VEH
19870107035099A,1166,1,THE ENGINE FAILED DURING TAKEOFF AND THE AIRCRAFT STRUCK WIRES.  THE PILOT FAILED TO DRAIN WATER FROM FUEL SYSTEM. ,the pilot failed to drain water from fuel system .,pilot,PER
19870404008339A,1167,0,THE AIRCRAFT IMPACTED THE GROUND DURING AN ATTEMPTED GO AROUND IN GUSTY WINDS. THE PILOT FAILED TO RETRACT FLAPS.  ,the aircraft impacted the ground during an attempted go around in gusty winds .,aircraft,VEH
19870404008339A,1167,1,THE AIRCRAFT IMPACTED THE GROUND DURING AN ATTEMPTED GO AROUND IN GUSTY WINDS. THE PILOT FAILED TO RETRACT FLAPS.  ,the pilot failed to retract flaps .,pilot,PER
19870412049129A,1170,0,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,the float equipped aircraft made a water landing with the wheels down .,aircraft,VEH
19870412049129A,1170,1,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,the aircraft nosed over .,aircraft,VEH
19870217011229I,1171,2,AFT BAGGAGE DOOR CAME OPEN AT ROTATION. RETURNED AND SECURED DOOR. COPILOT VISUALLY CHECKED DOOR BEFORE TAKEOFF.   ,copilot visually checked door before takeoff .,copilot,PER
19861205064889A,1173,0,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ",the aircraft ditched when the engines quit .,aircraft,VEH
19861205064889A,1173,1,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ","pilot had been lost due to weather , operating without navigation aids .",pilot,PER
19870224017669I,1179,1,RADIOS BECAME INOPERATIVE EN ROUTE. AIRCRAFT RETURNED TO DEPARTURE CITY. FOUND CIRCUIT BREAKER OPEN. CAUSE UNKNOWN.,aircraft returned to departure city .,aircraft,VEH
19870224017669I,1179,1,RADIOS BECAME INOPERATIVE EN ROUTE. AIRCRAFT RETURNED TO DEPARTURE CITY. FOUND CIRCUIT BREAKER OPEN. CAUSE UNKNOWN.,aircraft returned to departure city .,city,GPE
19870401039749I,1181,2,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,pilot ditched aircraft in ocean .,pilot,PER
19870401039749I,1181,2,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,pilot ditched aircraft in ocean .,aircraft,VEH
19870401039749I,1181,2,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,pilot ditched aircraft in ocean .,ocean,LOC
19870530029409I,1182,0,DURING BACK TAXI SMOKE WAS SEEN FROM THE LEFT SIDE OF PLANE. EVACUATION. OIL MIST VENTING THROUGH ENGINE BREATHER. ,during back taxi smoke was seen from the left side of plane .,plane,VEH
19870415036209I,1183,0,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF. THE LANDING GEAR GROUND LOCK PINS WERE NOT REMOVED ON PREFLIGHT,the aircraft returned to the airport after takeoff .,aircraft,VEH
19870501033379I,1184,1,THE GEAR COLLAPSED DURING TAKEOFF ROLL.  GEAR SELECTOR HAD BEEN MOVED TO UP POSITION BY MAINTENANCE PERSONNEL.     ,gear selector had been moved to up position by maintenance personnel .,personnel,PER
19870526038729A,1185,1,FAILED TO ADVANCE RPM LEVERS FOR TAKEOFF. PIC NOTED POOR PERFORMANCE AND ABORTED. RAN OFF END OF RUNWAY AND CRASHED,pic noted poor performance and aborted .,pic,PER
19870713042009A,1188,0,EVIDENCE INDICATES PILOTS SEAT NOT LOCKED SLID REARWARD O N TAKEOFF. PILOT UNABLE TO CONTROL. STALLED AND CRASHED  ,evidence indicates pilots seat not locked slid rearward o n takeoff .,pilots,PER
19870713042009A,1188,1,EVIDENCE INDICATES PILOTS SEAT NOT LOCKED SLID REARWARD O N TAKEOFF. PILOT UNABLE TO CONTROL. STALLED AND CRASHED  ,pilot unable to control .,pilot,PER
19870530033019I,1192,1,"GEAR COLLAPSED ON ROLLOUT.  SUSPECT OPERATOR FAILED TO OPERATE ALTERNATOR SWITCH PROPERLY, BATTERY WAS DRAINED.    ","suspect operator failed to operate alternator switch properly , battery was drained .",operator,PER
19870425011419A,1193,0,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,the engine failed and the aircraft landed in swamp .,aircraft,VEH
19870425011419A,1193,0,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,the engine failed and the aircraft landed in swamp .,swamp,LOC
19870425011419A,1193,2,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,pilot not rated .,pilot,PER
19870425011419A,1193,3,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,aircraft stolen .,aircraft,VEH
19870518072579I,1194,1,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR WAS FOUND TO BE OPEN. GROUND CREW FAILED TO SECURE THE DOOR.                ,ground crew failed to secure the door .,crew,PER
19870629043809I,1196,1,THE ENGINE FAILED. THE AIRCRAFT LANDED IN A COW PASTURE. WATER FOUND IN FUEL TANK.                                 ,the aircraft landed in a cow pasture .,aircraft,VEH
19870607082499A,1197,1,"FAILED TO HOOK UP ELEVATORS PRIOR TO TAKEOFF. GLIDER PITCHED UP ON THE TOW,HIT GROUND BOUNCED UP 150FT AND CRASHED ","glider pitched up on the tow , hit ground bounced up 150ft and crashed",glider,VEH
19870623037749I,1199,1,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,the pilot failed to check cowling security on preflight inspection .,pilot,PER
19870427011679A,1201,1,"THE DOOR CAME OPEN ON TAKEOFF. WHILE ATTEMPTING TO LAND, AIRCRAFT HIT TERRAIN. PILOT FAILED TO PROPERLY LATCH DOOR.","while attempting to land , aircraft hit terrain .",aircraft,VEH
19870427011679A,1201,2,"THE DOOR CAME OPEN ON TAKEOFF. WHILE ATTEMPTING TO LAND, AIRCRAFT HIT TERRAIN. PILOT FAILED TO PROPERLY LATCH DOOR.",pilot failed to properly latch door .,pilot,PER
19870511033439I,1202,1,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ","engine shutdown , aircraft returned .",aircraft,VEH
19870628027549A,1205,2,LOST POWER ON CLIMBOUT. CRASHED INTO BRUSH OFF END RUNWAY. PILOT TOOK OFF WITH FUEL SELECTOR IN OFF POSITION.      ,pilot took off with fuel selector in off position .,pilot,PER
19870708032579A,1206,1,NO ELEVATOR UP RESPONSE. PILOT BAILED OUT.CRASHED INVERTED IN A FLAT SPIN.SUSPECT IMPROPERLY ASSEMBLED TAIL SECTION,pilot bailed out .,pilot,PER
19870708032579A,1206,3,NO ELEVATOR UP RESPONSE. PILOT BAILED OUT.CRASHED INVERTED IN A FLAT SPIN.SUSPECT IMPROPERLY ASSEMBLED TAIL SECTION,suspect improperly assembled tail section,suspect,PER
19870621062679A,1209,0,PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY. FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP. ,pilot applied 30 degrees of flaps to lift off short runway .,pilot,PER
19870621062679A,1209,1,PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY. FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP. ,flaps were retracted and aircraft mushed into a swamp .,aircraft,VEH
19870523018729A,1210,1,"CANOPY CAME OPEN ON CLIMBOUT CAUSING AN UNCONTROLLED GROUND COLLISION, NO DEFECTS REPORTED. APPEARS PILOT ERROR.   ",appears pilot error .,pilot,PER
19870418010159A,1213,0,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,the engine lost power on takeoff and the aircraft nosed over on landing .,aircraft,VEH
19870425026649I,1214,0,THE AIRCRAFT RAN OFF THE END OF THE RUNWAY DURING ABORT.  THE PILOT FAILED TO USE FLAPS FOR TAKEOFF.               ,the aircraft ran off the end of the runway during abort .,aircraft,VEH
19870425026649I,1214,1,THE AIRCRAFT RAN OFF THE END OF THE RUNWAY DURING ABORT.  THE PILOT FAILED TO USE FLAPS FOR TAKEOFF.               ,the pilot failed to use flaps for takeoff .,pilot,PER
19870616020729A,1215,1,UPPER COWLING BECAME LOOSE ON CLIMBOUT. RETURNING TO AIRPORT AIRCRAFT STALLED. IMPACTED TERRAIN NEXT TO THE RUNWAY.,returning to airport aircraft stalled .,aircraft,VEH
19870430022259I,1216,0,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,the aircraft would not pressurize and the aircraft returned to airport .,aircraft,VEH
19870430022259I,1216,0,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,the aircraft would not pressurize and the aircraft returned to airport .,aircraft,VEH
19870430022259I,1216,0,THE AIRCRAFT WOULD NOT PRESSURIZE AND THE AIRCRAFT RETURNED TO AIRPORT.  CARGO DOOR UNLATCHED.  WARNING LIGHT INOP.,the aircraft would not pressurize and the aircraft returned to airport .,airport,FAC
19870625027029A,1217,0,THE AIRCRAFT DESCENDED INTO TREES DURING AN ATTEMPTED GO AROUND. THE PILOT RETRACTED THE FLAPS TOO EARLY.          ,the aircraft descended into trees during an attempted go around .,aircraft,VEH
19870625027029A,1217,1,THE AIRCRAFT DESCENDED INTO TREES DURING AN ATTEMPTED GO AROUND. THE PILOT RETRACTED THE FLAPS TOO EARLY.          ,the pilot retracted the flaps too early .,pilot,PER
19870606050749I,1220,0,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ","the aircraft landed with the parking brake engaged , blowing main tires .",aircraft,VEH
19870606050749I,1220,1,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ",pilot used unauthourized procedure .,pilot,PER
19870619020899A,1223,1,THE ENGINE FAILED.  THE AIRCRAFT FLIPPED OVER ON LANDING.  WATER WAS FOUND IN ONE CYLINDER.                        ,the aircraft flipped over on landing .,aircraft,VEH
19870706038459I,1224,0,PILOT LEFT BOOST PUMP ON HIGH DURING TAXI.  FIRE ERUPTED.  FUEL DRAIN LINE WAS PUSHED UP INSIDE COWLING.           ,pilot left boost pump on high during taxi .,pilot,PER
19870622055261A,1225,0,MECHANIC TAXIING 747 WITHOUT BRAKE HYDRAULIC POWER STRUCK A HOLDING 737 N184AW. HAD FAILED TO USE BACKUP SYSTEM.   ,mechanic taxiing 747 without brake hydraulic power struck a holding 737 n184aw .,mechanic,PER
19870612037629I,1228,1,THE NOSE WHEEL FAILED TO EXTEND.  THE AIRCRAFT LANDED ON THE MAIN GEAR.  WHEEL JAMMED IN DISCONNECTED GEAR DOORS.  ,the aircraft landed on the main gear .,aircraft,VEH
19870501023399I,1229,1,CANOPY OPENED DURING TAKEOFF.  AIRCRAFT CONTROL AFFECTED.  LANDED GEAR UP.  SAFETY LATCH DID NOT HOLD.             ,aircraft control affected .,aircraft,VEH
19870507025679I,1231,0,"OVERSHOT NIGHT LANDING, VEERED OFF RUNWAY TO AVOID A FENCE. OVER ONE HALF OF RUNWAY LIGHTS INOPERATIVE.            ","overshot night landing , veered off runway to avoid a fence .",runway,FAC
19871031061469A,1232,1,"ON LANDING, RAN OFF SIDE OF RUNWAY INTO MUD AND FLIPPED OVER.PILOT HAD FAILED TO SECURE AILERON REFLEXER CONTROL.  ",pilot had failed to secure aileron reflexer control .,pilot,PER
19870927068249I,1234,0,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,canopy separated the aircraft during takeoff roll .,aircraft,VEH
19870927068249I,1234,1,CANOPY SEPARATED THE AIRCRAFT DURING TAKEOFF ROLL. PILOT FORGOT TO LATCH THE CANOPY.                               ,pilot forgot to latch the canopy .,pilot,PER
19870816045699A,1236,1,ACTIVATED FLAPS INSTEAD OF SPOILERS ON APPROACH. TOO HIGH BEGAN A TURN TO LOSE ALTITUDE AND STALLED THE GLIDER.    ,too high began a turn to lose altitude and stalled the glider .,glider,VEH
19870924064559I,1237,1,SMOKE ACCOMPANIED PRESSURIZATION PROBLEMS. PILOT IMPROPERLY SET EMERGENCY VALVE. OIL FROM ENGINE WORK CAUSED SMOKE.,pilot improperly set emergency valve .,pilot,PER
19870919066179I,1238,0,"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING. LANDING LIGHT FAILED. PILOT SHUT OFF BATTERY.       ","the aircraft overran the runway after a fast , no flap landing .",aircraft,VEH
19870919066179I,1238,0,"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING. LANDING LIGHT FAILED. PILOT SHUT OFF BATTERY.       ","the aircraft overran the runway after a fast , no flap landing .",runway,FAC
19870919066179I,1238,2,"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING. LANDING LIGHT FAILED. PILOT SHUT OFF BATTERY.       ",pilot shut off battery .,pilot,PER
19870726046199I,1239,1,ENGINE QUIT WITHOUT WARNING ON TAKEOFF. LANDED ON A ROAD. WATER FOUND IN THE CARBURETOR BOWL.                      ,landed on a road .,road,FAC
19871027060859A,1240,2,"ELECTRIC POWER LOST ON IFR DUAL FLIGHT. STRUCK POWER POLE ON FORCED LANDING, FOUND CIRCUIT BREAKER OFF. PILOT ERROR",pilot error,pilot,PER
19871101065959I,1242,0,"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE. THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK.  ","while taxing , this aircraft struck a parked airplane .",aircraft,VEH
19871101065959I,1242,0,"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE. THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK.  ","while taxing , this aircraft struck a parked airplane .",airplane,VEH
19871101065959I,1242,1,"WHILE TAXING, THIS AIRCRAFT STRUCK A PARKED AIRPLANE. THE PILOT REPORTED THAT THE SEAT UNLOCKED AND SLIPPED BACK.  ",the pilot reported that the seat unlocked and slipped back .,pilot,PER
19871014062899I,1243,0,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ","during missed approach , cfi turned boost pump on which flooded the simulated failed engine .",cfi,PER
19871014062899I,1243,1,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ",aircraft force landed .,aircraft,VEH
19871016063669I,1244,2,OIL COVERED THE WINDSHIELD AFTER TAKEOFF. RETURNED. AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY. OIL FILLER CAP LOOSE. ,aircraft improperly aligned with runway .,aircraft,VEH
19871016063669I,1244,2,OIL COVERED THE WINDSHIELD AFTER TAKEOFF. RETURNED. AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY. OIL FILLER CAP LOOSE. ,aircraft improperly aligned with runway .,runway,FAC
19870812051139I,1246,0,AIRCRAFT STRUCK POWERLINES WHILE CIRCLING A RESIDENCE AT NIGHT. INSTRUMENT PANEL LIGHTS WERE TURNED OFF.           ,aircraft struck powerlines while circling a residence at night .,residence,FAC
19871022072959I,1248,4,SAW ENGINE OIL LEAK. RETURNED TO FIELD. DISCOVERED OIL CAP LOOSE. REPLACED CAP AND RESUMED FLIGHT. PILOT COUNSELLED,pilot counselled,pilot,PER
19870925056369A,1249,0,THE AIRCRAFT NOSED OVER ON TAKEOFF. THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF ,the aircraft nosed over on takeoff .,aircraft,VEH
19870925056369A,1249,1,THE AIRCRAFT NOSED OVER ON TAKEOFF. THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF ,the pliot failed to pull the elevator control out of the detent before takeoff,pliot,PER
19870926079129A,1250,1,OVERHEATED ENGINE. PRECAUTIONARY LANDING ON DIRT ROAD. BOUNCED. HIT A CATTLE GUARD AND GATE. OIL DIPSTICK MISSING. ,precautionary landing on dirt road .,road,FAC
19870911051849A,1251,0,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,crew door came open in flight as pilot tried to secure it .,pilot,PER
19870911051849A,1251,1,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,the force of air broke pilots arm and damaged fuselage .,pilots,PER
19870911051849A,1251,1,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,the force of air broke pilots arm and damaged fuselage .,fuselage,VEH
19870826056929I,1252,0,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,pilot taxied over a plastic marker cone that was in front of his aircraft .,pilot,PER
19870826056929I,1252,0,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,pilot taxied over a plastic marker cone that was in front of his aircraft .,his,PER
19870826056929I,1252,0,PILOT TAXIED OVER A PLASTIC MARKER CONE THAT WAS IN FRONT  OF HIS AIRCRAFT. FAILED TO MAKE WALK AROUND PREFLIGHT.  ,pilot taxied over a plastic marker cone that was in front of his aircraft .,aircraft,VEH
19871003063159I,1253,1,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,safe airport landing .,airport,FAC
19871003063159I,1253,2,ENGINE QUIT DUE TO SIGNIFICANT WATER IN THE FUEL. SAFE AIRPORT LANDING. FUEL FACILITY INSPECTION INCONCLUSIVE.     ,fuel facility inspection inconclusive .,facility,FAC
19871003063299I,1255,0,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,the aircraft returned to the airport due to an unlatched cowling .,aircraft,VEH
19871003063299I,1255,0,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,the aircraft returned to the airport due to an unlatched cowling .,airport,FAC
19871003063299I,1255,1,THE AIRCRAFT RETURNED TO THE AIRPORT DUE TO AN UNLATCHED COWLING. OPERATOR IS TAKING ACTION TO PREVENT RECURRENCE. ,operator is taking action to prevent recurrence .,operator,ORG
19870727068289I,1256,0,PILOT FAILED TO ENSURE THE OIL DIPSTICK WAS PROPERLY INSTALLED. RETURNED WITH OIL LEAKING FROM RIGHT ENGINE.       ,pilot failed to ensure the oil dipstick was properly installed .,pilot,PER
19871015063099I,1258,0,PILOT TOOK OFF WITH THE TOWBAR ATTACHED TO NOSE GEAR. RETURNED WHEN GEAR WOULD NOT RETRACT FULLY.                  ,pilot took off with the towbar attached to nose gear .,pilot,PER
19871102072099I,1260,0,SOLO STUDENT LOST DIRECTIONAL CONTROL DURING ATTEMPTED TAKEOFF WITH FULL FLAPS.NOSE GEAR COLLAPSED OFF RUNWAY SIDE.,solo student lost directional control during attempted takeoff with full flaps .,student,PER
19870910061919I,1262,1,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,aircraft ground looped .,aircraft,VEH
19870910061919I,1262,2,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,pilot was unfamiliar with locking procedure .,pilot,PER
19870816062719I,1263,0,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ","a copper tube , used to hold aerial banners , fell through the roof of a house .",house,FAC
19870816062719I,1263,1,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",local operator is being monitored .,operator,PER
19871011071849I,1264,1,ABORTED TAKEOFF WHEN THE DOOR CAME OPEN. PILOT MISJUDGED THE DISTANCE TO THE RUNWAY END. RAN OFF THE END.          ,pilot misjudged the distance to the runway end .,pilot,PER
19871118082759I,1267,0,THE TAKEOFF WAS ABORTED WHEN THE PILOT HEARD A BANG. CREW ENTRANCE LADDER HAD COME LOOSE AND HIT THE DECK.         ,the takeoff was aborted when the pilot heard a bang .,pilot,PER
19871118082759I,1267,1,THE TAKEOFF WAS ABORTED WHEN THE PILOT HEARD A BANG. CREW ENTRANCE LADDER HAD COME LOOSE AND HIT THE DECK.         ,crew entrance ladder had come loose and hit the deck .,crew,PER
19871107078069I,1268,1,BOTH ENGINES SURGING ON CLIMBOUT. PILOT STATED CTOT SWITCH IN THE OFF POSITION BUT SOMEHOW ACTIVATED.              ,pilot stated ctot switch in the off position but somehow activated .,pilot,PER
19880221033719A,1270,2,ENGINE QUIT ON TAKEOFF. CRASH LANDED OFF END OF RUNWAY. PILOT ACCIDENTALLY HIT KILLSWITCH PLACED CLOSE TO THE YOKE.,pilot accidentally hit killswitch placed close to the yoke .,pilot,PER
19880313034389I,1271,2,UNABLE RETRACT NOSE GEAR ON CLIMBOUT. RETURNED. GROUND CREW HAD INSTALLED EXTRA NON STANDARD GEAR PIN. OVERLOOKED. ,ground crew had installed extra non standard gear pin .,crew,PER
19880120019019I,1272,0,TAXIING AT HIGH STEEP PILOT VEERED OFF TAXIWAY INTO THE GRASS. BECAME STUCK IN THE MUD. BLAMED SEAT SLIPPED BACK.  ,taxiing at high steep pilot veered off taxiway into the grass .,pilot,PER
19871108072409I,1275,2,THE GEAR RETRACTED AFTER LANDING. GEAR LIGHT OUT OF ADJUSTMENT. PILOT FAILED TO ENSURE HANDLE WAS POSITIVELY LOCKED,pilot failed to ensure handle was positively locked,pilot,PER
19880303054509I,1276,0,INDICATES PILOT DID NOT TURN ON ENGINE ANTI ICE PRIOR TO ICING. LOST BOTH ENGINES. WAS ABLE TO RESTART AND RETURN. ,indicates pilot did not turn on engine anti ice prior to icing .,pilot,PER
19880203043929I,1279,1,RIGHT ENGINE COWLING LOOSE. DIVERTED TO PORTLAND.SECURED COWLING LOCKS AND DEPARTED.                               ,diverted to portland .,portland,GPE
19880209002149A,1280,3,APPEARS LEFT TANK RAN DRY. UNFASTENED BELT TO TURN VALVE TO FULL TANK.  SELECTOR JAMMED. LOST CONTROL OF AIRCRAFT. ,lost control of aircraft .,aircraft,VEH
19871124073879I,1283,0,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,pilot issued radar surveillance approach after two attempts .,pilot,PER
19880120000999A,1286,0,PICKED UP TO A HOVER WHEN HELICOPTER PITCHED UP. LOST CONTROL AND CRASHED. ICED CONTROL SERVOS. AD NOT COMPLIED.   ,picked up to a hover when helicopter pitched up .,helicopter,VEH
19880311014089I,1288,1,LEFT ENGINE FLAME OUT. RETURNED TO AIRPORT. FOUND OIL FILL DIPSTICK PROTRUDING FROM FILLER NECK. ENGINE OUT OF OIL.,returned to airport .,airport,FAC
19880102003579I,1291,0,RETURNED TO AIRPORT WITH ROUGH ENGINE. USED CHECK LIST. FOUND PRIMER UNLOCKED. SECURED PRIMER. ENGINE NORMAL.      ,returned to airport with rough engine .,airport,FAC
19871212080219I,1292,0,CRASH LANDED ON AIRPORT. ACCIDENT CAUSED FROM A HOLE IN RUNWAY.                                                    ,crash landed on airport .,airport,FAC
19880213002489A,1293,2,LOST DIRECTIONAL CONTROL ON TAKEOFF. VEERED OFF THE RUNWAY. STUDENT USED NOSEWHEEL STEERING. CFI FAILED TO ADVISE. ,student used nosewheel steering .,student,PER
