c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19850217003409A,842,1,LOSS OF POWER ON TAKEOFF. AIRCRAFT TURNED OVER IN SNOW COVERED FIELD. MOISTURE FOUND IN FUEL SYSTEM.               ,aircraft turned over in snow covered field .,field,LOC
19850131002779A,843,1,LOST CONTROL AFTER ABORTING TAKEOFF DUE TO FAILURE TO REMOVE A RUDDER GUST LOCK.RAN OFF THE RUNWAY AND OVERTURNED. ,ran off the runway and overturned .,runway,FAC
19850204013039I,844,0,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,after starting engine aircraft moved forward striking 5560g .,aircraft,VEH
19850204013039I,844,1,AFTER STARTING ENGINE AIRCRAFT MOVED FORWARD STRIKING 5560G. PILOT COULD NOT ADEQUATELY REACH BRAKE PEDALS.        ,pilot could not adequately reach brake pedals .,pilot,PER
19850211030649I,845,0,TURNED ON ENGINE ANTI ICE BUT NOT IGNITORS IN ICING CONDITIONS. DOUBLE FLAMEOUT AND RESTARTS.                      ,turned on engine anti ice but not ignitors in icing conditions .,engine,VEH
19850204001939A,846,0,LANDED BESIDE RUNWAY WITH GEAR PARTIALLY EXTENDED. GEAR MOTOR CIRCUIT BREAKER POPPED. MANUAL GEAR RELEASE UNENGAGED,landed beside runway with gear partially extended .,runway,FAC
19850208002969A,847,2,BATTERY TOO LOW TO EXCITE ALTERNATORS.UNABLE TO UNSTOW MANUAL EXTENSION HANDLE. LANDED GEAR UP BESIDE RUNWAY.      ,landed gear up beside runway .,runway,FAC
19850216004149A,850,0,OIL TEMPERATURE REACHED RED LINE AND DURING TURN BACK TO AIRPORT ENGINE SEIZED. LANDED IN TREES. OIL STARVATION.   ,oil temperature reached red line and during turn back to airport engine seized .,airport,FAC
19850225004389A,852,0,AIRCRAFT MUSHED DURING TAKEOFF WITH FULL FLAPS. ABORTED AS WING DROPPED. CONTACTED GRASS AND SLID INTO DEEP MUD.   ,aircraft mushed during takeoff with full flaps .,aircraft,VEH
19850217008829I,854,1,DURING CLIMB OBSERVED DOOR AJAR LIGHT. DOOR CAME OPEN AS PILOT APPROACHED. CLOSED DOOR IN FLIGHT. NO MALFUNCTION.  ,door came open as pilot approached .,pilot,PER
19850315007389A,856,0,PILOT WAS DESCENDING TO LOWER ALTITUDE DUE TO ICING. LOST CONTROL. ALTIMETER NOT IFR CERTIFIED. ICING FORECAST.    ,pilot was descending to lower altitude due to icing .,pilot,PER
19850228011799I,860,0,ON TAKEOFF PILOT NOTICED OIL ON WINDSHIELD. RETURNED FOR LANDING. OIL FILLER CAP WAS NOT PROPERLY SEATED.          ,on takeoff pilot noticed oil on windshield .,pilot,PER
19850329017489I,862,0,PILOT ELECTED TO LAND ON DIRT ROAD AFTER FUEL EXHAUSTION  . NO INJURIES OR DAMAGE.                                 ,pilot elected to land on dirt road after fuel exhaustion .,pilot,PER
19850329017489I,862,0,PILOT ELECTED TO LAND ON DIRT ROAD AFTER FUEL EXHAUSTION  . NO INJURIES OR DAMAGE.                                 ,pilot elected to land on dirt road after fuel exhaustion .,road,FAC
19850325011949A,864,0,AIRCRAFT NOSED INTO GROUND ON FINAL APPROACH IN GUSTY WIND CONDITIONS. SOLID ICE AROUND ELEVATOR IDLE ARM ASSEMBLY.,aircraft nosed into ground on final approach in gusty wind conditions .,aircraft,VEH
19850325011949A,864,1,AIRCRAFT NOSED INTO GROUND ON FINAL APPROACH IN GUSTY WIND CONDITIONS. SOLID ICE AROUND ELEVATOR IDLE ARM ASSEMBLY.,solid ice around elevator idle arm assembly .,elevator,VEH
19850304021269I,865,0,RAN OFF SIDE OF RUNWAY DURING TAKEOFF. MAINTENANCE PERSONNEL HAD PLACED RUDDER TRIM FULL LEFT.                     ,ran off side of runway during takeoff .,runway,FAC
19850304021269I,865,1,RAN OFF SIDE OF RUNWAY DURING TAKEOFF. MAINTENANCE PERSONNEL HAD PLACED RUDDER TRIM FULL LEFT.                     ,maintenance personnel had placed rudder trim full left .,personnel,PER
19850608023819A,866,1,DURING TAKEOFF UNSECURED TACKLE BOX SLID FORWARD AND JAMMED CYCLIC. SKID MISSED PAD AND AIRCRAFT ROLLED OVER.      ,skid missed pad and aircraft rolled over .,aircraft,VEH
19850510016649A,867,0,NOSE GEAR COLLAPSED WHILE TAXIING BACK ON THE RUNWAY AFTER LANDING. CLAIMED SOFT ASPHALT ON RUNWAY CAUSED COLLAPSE.,nose gear collapsed while taxiing back on the runway after landing .,runway,FAC
19850510016649A,867,1,NOSE GEAR COLLAPSED WHILE TAXIING BACK ON THE RUNWAY AFTER LANDING. CLAIMED SOFT ASPHALT ON RUNWAY CAUSED COLLAPSE.,claimed soft asphalt on runway caused collapse .,runway,FAC
19850407020019I,868,0,PILOT BUMPED TRIM WHEEL AS HE RAISED GEAR. AIRCRAFT NOSED DOWN AND STRUCK RUNWAY.                                  ,pilot bumped trim wheel as he raised gear .,pilot,PER
19850407020019I,868,0,PILOT BUMPED TRIM WHEEL AS HE RAISED GEAR. AIRCRAFT NOSED DOWN AND STRUCK RUNWAY.                                  ,pilot bumped trim wheel as he raised gear .,he,PER
19850407020019I,868,1,PILOT BUMPED TRIM WHEEL AS HE RAISED GEAR. AIRCRAFT NOSED DOWN AND STRUCK RUNWAY.                                  ,aircraft nosed down and struck runway .,aircraft,VEH
19850407020019I,868,1,PILOT BUMPED TRIM WHEEL AS HE RAISED GEAR. AIRCRAFT NOSED DOWN AND STRUCK RUNWAY.                                  ,aircraft nosed down and struck runway .,runway,FAC
19850517067579A,869,0,"OPERATOR DISPATCHED AIRPLANE WITH HSI SLAVE INOP. SHOT APPROACH OFF COURSE AND PAST AIRPORT, STRUCK TREES.         ",operator dispatched airplane with hsi slave inop .,operator,PER
19850517067579A,869,0,"OPERATOR DISPATCHED AIRPLANE WITH HSI SLAVE INOP. SHOT APPROACH OFF COURSE AND PAST AIRPORT, STRUCK TREES.         ",operator dispatched airplane with hsi slave inop .,airplane,VEH
19850517067579A,869,1,"OPERATOR DISPATCHED AIRPLANE WITH HSI SLAVE INOP. SHOT APPROACH OFF COURSE AND PAST AIRPORT, STRUCK TREES.         ","shot approach off course and past airport , struck trees .",airport,FAC
19850503024529I,870,0,"STRUCK JETWAY WITH ENGINE WHILE FOLLOWING GREEN LIGHT AND ALIGNMENT PANELS. LIGHT FAULTY, PANELS MISALIGNED.       ",struck jetway with engine while following green light and alignment panels .,jetway,VEH
19850501015179A,871,1,ENGINES BEGAN TO BACKFIRE AND LOST POWER AFTER LIFTOFF. GEAR UP LANDING IN DESERT. SUPERCHARGERS IN HIGH POSITION. ,gear up landing in desert .,desert,LOC
19850602035529I,872,0,WENT OFF SIDE OF RUNWAY ON ROLLOUT. NO DAMAGE. NOSE STRUT WAS HIGH. PILOT UNCONCERNED DUE TO GRAVEL SHOULDER.      ,went off side of runway on rollout .,runway,FAC
19850602035529I,872,3,WENT OFF SIDE OF RUNWAY ON ROLLOUT. NO DAMAGE. NOSE STRUT WAS HIGH. PILOT UNCONCERNED DUE TO GRAVEL SHOULDER.      ,pilot unconcerned due to gravel shoulder .,pilot,PER
19850413022499I,873,0,APPLIED BRAKES ON ROLLOUT AND AIRCRAFT WENT OFF SIDE OF RUNWAY. LACK OF BRAKE FLUID IN RESERVOIR.                  ,applied brakes on rollout and aircraft went off side of runway .,aircraft,VEH
19850413022499I,873,0,APPLIED BRAKES ON ROLLOUT AND AIRCRAFT WENT OFF SIDE OF RUNWAY. LACK OF BRAKE FLUID IN RESERVOIR.                  ,applied brakes on rollout and aircraft went off side of runway .,runway,FAC
19850425014369A,876,1,ATTEMPTED GO AROUND AT HIGH DENSITY ALTITUDE WITH FULL FLAPS. IMPACTED GROUND OFF SIDE OF RUNWAY.                  ,impacted ground off side of runway .,runway,FAC
19850604058709I,877,0,PILOT DID NOT LOCK RUDDER PEDAL IN PLACE. PEDAL COLLAPSED ON ROLLOUT AND AIRCRAFT GROUND LOOPED.                   ,pilot did not lock rudder pedal in place .,pilot,PER
19850604058709I,877,1,PILOT DID NOT LOCK RUDDER PEDAL IN PLACE. PEDAL COLLAPSED ON ROLLOUT AND AIRCRAFT GROUND LOOPED.                   ,pedal collapsed on rollout and aircraft ground looped .,aircraft,VEH
19850506015649A,878,0,"LOST POWER DURING TAKEOFF FROM FARM STRIP. LANDED IN FIELD,FLIPPED INVERTED. WATER FOUND IN CARBURETOR BOWL.       ",lost power during takeoff from farm strip .,farm strip,FAC
19850506015649A,878,1,"LOST POWER DURING TAKEOFF FROM FARM STRIP. LANDED IN FIELD,FLIPPED INVERTED. WATER FOUND IN CARBURETOR BOWL.       ","landed in field , flipped inverted .",field,LOC
19850506022799A,879,2,"ENGINE QUIT AFTER LIFTOFF DUE TO WATER IN FUEL. ABORTED TAKEOFF, NOSE GEAR COLLAPSED. PILOT TRAINING INADEQUATE.   ",pilot training inadequate .,pilot,PER
19850511024129I,880,1,LOST POWER ON DOWNWIND LEG. LANDED EXTREMELY HARD ON ROAD. PROBABLE INDUCTION ICING. DID NOT USE ALTERNATE AIR.    ,landed extremely hard on road .,road,FAC
19850503015639A,881,0,"LOST POWER (.4)THE INSTRUCTOR PLT (CFI) REPORTED THAT WHILE HE WAS INSTRUCTING THE STUDENT ON TAKEOFFS & LANDING, T","lost power ( .4 ) the instructor plt ( cfi ) reported that while he was instructing the student on takeoffs & landing , t",instructor,PER
19850503015639A,881,0,"LOST POWER (.4)THE INSTRUCTOR PLT (CFI) REPORTED THAT WHILE HE WAS INSTRUCTING THE STUDENT ON TAKEOFFS & LANDING, T","lost power ( .4 ) the instructor plt ( cfi ) reported that while he was instructing the student on takeoffs & landing , t",he,PER
19850503015639A,881,0,"LOST POWER (.4)THE INSTRUCTOR PLT (CFI) REPORTED THAT WHILE HE WAS INSTRUCTING THE STUDENT ON TAKEOFFS & LANDING, T","lost power ( .4 ) the instructor plt ( cfi ) reported that while he was instructing the student on takeoffs & landing , t",student,PER
19850512020139A,884,0,"ENGINE QUIT AFTER TAKEOFF, FORCED LANDING IN FIELD. FUEL SELECTOR ON EMPTY TANK, FUEL QUANTITY GAUGE SHOWED FULL.  ","engine quit after takeoff , forced landing in field .",field,FAC
19850523019889A,885,1,"OIL SPRAY ON WINDSHIELD, ABORTED TAKEOFF. RAN OFF END OF RUNWAY AND FLIPPED OVER. OIL FILLER CAP NOT SECURED.      ",ran off end of runway and flipped over .,runway,FAC
19850522037539I,887,1,"POWER LOSS ON ENGINES DUE TO WATER IN FUEL, GEAR PARTIALLY EXTENDED, LOW HYDRAULIC FLUID. AIRCRAFT SAT FOR 5 MONTHS",aircraft sat for 5 months,aircraft,VEH
19850407011619A,888,0,THE AIRCRAFT HIT WIRES DURING AN EMERGENCY LANDING. SUSPECT THE ENGINE QUIT DUE TO CARB ICE. STARTER INOPERATIVE.  ,the aircraft hit wires during an emergency landing .,aircraft,VEH
19850430016769A,889,1,"SPOILERS INADVERTENTLY DEPLOYED AFTER TAKEOFF, WOULD NOT RETRACT. CUT AWAY, LANDED ON RACETRACK, WING HIT A FENCE. ","cut away , landed on racetrack , wing hit a fence .",racetrack,FAC
19850430016769A,889,1,"SPOILERS INADVERTENTLY DEPLOYED AFTER TAKEOFF, WOULD NOT RETRACT. CUT AWAY, LANDED ON RACETRACK, WING HIT A FENCE. ","cut away , landed on racetrack , wing hit a fence .",fence,FAC
19850419019989I,890,1,GEAR COLLAPSED ON LANDING. PILOT UNSURE HE ACTIVATED ALTERNATOR SWITCH AND DID NOT VISUALLY CHECK GEAR POSITION.   ,pilot unsure he activated alternator switch and did not visually check gear position .,pilot,PER
19850419019989I,890,1,GEAR COLLAPSED ON LANDING. PILOT UNSURE HE ACTIVATED ALTERNATOR SWITCH AND DID NOT VISUALLY CHECK GEAR POSITION.   ,pilot unsure he activated alternator switch and did not visually check gear position .,he,PER
19850418016709I,891,1,ENGINE POWER FAILURE WHILE DOING AEROBATICS. LANDED IN FIELD. PILOT DID NOT VISUALLY INSPECT FUEL TANKS.           ,landed in field .,field,LOC
19850418016709I,891,2,ENGINE POWER FAILURE WHILE DOING AEROBATICS. LANDED IN FIELD. PILOT DID NOT VISUALLY INSPECT FUEL TANKS.           ,pilot did not visually inspect fuel tanks .,pilot,PER
19850526046459I,892,0,"LOST POWER DURING TAKEOFF, ABORTED AND RAN OFF END OF RUNWAY. NO DAMAGE. GASCOLATOR DRAIN WAS DRAINING.            ","lost power during takeoff , aborted and ran off end of runway .",runway,FAC
19850606022729A,895,1,"ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. RAN OFF RUNWAY END, GEAR COLLAPSED, FIRE ERUPTED. DOOR CHANNEL BENT.","ran off runway end , gear collapsed , fire erupted .",gear,VEH
19850525020799A,896,2,TOUCHED DOWN LONG AND BOUNCED. ATTEMPTED DOWNWIND GO AROUND WITH FULL FLAPS. STRUCK TREE 3 MILES FROM AIRPORT.     ,struck tree 3 miles from airport .,airport,FAC
19850720033059A,897,0,LANDED GEAR UP ON BRUSH COVERED TERRAIN AFTER RIGHT ENGINE QUIT DUE TO EMPTY FUEL TANK.FAILED TO FEATHER PROPELLER.,landed gear up on brush covered terrain after right engine quit due to empty fuel tank .,terrain,LOC
19850728040649I,898,1,IMPROPER GEAR EXTENSION PROCEDURE AND NOSE GEAR COLLAPSED ON LANDING. OWNER DID NOT ADEQUATELY BRIEF PIC.          ,owner did not adequately brief pic .,owner,PER
19850728040649I,898,1,IMPROPER GEAR EXTENSION PROCEDURE AND NOSE GEAR COLLAPSED ON LANDING. OWNER DID NOT ADEQUATELY BRIEF PIC.          ,owner did not adequately brief pic .,pic,PER
19850714030989A,899,1,"BRAKE FAILED DURING ROLLOUT. AIRCRAFT STRUCK FENCE, RIGHT GEAR COLLAPSED. BRAKE LININGS WORN OUT, HYDRAULIC LEAK.  ","aircraft struck fence , right gear collapsed .",aircraft,VEH
19850714030989A,899,1,"BRAKE FAILED DURING ROLLOUT. AIRCRAFT STRUCK FENCE, RIGHT GEAR COLLAPSED. BRAKE LININGS WORN OUT, HYDRAULIC LEAK.  ","aircraft struck fence , right gear collapsed .",fence,FAC
19850714040949I,900,0,ROLLED OFF SIDE OF TAXIWAY DUE TO LACK OF NOSE WHEEL STEERING. PILOT HAD INADVERTENTLY BUMPED SWITCH TO OFF.       ,rolled off side of taxiway due to lack of nose wheel steering .,taxiway,VEH
19850714040949I,900,1,ROLLED OFF SIDE OF TAXIWAY DUE TO LACK OF NOSE WHEEL STEERING. PILOT HAD INADVERTENTLY BUMPED SWITCH TO OFF.       ,pilot had inadvertently bumped switch to off .,pilot,PER
19850807050789I,901,0,RETURNED TO AIRPORT DUE TO GEAR PROBLEM. NOSE GEAR SAFETY PIN OVERLOOKED DURING PREFLIGHT.                         ,returned to airport due to gear problem .,airport,FAC
19850630043819A,903,1,"INADVERTENTLY LEFT AUTO PILOT ON DURING TAKEOFF. UNABLE TO ROTATE, ABORTED TOO LATE, RAN OFF END OF RUNWAY.        ","unable to rotate , aborted too late , ran off end of runway .",runway,FAC
19850725033779A,905,0,PILOT DISTRACTED BY SHIFTING BAGGAGE FORGOT TO UNLOCK BRAKES FOR LANDING. RAN THROUGH DITCH OFF SIDE OF RUNWAY.    ,pilot distracted by shifting baggage forgot to unlock brakes for landing .,pilot,PER
19850725033779A,905,1,PILOT DISTRACTED BY SHIFTING BAGGAGE FORGOT TO UNLOCK BRAKES FOR LANDING. RAN THROUGH DITCH OFF SIDE OF RUNWAY.    ,ran through ditch off side of runway .,runway,FAC
19850709033999A,907,1,ENGINE QUIT AFTER TAKEOFF. LANDED SHORT GLIDING BACK TO RUNWAY. GEAR TORN OFF. FUEL BOWL FULL OF WATER.            ,landed short gliding back to runway .,runway,FAC
19850822040369A,908,1,STRUCK TREES DURING NIGHT EMERGENCY LANDING AFTER ENGINE QUIT. WATER IN FUEL TANKS AND LINES.                      ,water in fuel tanks and lines .,lines,FAC
19850627028279A,909,0,OVER PRIMING DURING STARTING PROCEDURES ON A HOT DAY RESULTED IN AN ENGINE FIRE WHICH CONSUMED THE AIRPLANE.       ,over priming during starting procedures on a hot day resulted in an engine fire which consumed the airplane .,engine,VEH
19850627028279A,909,0,OVER PRIMING DURING STARTING PROCEDURES ON A HOT DAY RESULTED IN AN ENGINE FIRE WHICH CONSUMED THE AIRPLANE.       ,over priming during starting procedures on a hot day resulted in an engine fire which consumed the airplane .,airplane,VEH
19850808054699A,910,0,DURING ROLLOUT A GUST OF WIND PICKED UP WING AND AIRCRAFT GROUND LOOPED. STEERING SPRING HAD TEMPORARY REPAIR.     ,during rollout a gust of wind picked up wing and aircraft ground looped .,aircraft,VEH
19850629050419I,911,1,GEAR RETRACTED ON TAKEOFF ROLL. SELECTOR HAD BEEN INADVERTENTLY PLACED IN UP POSITION BY PILOT PRIOR TO FLIGHT.    ,selector had been inadvertently placed in up position by pilot prior to flight .,pilot,PER
19850729066139I,914,0,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,elevator control jammed shen harness caught on elevator cable .,elevator,FAC
19850729066139I,914,2,ELEVATOR CONTROL JAMMED SHEN HARNESS CAUGHT ON ELEVATOR CABLE. STICK BOOT NOT FASTENED TO FLOOR. LANDED IN A FIELD.,landed in a field .,field,LOC
19850702029069A,915,1,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.",stalled on turn to field 4 miles west of greenbrier valley arpt .,field,FAC
19850702029069A,915,1,"MUD NESTS BLOCKED FUEL CAP VENTS, FUEL STARVATION. STALLED ON TURN TO FIELD 4 MILES WEST OF GREENBRIER VALLEY ARPT.",stalled on turn to field 4 miles west of greenbrier valley arpt .,greenbrier valley,GPE
19850828059239I,916,0,STRONG FUEL SMELL IN COCKPIT AT CRUISE. VECTORED TO AIRPORT. FUEL PRIMER UNLOCKED.                                 ,strong fuel smell in cockpit at cruise .,cockpit,VEH
19850828059239I,916,1,STRONG FUEL SMELL IN COCKPIT AT CRUISE. VECTORED TO AIRPORT. FUEL PRIMER UNLOCKED.                                 ,vectored to airport .,airport,FAC
19850907055269I,918,1,LANDED WITHOUT DAMAGE AFTER ATTEMPTING TAKEOFF WITH FLAPS DOWN AND CARBURETOR HEAT ON. SOLO STUDENT.               ,solo student .,student,PER
19850711035219A,919,2,"THROTTLE CABLE BECAME LOOSE. AUTOROTATED, HIT NOSE FIRST, BLADES HIT GROUND. NO PILOT OR MEDICAL CERTIFICATE.      ",no pilot or medical certificate .,pilot,PER
19850902044819A,922,1,ENGINE LOST OIL PRESSURE AND QUIT.  LANDED IN SWAMP.  NO MALFUNCTIONS FOUND.  INDICATES NO OIL PRIOR TO FLIGHT.    ,landed in swamp .,swamp,LOC
19850714039999I,924,0,LANDED ON ROAD AFTER NOTING RAPID DROP IN FUEL QUANTITY AND VAPOR FROM WING. FUEL CAP WAS COCKED ALLOWING SIPHONING,landed on road after noting rapid drop in fuel quantity and vapor from wing .,road,FAC
19850804036039A,925,2,CHIP DETECTORS CAME ON AFTER TAKEOFF. AUTOROTATIVE HARD LANDING. MAINTENANCE HAD DISCONNECTED TORQUE SENSORS.      ,maintenance had disconnected torque sensors .,maintenance,PER
19850704056159A,926,0,LANDED ON REMAINING RUNWAY WITH GEAR UP AFTER OIL COVERED WINDSHIELD. OIL FILLER CAP WAS NOT INSTALLED PROPERLY.   ,landed on remaining runway with gear up after oil covered windshield .,runway,FAC
19850716038969A,928,0,IMPROPERLY SECURED CARGO DEPARTED THE HELICOPTER FROM AN OPEN CARGO DOOR STRIKING TAIL AND MAIN ROTORS.            ,improperly secured cargo departed the helicopter from an open cargo door striking tail and main rotors .,helicopter,VEH
19850618035629I,929,0,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,aborted takeoff when captains window came ajar .,captains,PER
19850618035629I,929,1,ABORTED TAKEOFF WHEN CAPTAINS WINDOW CAME AJAR. AT GATE MAINTENANCE PERFORMED REJECTED TAKEOFF INSPECTION.         ,at gate maintenance performed rejected takeoff inspection .,gate,FAC
19850615025709A,930,0,OVERRUN SHORT GRAVEL RUNWAY ON THE TAKEOFF RUN. NOSED OVER IN A LAKE. PILOT FAILED TO USE THROTTLE FRICTION LOCK.  ,overrun short gravel runway on the takeoff run .,runway,FAC
19850615025709A,930,1,OVERRUN SHORT GRAVEL RUNWAY ON THE TAKEOFF RUN. NOSED OVER IN A LAKE. PILOT FAILED TO USE THROTTLE FRICTION LOCK.  ,nosed over in a lake .,lake,LOC
19850615025709A,930,2,OVERRUN SHORT GRAVEL RUNWAY ON THE TAKEOFF RUN. NOSED OVER IN A LAKE. PILOT FAILED TO USE THROTTLE FRICTION LOCK.  ,pilot failed to use throttle friction lock .,pilot,PER
19850812050409I,933,0,AIRCRAFT WAS TAXIED INTO AN OPEN TRENCH DAMAGING NOSE GEAR AND FIREWALL.                                           ,aircraft was taxied into an open trench damaging nose gear and firewall .,aircraft,VEH
19850805040409A,935,0,IMPACTED IN BACKYARDS OF RESIDENCES AFTER FUEL EXHAUSTION. FUEL GAUGES COMPLETELY UNRELIABLE. ANNUAL EXPIRED IN 84.,impacted in backyards of residences after fuel exhaustion .,backyards,FAC
19850805040409A,935,0,IMPACTED IN BACKYARDS OF RESIDENCES AFTER FUEL EXHAUSTION. FUEL GAUGES COMPLETELY UNRELIABLE. ANNUAL EXPIRED IN 84.,impacted in backyards of residences after fuel exhaustion .,residences,FAC
19850813056319A,937,0,"ABORTED TAKEOFF AFTER NOISE IN COCKPIT. RAN OFF RUNWAY END, STRUCK BERM AND DITCH. FLAT SPOT ON ONE MAIN TIRE.     ",aborted takeoff after noise in cockpit .,cockpit,VEH
19850813056319A,937,1,"ABORTED TAKEOFF AFTER NOISE IN COCKPIT. RAN OFF RUNWAY END, STRUCK BERM AND DITCH. FLAT SPOT ON ONE MAIN TIRE.     ","ran off runway end , struck berm and ditch .",berm,LOC
19850813056319A,937,1,"ABORTED TAKEOFF AFTER NOISE IN COCKPIT. RAN OFF RUNWAY END, STRUCK BERM AND DITCH. FLAT SPOT ON ONE MAIN TIRE.     ","ran off runway end , struck berm and ditch .",ditch,LOC
19850715053139I,938,1,DURING TAKEOFF GROUND RUN SEAT SLID BACK AND DIRECTIONAL CONTROL WAS LOST. LANDING GEAR COLLAPSED OFF RUNWAY SIDE. ,landing gear collapsed off runway side .,runway,FAC
19850826041329A,939,1,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,continued loss of power during 180. landed short in bean field .,bean field,FAC
19850826041329A,939,2,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,pilot left rag in air inlet .,pilot,PER
19850826041329A,939,2,LOW POWER ON TAKEOFF. CONTINUED LOSS OF POWER DURING 180. LANDED SHORT IN BEAN FIELD. PILOT LEFT RAG IN AIR INLET. ,pilot left rag in air inlet .,air inlet,LOC
19850625055149A,940,1,WATER TAKEOFF WITH REAR CONTROL STICK FASTENED FULL AFT BY SEAT BELT. STALLED INTO WATER WHERE AIRCRAFT SANK.      ,stalled into water where aircraft sank .,aircraft,VEH
19850630031189A,941,0,LANDED SHORT OF RUNWAY IN TUNDRA AFTER ENGINES QUIT FROM FUEL STARVATION. FUEL CAP HAD NOT BEEN SECURED ON ONE WING,landed short of runway in tundra after engines quit from fuel starvation .,runway,FAC
19850630031189A,941,0,LANDED SHORT OF RUNWAY IN TUNDRA AFTER ENGINES QUIT FROM FUEL STARVATION. FUEL CAP HAD NOT BEEN SECURED ON ONE WING,landed short of runway in tundra after engines quit from fuel starvation .,tundra,LOC
19850725033709A,942,0,"IMPACTED IN A STEEP BANK TURNING TOWARDS RUNWAY WITH OIL COVERED WINDSHILD.  OIL CAP NOT ON, NO MALFUNCTION FOUND. ",impacted in a steep bank turning towards runway with oil covered windshild .,runway,FAC
19850711030619A,943,0,SOLO STUDENT ABORTED TAKEOFF DURING TOUCH AND GO. RAN OFF RUNWAY END INTO TREE. FAILED TO RETRACT FLAPS.           ,solo student aborted takeoff during touch and go .,student,PER
19850711030609A,944,2,"FUEL SIPHONED OUT OF TANK, LOOSE FUEL CAP. OUT OF FUEL. DURING LANDING, PUSHED TO SIDE OF ROAD BY WIND, HIT TREES. ","during landing , pushed to side of road by wind , hit trees .",road,FAC
19850711030609A,944,2,"FUEL SIPHONED OUT OF TANK, LOOSE FUEL CAP. OUT OF FUEL. DURING LANDING, PUSHED TO SIDE OF ROAD BY WIND, HIT TREES. ","during landing , pushed to side of road by wind , hit trees .",trees,PER
19850713031179A,945,0,STRUCK TREES DURING GO AROUND AFTER AIRCRAFT SEEMED SLUGGISH. CARB HEAT NOT USED. SUSPECT PROPELLER IN CRUISE PITCH,struck trees during go around after aircraft seemed sluggish .,aircraft,VEH
19850625027899A,947,2,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,struck a parked aircraft and a truck .,aircraft,VEH
19850625027899A,947,2,PLEXIGLASS CANOPY UNLATCHED ON TAKEOFF. LOST CONTROL TRYING TO LATCH CANOPY. STRUCK A PARKED AIRCRAFT AND A TRUCK. ,struck a parked aircraft and a truck .,truck,VEH
19850611023949A,949,2,"LOST HYDRAULIC PRESSURE, LOW FLUID QUANTITY. LOST BRAKES ON NO FLAP LANDING BY PUMPING BRAKES. OVERSHOT THE RUNWAY.",overshot the runway .,runway,FAC
19850808059739I,950,0,AIRCRAFT TOOK OFF WITH TIEDOWN CHAIN AND CEMENT BLOCK ATTACHED TO LEFT WING. TIE DOWN RING BROKE DROPPING BLOCK.   ,aircraft took off with tiedown chain and cement block attached to left wing .,aircraft,VEH
19851229066289A,951,0,AIRCRAFT DRIFTED ON GO AROUND WITH FLAPS AT 25 DEGREES.  STRUCK A WATER TANK AND IMPACTED THE GROUND.              ,aircraft drifted on go around with flaps at 25 degrees .,aircraft,VEH
19851229066289A,951,1,AIRCRAFT DRIFTED ON GO AROUND WITH FLAPS AT 25 DEGREES.  STRUCK A WATER TANK AND IMPACTED THE GROUND.              ,struck a water tank and impacted the ground .,ground,LOC
19851229063869A,954,1,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,other aircraft on runway .,aircraft,VEH
19851229063869A,954,1,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,other aircraft on runway .,runway,FAC
19851229063869A,954,2,OIL STREAMED OUT OF ENGINE AFTER TAKEOFF. OTHER AIRCRAFT ON RUNWAY. LANDED GEAR UP OFF AIRPORT. OIL DIPSTICK LOOSE.,landed gear up off airport .,airport,FAC
19851029054409A,955,1,"FAILED TO VISUALLY CHECK FUEL QUANTITY IN THE TANKS.  LOST POWER ON TAKEOFF, HIT A TREE AND CARTWHEELED TO GROUND. ","lost power on takeoff , hit a tree and cartwheeled to ground .",tree,FAC
19851018075929A,957,0,"STRUCK DIRT BANK, FLIPPED OVER ON APPROACH TO FIELD AFTER ENGINE POWER LOSS.  DID NOT DRAIN FUEL SUMP, FROZEN SHUT.","struck dirt bank , flipped over on approach to field after engine power loss .",field,FAC
