c5_id,doc_idx,sent_idx,c119_input,sentence,entities,labels
19801225078089A,504,0,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,forgot to remove wheels & towbar prior to flight .,towbar,OtherScientificTerm
19801225078089A,504,1,FORGOT TO REMOVE WHEELS & TOWBAR PRIOR TO FLIGHT. TOWBAR STRUCK GROUND FIRST ON LANDING. HELICOPTER ROLLED OVER.   ,towbar struck ground first on landing .,towbar,OtherScientificTerm
19801123080039A,505,1,"REAR SEAT FELL FORWARD, JAMMED REAR STICK FORWARD. FOUND RESTRAINT FOR SEAT BACK BROKEN.                           ",found restraint for seat back broken .,restraint,OtherScientificTerm
19810319010689A,506,2,ENGINE QUIT DUE TO FUEL EXHAUSTION ON RIGHT TANK. SELECTED LEFT TANK. FAILED TO USE BOOST PUMP. NOSED OVER LANDING.,failed to use boost pump .,boost pump,Method
19810315025039I,508,1,ENROUTE PILOT SMELLED SMOKE AND SAW FIRE IN AFT PART OF AIRCRAFT. EMERGENCY LANDING. BATTERY BURNED. NO BATTERY LID,emergency landing .,emergency landing,Task
19810422034239I,509,1,RETURNED AFTER TAKEOFF DUE TO OIL ON WINDSHIELD. OIL FILLER CAP HAD COME OFF.                                      ,oil filler cap had come off .,oil filler cap,OtherScientificTerm
19810518044989I,510,1,DURING TAXI AIRCRAFT HAD NO STEERING OR BRAKES. HYDRAULIC SWITCH FOUND IN OFF POSITION.                            ,hydraulic switch found in off position .,hydraulic switch,Method
19810503034279I,511,1,STARTED HELICOPTER WITH MAIN ROTOR STILL TIED DOWN. LEAD WEIGHT ON TIEDOWN STRUCK VERT FIN AND ROTOR BLADE.        ,lead weight on tiedown struck vert fin and rotor blade .,lead weight,OtherScientificTerm
19810503034279I,511,1,STARTED HELICOPTER WITH MAIN ROTOR STILL TIED DOWN. LEAD WEIGHT ON TIEDOWN STRUCK VERT FIN AND ROTOR BLADE.        ,lead weight on tiedown struck vert fin and rotor blade .,rotor blade,OtherScientificTerm
19810309010619A,512,1,FORGOT TO ENRICH MIXTURE FOR LANDING. ENGINE QUIT DUE TO LEAN MIXTURE. LANDED SHORT OF AIRPORT IN A SWAMP.         ,engine quit due to lean mixture .,lean mixture,OtherScientificTerm
19810315009829A,517,0,"USED FLAPS IN PLACE OF SPEED BRAKE. OVERSHOT RUNWAY. STALLED, TRYING A GO-AROUND FOR ALTERNATE RUNWAY.             ",used flaps in place of speed brake .,speed brake,OtherScientificTerm
19810424018779A,518,0,SPOILERS WERE DEPLOYED ON CLIMBOUT ON GLIDER. TOW PILOT RELEASED GLIDER TO CLEAR WIRES. GLIDER CRASHED.            ,spoilers were deployed on climbout on glider .,spoilers,Method
19810301019129A,520,2,"VEERED OFF RUNWAY ON LANDING. UNABLE TO CORRECT. RUDDER PEDAL BLOCKED BY LOOSE CONTROL LOCK, LYING ON FLOOR.       ","rudder pedal blocked by loose control lock , lying on floor .",rudder pedal,OtherScientificTerm
19810301019129A,520,2,"VEERED OFF RUNWAY ON LANDING. UNABLE TO CORRECT. RUDDER PEDAL BLOCKED BY LOOSE CONTROL LOCK, LYING ON FLOOR.       ","rudder pedal blocked by loose control lock , lying on floor .",loose control lock,OtherScientificTerm
19810718058739I,525,1,AIRCRAFT TOUCHED DOWN ON CONCRETE PART OF DRAINAGE AREA ON NEW AIRPORT. DAMAGED GEAR PROPELLER AND WING.           ,damaged gear propeller and wing .,damaged gear propeller,OtherScientificTerm
19810801064069I,530,1,"ZA FUEL LEAKING IN FLIGHT,RETURNED, DURING LANDING NOSE GEAR WALKING BEAM FAILED. WALKING BEAM PN 1-261.           ",walking beam pn 1-261 .,walking beam,OtherScientificTerm
19810719064149I,533,0,NOSE GEAR INDICATED UNSAFE. COLLAPSED ON LANDING. LOW NOSE STRUT BINDING ON DRAG BRACE. DRAG BRACE PULLED LOOSE.   ,nose gear indicated unsafe .,nose gear,OtherScientificTerm
19810719064149I,533,2,NOSE GEAR INDICATED UNSAFE. COLLAPSED ON LANDING. LOW NOSE STRUT BINDING ON DRAG BRACE. DRAG BRACE PULLED LOOSE.   ,low nose strut binding on drag brace .,drag brace,OtherScientificTerm
19810719064149I,533,3,NOSE GEAR INDICATED UNSAFE. COLLAPSED ON LANDING. LOW NOSE STRUT BINDING ON DRAG BRACE. DRAG BRACE PULLED LOOSE.   ,drag brace pulled loose .,drag brace,OtherScientificTerm
19810802046809A,536,0,ENGINES QUIT DUE TO FUEL VENTS BEING PLUGGED. AIRCRAFT DAMAGED DURING EMERGENCY LANDING.                           ,engines quit due to fuel vents being plugged .,fuel vents,OtherScientificTerm
19810723053069I,538,0,NOSE BAGGAGE DOOR OPENED ON TAKEOFF AS LUGGAGE SHIFTED AGAINST DOOR. LUGGAGE FELL OUT. ABORTED. ADDED EXTRA LATCH. ,nose baggage door opened on takeoff as luggage shifted against door .,luggage,OtherScientificTerm
19810723053069I,538,1,NOSE BAGGAGE DOOR OPENED ON TAKEOFF AS LUGGAGE SHIFTED AGAINST DOOR. LUGGAGE FELL OUT. ABORTED. ADDED EXTRA LATCH. ,luggage fell out .,luggage,OtherScientificTerm
19810615044999I,539,0,ABORTED TAKEOFF DUE TO WARNING HORN. RECYCLED FLAPS HORN STOPPED.                                                  ,aborted takeoff due to warning horn .,warning horn,OtherScientificTerm
19810727060849A,542,2,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,helicopter rolled off top of building .,helicopter,OtherScientificTerm
19810625036259A,544,1,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ","helicopter toppled over , hit ground crew .",helicopter,OtherScientificTerm
19810710045939A,545,3,"UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY","factors ; park brake on , trim nose down , air density",air density,OtherScientificTerm
19810528031229A,546,0,PILOT FORGOT TO USE EMERGENCY GEAR LOWERING SYSTEM TO LOWER LANDING GEAR. LANDED GEAR UP.                          ,pilot forgot to use emergency gear lowering system to lower landing gear .,emergency gear lowering system,Method
19810528031229A,546,0,PILOT FORGOT TO USE EMERGENCY GEAR LOWERING SYSTEM TO LOWER LANDING GEAR. LANDED GEAR UP.                          ,pilot forgot to use emergency gear lowering system to lower landing gear .,landing gear,OtherScientificTerm
19810706038519A,547,0,LANDING GEAR OLEO STRUT CAME APART DURING TAKEOFF. AIRCRAFT GEAR COLLAPSED AND AIRPLANE NOSED OVER DURING LANDING. ,landing gear oleo strut came apart during takeoff .,landing gear oleo strut,OtherScientificTerm
19810706038519A,547,1,LANDING GEAR OLEO STRUT CAME APART DURING TAKEOFF. AIRCRAFT GEAR COLLAPSED AND AIRPLANE NOSED OVER DURING LANDING. ,aircraft gear collapsed and airplane nosed over during landing .,aircraft gear,OtherScientificTerm
19810917083489I,548,0,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","lost airspeed , altitude and vsi on climbout .",lost airspeed,OtherScientificTerm
19810917083489I,548,0,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","lost airspeed , altitude and vsi on climbout .",altitude,OtherScientificTerm
19810917083489I,548,0,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","lost airspeed , altitude and vsi on climbout .",vsi,OtherScientificTerm
19810917083489I,548,0,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","lost airspeed , altitude and vsi on climbout .",climbout,OtherScientificTerm
19810917083489I,548,1,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ",lost electric power .,lost electric power,OtherScientificTerm
19810917083489I,548,2,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","tape on static ports , bad circuit breaker .",static ports,OtherScientificTerm
19810917083489I,548,2,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ","tape on static ports , bad circuit breaker .",bad circuit breaker,Method
19810816052469I,550,0,"GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ","gear switch left in up position by maintenance , unoticed by pilot .",gear switch,OtherScientificTerm
19810816052469I,550,1,"GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ",gear collapsed on takeoff roll .,gear,OtherScientificTerm
19810914071419I,551,0,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ","jack pad fell from wing during takeoff , struck and damaged rear propeller .",jack pad,OtherScientificTerm
19810914071419I,551,0,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ","jack pad fell from wing during takeoff , struck and damaged rear propeller .",rear propeller,OtherScientificTerm
19811026083619I,552,1,RIGHT MAIN GEAR COLLAPSED ON TAKEOFF ROLL. PILOT AWARE OF GEAR PROBLEM. NO CORRECTIVE ACTION OR SIGN OFF.          ,pilot aware of gear problem .,gear problem,OtherScientificTerm
19811030085939I,553,2,LOUD NOISES ON GEAR RETRACTION ON TAKEOFF. UNSCHEDULED SAFE LANDING MADE. FOUND TOWBAR PIN IN NOSEWHEEL AXLE.      ,found towbar pin in nosewheel axle .,nosewheel axle,OtherScientificTerm
19810913072109I,556,0,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ","za zg suspected fuel leak , returned , no fuel leak .",fuel leak,OtherScientificTerm
19810913072109I,556,0,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ","za zg suspected fuel leak , returned , no fuel leak .",fuel leak,OtherScientificTerm
19810913072109I,556,1,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ","cork type visual indicator stuck , then dropped suddenly .",cork type visual indicator,OtherScientificTerm
19810925065659A,561,0,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,pilot attempted ils approach when aircraft did not have glide slope receiver capabilities .,ils approach,Task
19810925065659A,561,0,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,pilot attempted ils approach when aircraft did not have glide slope receiver capabilities .,glide slope receiver capabilities,OtherScientificTerm
19810818050309A,563,0,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ","during precautionary landing , wing struck high vegetation on side of runway causing loss of directional control .",precautionary landing,Task
19810818050309A,563,0,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ","during precautionary landing , wing struck high vegetation on side of runway causing loss of directional control .",wing,OtherScientificTerm
19810818050309A,563,0,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ","during precautionary landing , wing struck high vegetation on side of runway causing loss of directional control .",loss of directional control,OtherScientificTerm
19810923070769A,565,2,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY MUD-DAUBERS.  ,found fuel tank vents clogged by mud-daubers .,mud-daubers,OtherScientificTerm
19810831053449A,566,1,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.                      ,elevator trim position was factor .,elevator trim position,OtherScientificTerm
19810912069639A,572,1,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.           ,aircraft had experienced tail flutter during previous tests .,tail flutter,OtherScientificTerm
19810815059089A,573,0,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.     ,pilot tried to release sling load with electrical switch which failed .,sling load,OtherScientificTerm
19810815059089A,573,0,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.     ,pilot tried to release sling load with electrical switch which failed .,electrical switch,Method
19810815059089A,573,1,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.     ,pilot failed to use mechanical release .,mechanical release,Method
19820216011739I,577,2,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.            ,nose gear safety pin not removed .,nose gear safety pin,OtherScientificTerm
19811230088309I,579,0,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.          ,inadvertently deployed floatation bags on takeoff .,floatation bags,OtherScientificTerm
19820211005489I,580,1,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ",left gear strut was flat from loose valve and squat switch stayed closed .,loose valve,OtherScientificTerm
19820211005489I,580,1,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ",left gear strut was flat from loose valve and squat switch stayed closed .,squat switch,OtherScientificTerm
19820127008389I,583,0,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.                  ,pilot took of with tow bar attached .,tow bar,OtherScientificTerm
19820108003389I,584,0,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,ordered apu disconnect .,apu disconnect,OtherScientificTerm
19820108003389I,584,2,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,apu caught fire .,apu,OtherScientificTerm
19820202005199I,585,1,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.     ,door light came on .,door light,OtherScientificTerm
19820202005199I,585,2,VIBRATION EN ROUTE. DOOR LIGHT CAME ON. TURNING OFF AUTOPILOT LIGHT WENT OFF. BAGGAGE DOOR OPEN. LOST LUGGAGE.     ,turning off autopilot light went off .,autopilot light,OtherScientificTerm
19811105071899A,586,0,"WARPED LOOSE FUEL CAPS ALLOWED FUEL SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF FUEL. NIGHT CRASH LANDED.     ",warped loose fuel caps allowed fuel siphoning and cell collapse .,fuel siphoning,OtherScientificTerm
19820502025009I,591,1,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ","had radio trouble , unable to activate runway lights , diverted to logan .",runway lights,OtherScientificTerm
19820320018339I,592,0,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,loose cowling after takeoff .,loose cowling,OtherScientificTerm
19820415019009I,593,1,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,failure was the result of fuel starvation .,fuel starvation,OtherScientificTerm
19820523020949A,594,0,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,loose cowling .,loose cowling,OtherScientificTerm
19820420028639I,595,2,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,failed to remove landing gear pins .,landing gear pins,OtherScientificTerm
19820519017529A,596,0,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ","believed cowling loose , closed throttle , crash landed short of runway returning .",closed throttle,OtherScientificTerm
19820519017529A,596,1,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",had failed to remove engine plugs .,engine plugs,OtherScientificTerm
19820507014589A,597,0,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING","unsecured cargo strap blew out open door and tangled in tail rotor , causing loss of control .",tail rotor,OtherScientificTerm
19820507014589A,597,0,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING","unsecured cargo strap blew out open door and tangled in tail rotor , causing loss of control .",loss of control,OtherScientificTerm
19820429023529I,599,2,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,failed to remove masking tape over fuel vent .,masking tape,OtherScientificTerm
19820602025369I,600,2,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL","fuel cap improperly installed , siphoned , collapsed cell",fuel cap,OtherScientificTerm
19820529032659I,602,1,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,tail rotor hit grapevine wires on landing .,tail rotor,OtherScientificTerm
19820529032519I,603,1,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,fuel selector would not move to other tank .,fuel selector,Method
19820529032519I,603,3,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,fuel selector lacked lube .,fuel selector,Method
19820310017029I,610,0,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,engine overheated on climbout .,climbout,OtherScientificTerm
19820310017029I,610,1,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,pilot remembered he forgot to remove engine cowling bird plugs .,engine cowling bird plugs,OtherScientificTerm
19820311007049I,611,1,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,found oil tank cap missing .,oil tank cap,OtherScientificTerm
19820311007049I,611,2,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,oil cap 315510704 .,oil cap,OtherScientificTerm
19820422028619I,612,1,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.            ,door opened in flight due to turbulence .,turbulence,OtherScientificTerm
19820526019239A,614,0,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,pilot attempted to adjust rudder pedals during climb and released glider tow rope .,rudder pedals,OtherScientificTerm
19820418009679A,616,2,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,was serviced with jet fuel .,jet fuel,OtherScientificTerm
19820405009239A,617,0,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,pilot forgot to remove control lock on aileron and coul n't control aircraft during landing .,control lock,OtherScientificTerm
19820503013499A,618,0,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,lost control on landing roll .,lost control,OtherScientificTerm
19820503013499A,618,2,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,parking brake on and or air in brake system factors .,parking brake,OtherScientificTerm
19820503013499A,618,2,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,parking brake on and or air in brake system factors .,brake system factors,OtherScientificTerm
19820811036729A,627,1,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF. LOAD RELEASE DID NOT FUNCTION.                              ,load release did not function .,load release,OtherScientificTerm
19820730059869I,629,0,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ",misused autopilot .,misused autopilot,OtherScientificTerm
19820730059869I,629,4,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ","misused gear handle , landed gear up .",gear handle,OtherScientificTerm
19820818039269A,632,1,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL. ,possible fuel leak during inverted flight .,fuel leak,OtherScientificTerm
19820818039269A,632,1,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL. ,possible fuel leak during inverted flight .,inverted flight,OtherScientificTerm
19820822040209A,634,1,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,airplane turned sideways and collapsed left gear rudder jammed by unstowed starter crank .,gear rudder,OtherScientificTerm
19820704036229I,635,1,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ","two pieces of baggage fell out , cargo door warning light inoperative .",baggage,OtherScientificTerm
19820809038619A,637,0,PILOT MADE EMERGENCY TRANSMISSION STATING ENGINE COWLING LOST. CRASH OCCURRED DURING ATTEMPTED LANDING IN FIELD.   ,pilot made emergency transmission stating engine cowling lost .,emergency transmission,Task
19820708037199I,639,0,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ","cowling came open in flight , struck and loosened other side .",cowling,OtherScientificTerm
19820708037199I,639,1,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ","cowling came off , cracked windshield , rear window .",cowling,OtherScientificTerm
19820725041999I,642,0,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",loose cowling on takeoff .,loose cowling,OtherScientificTerm
19820725041999I,642,2,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","cracked windshield , dented stabilizer .",cracked windshield,OtherScientificTerm
19820725041999I,642,2,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","cracked windshield , dented stabilizer .",dented stabilizer,OtherScientificTerm
19820806034979A,644,0,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.                 ,pilot neglected to connect elevator control during glider assembly .,elevator control,OtherScientificTerm
19820806034979A,644,0,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.                 ,pilot neglected to connect elevator control during glider assembly .,glider assembly,Task
19820913069839I,645,0,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.      ","unable to obtain liftoff speed , rejected takeoff .",liftoff speed,OtherScientificTerm
19820913069839I,645,1,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.      ",brakes caught fire .,brakes,OtherScientificTerm
19820926054109I,648,0,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,nose gear jammed on gear retraction after takeoff .,nose gear,OtherScientificTerm
19820926054109I,648,0,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,nose gear jammed on gear retraction after takeoff .,gear retraction,OtherScientificTerm
19821121070559I,651,0,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,parachutist was unable to open main chute due to bridle line under breast strap .,breast strap,OtherScientificTerm
19821224070489I,652,0,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF. RETURNED. FOUND NOSE WHEEL GROUND PIN STILL IN PLACE.                  ,nose wheel would not retract after takeoff .,nose wheel,OtherScientificTerm
19821120062429A,654,0,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,double flameout en route due to fuel starvation .,fuel starvation,OtherScientificTerm
