,c5_id,doc_idx,sent_idx,c119_input,sentence,entities
428,19811105071899A,586,0,"WARPED LOOSE FUEL CAPS ALLOWED FUEL SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF FUEL. NIGHT CRASH LANDED.     ",warped loose fuel caps allowed fuel siphoning and cell collapse .,"[5, 6, 'OtherScientificTerm']"
429,19820502025009I,591,1,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ","had radio trouble , unable to activate runway lights , diverted to logan .","[15, 16, 'OtherScientificTerm']"
430,19820320018339I,592,0,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,loose cowling after takeoff .,"[0, 1, 'OtherScientificTerm']"
431,19820415019009I,593,1,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,failure was the result of fuel starvation .,"[17, 18, 'OtherScientificTerm']"
432,19820523020949A,594,0,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,loose cowling .,"[0, 1, 'OtherScientificTerm']"
433,19820420028639I,595,2,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,failed to remove landing gear pins .,"[12, 14, 'OtherScientificTerm']"
434,19820519017529A,596,0,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ","believed cowling loose , closed throttle , crash landed short of runway returning .","[4, 5, 'OtherScientificTerm']"
435,19820519017529A,596,1,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",had failed to remove engine plugs .,"[18, 19, 'OtherScientificTerm']"
436,19820507014589A,597,0,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING","unsecured cargo strap blew out open door and tangled in tail rotor , causing loss of control .","[14, 16, 'OtherScientificTerm']"
437,19820429023529I,599,2,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,failed to remove masking tape over fuel vent .,"[14, 15, 'OtherScientificTerm']"
438,19820602025369I,600,2,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL","fuel cap improperly installed , siphoned , collapsed cell .","[12, 13, 'OtherScientificTerm']"
439,19820529032659I,602,1,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,tail rotor hit grapevine wires on landing .,"[9, 10, 'OtherScientificTerm']"
440,19820529032519I,603,1,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,fuel selector would not move to other tank .,"[7, 8, 'Method']"
441,19820529032519I,603,3,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,fuel selector lacked lube .,"[21, 22, 'Method']"
442,19820310017029I,610,0,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,engine overheated on climbout .,"[3, 3, 'OtherScientificTerm']"
443,19820310017029I,610,1,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,pilot remembered he forgot to remove engine cowling bird plugs .,"[11, 14, 'OtherScientificTerm']"
444,19820311007049I,611,1,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,found oil tank cap missing .,"[13, 15, 'OtherScientificTerm']"
445,19820311007049I,611,2,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,oil cap 315510704 .,"[18, 19, 'OtherScientificTerm']"
446,19820422028619I,612,1,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.            ,door opened in flight due to turbulence .,"[13, 13, 'OtherScientificTerm']"
447,19820526019239A,614,0,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,pilot attempted to adjust rudder pedals during climb and released glider tow rope .,"[4, 5, 'OtherScientificTerm']"
448,19820526019239A,614,0,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,pilot attempted to adjust rudder pedals during climb and released glider tow rope .,"[10, 12, 'OtherScientificTerm']"
449,19820418009679A,616,2,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,was serviced with jet fuel .,"[20, 21, 'OtherScientificTerm']"
450,19820405009239A,617,0,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,pilot forgot to remove control lock on aileron and coul n't control aircraft during landing .,"[4, 5, 'OtherScientificTerm']"
451,19820503013499A,618,0,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,lost control on landing roll .,"[0, 1, 'OtherScientificTerm']"
452,19820503013499A,618,2,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,parking brake on and or air in brake system factors .,"[13, 14, 'OtherScientificTerm']"
453,19820503013499A,618,2,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,parking brake on and or air in brake system factors .,"[20, 22, 'OtherScientificTerm']"
454,19820811036729A,627,1,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF. LOAD RELEASE DID NOT FUNCTION.                              ,load release did not function .,"[9, 10, 'OtherScientificTerm']"
455,19820730059869I,629,0,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ",misused autopilot .,"[0, 1, 'OtherScientificTerm']"
456,19820730059869I,629,3,"MISUSED AUTOPILOT.. CAUSED FULL PITCH UP. FAILED TO PULL CIRCUIT BREAKER. MISUSED GEAR HANDLE, LANDED GEAR UP.     ","misused gear handle , landed gear up .","[15, 16, 'OtherScientificTerm']"
457,19820809038749A,631,0,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,climb performance diminished by water droplets on lamina flow wing .,"[0, 1, 'Task']"
458,19820809038749A,631,0,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,climb performance diminished by water droplets on lamina flow wing .,"[4, 5, 'OtherScientificTerm']"
459,19820809038749A,631,0,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING. STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,climb performance diminished by water droplets on lamina flow wing .,"[7, 9, 'OtherScientificTerm']"
460,19820818039269A,632,1,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL. ,possible fuel leak during inverted flight .,"[9, 10, 'OtherScientificTerm']"
461,19820818039269A,632,1,REPORT INDICATES FUEL TANK CAP NOT SECURED. POSSIBLE FUEL LEAK DURING INVERTED FLIGHT. FIRE ERUPTED. LOST CONTROL. ,possible fuel leak during inverted flight .,"[12, 13, 'OtherScientificTerm']"
462,19820822040209A,634,1,LOST CONTROL ON LANDING. AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK. ,airplane turned sideways and collapsed left gear rudder jammed by unstowed starter crank .,"[11, 12, 'OtherScientificTerm']"
463,19820704036229I,635,1,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN. TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE.      ","two pieces of baggage fell out , cargo door warning light inoperative .","[11, 11, 'OtherScientificTerm']"
464,19820809038619A,637,0,PILOT MADE EMERGENCY TRANSMISSION STATING ENGINE COWLING LOST. CRASH OCCURRED DURING ATTEMPTED LANDING IN FIELD.   ,pilot made emergency transmission stating engine cowling lost .,"[2, 3, 'Task']"
465,19820708037199I,639,0,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ","cowling came open in flight , struck and loosened other side .","[0, 0, 'OtherScientificTerm']"
466,19820708037199I,639,1,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE. COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW.    ","cowling came off , cracked windshield , rear window .","[12, 12, 'OtherScientificTerm']"
467,19820725041999I,642,0,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ",loose cowling on takeoff .,"[0, 1, 'OtherScientificTerm']"
468,19820725041999I,642,2,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","cracked windshield , dented stabilizer .","[13, 14, 'OtherScientificTerm']"
469,19820725041999I,642,2,"LOOSE COWLING ON TAKEOFF. COWLING CAME OFF ON RETURNING TO LAND. CRACKED WINDSHIELD, DENTED STABILIZER.            ","cracked windshield , dented stabilizer .","[16, 17, 'OtherScientificTerm']"
470,19820806034979A,644,0,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.                 ,pilot neglected to connect elevator control during glider assembly .,"[4, 5, 'OtherScientificTerm']"
471,19820806034979A,644,0,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY. CRASH OCCURRED DURING TAKEOFF.                 ,pilot neglected to connect elevator control during glider assembly .,"[7, 8, 'Task']"
472,19820913069839I,645,0,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.      ","unable to obtain liftoff speed , rejected takeoff .","[3, 4, 'OtherScientificTerm']"
473,19820913069839I,645,1,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF. BRAKES CAUGHT FIRE. PASSENGER ON BRAKE OR PARKING BRAKE ON.      ",brakes caught fire .,"[9, 9, 'OtherScientificTerm']"
474,19820926054109I,648,0,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,nose gear jammed on gear retraction after takeoff .,"[0, 1, 'OtherScientificTerm']"
475,19820926054109I,648,0,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF. LANDED NOSE GEAR UP. HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,nose gear jammed on gear retraction after takeoff .,"[4, 5, 'OtherScientificTerm']"
476,19821121070559I,651,0,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP. RESERVE NOT DEPLOYED.             ,parachutist was unable to open main chute due to bridle line under breast strap .,"[12, 13, 'OtherScientificTerm']"
477,19821224070489I,652,0,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF. RETURNED. FOUND NOSE WHEEL GROUND PIN STILL IN PLACE.                  ,nose wheel would not retract after takeoff .,"[0, 1, 'OtherScientificTerm']"
478,19821120062429A,654,0,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,double flameout en route due to fuel starvation .,"[0, 1, 'OtherScientificTerm']"
479,19821120062429A,654,0,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION. WORN FUEL TANK CAP FELL OFF SIPHONED FUEL. OVERSHOT FORCED LANDING,double flameout en route due to fuel starvation .,"[6, 7, 'OtherScientificTerm']"
480,19821217068499I,657,0,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,nose gear collapsed on touchdown .,"[0, 1, 'OtherScientificTerm']"
481,19821217068499I,657,1,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,found nose gear pins were not hooked to the gear door hinge assembly .,"[7, 9, 'OtherScientificTerm']"
482,19821217068499I,657,1,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,found nose gear pins were not hooked to the gear door hinge assembly .,"[15, 18, 'OtherScientificTerm']"
483,19821217068499I,657,2,NOSE GEAR COLLAPSED ON TOUCHDOWN. FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY. JAMMED GEAR,jammed gear .,"[20, 21, 'OtherScientificTerm']"
484,19821009063279I,658,2,PILOT HIT A POST ON LANDING ROLLOUT. POST LOCATED 27 FEET FROM CENTERLINE. POST HIDDEN BY SAGEBRUSH.               ,post hidden by sagebrush .,"[18, 18, 'OtherScientificTerm']"
485,19821117066069I,663,0,"RIGHT ENGINE LOST OIL PRESSURE, SHUT DOWN AND RETURNED. PILOT FAILED TO SECURE TIGHT FITTING OIL CAP ON PREFLIGHT. ","right engine lost oil pressure , shut down and returned .","[3, 4, 'OtherScientificTerm']"
486,19820905043969A,664,1,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB. GLIDER HAD SPOILERS EXTENDED.                 ,glider had spoilers extended .,"[13, 13, 'OtherScientificTerm']"
487,19820915054019I,665,1,BAGGAGE DOOR CAME OPEN IN FLIGHT. A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF. DOOR NOT PROPERLY SECURED.     ,a film canister fell out and went through a roof .,"[8, 9, 'OtherScientificTerm']"
488,19821105060779A,667,0,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT. CRASH OCCURRED DURING TAKEOFF.  ,pilot forgot to connect elevator controls when he assembled glider for the flight .,"[4, 5, 'OtherScientificTerm']"
489,19830408015939A,669,0,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF.  DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND.  ","engine cowling not properly secured , opened on takeoff .","[0, 1, 'OtherScientificTerm']"
490,19830212072579I,673,0,HAD A BANGING NOISE OUTSIDE AIRCRAFT EN ROUTE. ON LANDING FOUND A SEAT BELT WAS PROTRUDING UNDER THE DOOR.         ,had a banging noise outside aircraft en route .,"[2, 3, 'OtherScientificTerm']"
491,19830324069919A,675,0,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS. NO AILERON CONTROL DURING TAKEOFF.               ,pilot did not connect ailerons during reassembling folding wings .,"[4, 4, 'OtherScientificTerm']"
492,19830324069919A,675,1,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS. NO AILERON CONTROL DURING TAKEOFF.               ,no aileron control during takeoff .,"[11, 12, 'OtherScientificTerm']"
493,19830110002039A,678,0,DEPARTED WITH NOSE GEAR SCISSORS NOT CONNECTED. AIRCRAFT VEERED OFF RUNWAY ON LANDING. NOSE GEAR COLLAPSED.        ,departed with nose gear scissors not connected .,"[2, 4, 'OtherScientificTerm']"
494,19830110002039A,678,2,DEPARTED WITH NOSE GEAR SCISSORS NOT CONNECTED. AIRCRAFT VEERED OFF RUNWAY ON LANDING. NOSE GEAR COLLAPSED.        ,nose gear collapsed .,"[15, 16, 'OtherScientificTerm']"
495,19830621033449I,680,3,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF. RETURNED. RAM AIR INLET COVER NOT REMOVED. CAUSED OVERHEATED PRESSURE AIR,caused overheated pressure air .,"[18, 20, 'OtherScientificTerm']"
496,19830607032229I,681,1,AFTER LIFT OFF NOSE WHEEL HIT THE RUNWAY DUE TO EXCESSIVE FORWARD TRIM. IMPACT BROKE NOSEWHEEL FORK. ENGINE DAMAGED,impact broke nosewheel fork .,"[14, 14, 'OtherScientificTerm']"
497,19830607032229I,681,1,AFTER LIFT OFF NOSE WHEEL HIT THE RUNWAY DUE TO EXCESSIVE FORWARD TRIM. IMPACT BROKE NOSEWHEEL FORK. ENGINE DAMAGED,impact broke nosewheel fork .,"[16, 17, 'OtherScientificTerm']"
498,19830618040089I,683,0,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,engine cowling came loose after takeoff .,"[0, 1, 'OtherScientificTerm']"
499,19830618040089I,683,1,ENGINE COWLING CAME LOOSE AFTER TAKEOFF. COWLING STRUCK WINDSHIELD. RETURNED. SUSPECT COWLING NOT PROPERLY SECURED.,cowling struck windshield .,"[7, 7, 'OtherScientificTerm']"
500,19830715043429I,685,0,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,on takeoff heard a noise followed by a vibration .,"[8, 8, 'OtherScientificTerm']"
501,19830715043429I,685,3,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION. RETURNED. FOUND COWLING MISSING. COWLING WAS NOT PROPERLY SECURED,cowling was not properly secured .,"[16, 16, 'OtherScientificTerm']"
502,19830803044649I,689,2,NO AIRSPEED ON DEPARTURE. CONTINUED TO DESTINATION. FAA RAMP CHECK SHOWED PITOT PLUGGED WITH MUD. NO BIENNIAL.     ,faa ramp check showed pitot plugged with mud .,"[9, 11, 'Method']"
503,19830617025809A,690,0,DEPARTED LOADING PLATFORM WITH A LOADING HOSE STILL ATTACHED. CAUSED TAIL ROTOR THEN MAIN ROTORS TO STRIKE GROUND. ,departed loading platform with a loading hose still attached .,"[5, 6, 'OtherScientificTerm']"
504,19830530059049A,691,1,TOW BAR ATTACHED ON TAKEOFF. BEGAN 23 LANDING WITH FRONT ENGINE FEATHERED THEN TRIED TO GO AROUND DUE TO TAILWIND. ,began 23 landing with front engine feathered then tried to go around due to tailwind .,"[20, 20, 'OtherScientificTerm']"
505,19830719047649I,694,0,TOOK OFF AFTER AN OIL LEAK WAS CORRECTED. ENGINE SIEZED FOR LACK OF OIL. NO OTHER OIL LEAKS FOUND.                 ,took off after an oil leak was corrected .,"[4, 5, 'OtherScientificTerm']"
506,19830702040259I,695,0,RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS. FAILED TO CHECK FUEL LOAD.  ,returned to airport when pilot noticed that he did not meet minimum fuel requirements .,"[11, 13, 'OtherScientificTerm']"
507,19830707041439A,697,2,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF. TURNED BACK TO RUNWAY, STRUCK TREES. FUEL SELECTOR IN INTERMEDIATE POSITION.",fuel selector in intermediate position .,"[16, 17, 'Method']"
508,19830713036329I,698,1,MADE A FORCED LANDING DUE TO FUEL EXHAUSTION. FOUND BOTH FUEL CAPS MISSING.                                        ,found both fuel caps missing .,"[11, 12, 'OtherScientificTerm']"
509,19830630028079A,702,0,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,tow rope released glider at 75 feet during takeoff .,"[3, 3, 'OtherScientificTerm']"
510,19830630028079A,702,1,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF. GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY.,glider crashed when pilot tried 180 degree turn back to runway .,"[10, 10, 'OtherScientificTerm']"
511,19830726038139A,705,0,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,support straps carried in open sling load bucket blew into tail rotor during descent for landing .,"[0, 1, 'OtherScientificTerm']"
512,19830726038139A,705,0,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,support straps carried in open sling load bucket blew into tail rotor during descent for landing .,"[13, 13, 'Task']"
513,19830726038139A,705,1,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,lost tail control .,"[17, 19, 'OtherScientificTerm']"
514,19830712029589A,709,3,LOST POWER ON DOWNWIND FOR LANDING. HIT TREES. INDICATES FUEL CONTAMINATION THE PROBLEM.IMPROPER FUELING OR SUMPING,improper fueling or sumping .,"[16, 17, 'OtherScientificTerm']"
515,19831001065549I,714,0,USED SEAT BELT TO HOLD CONTROL STICK BACK. FORGOT TO RELEASE. STALLED ON TAKEOFF. FELL BACK TO RUNWAY.             ,used seat belt to hold control stick back .,"[1, 2, 'OtherScientificTerm']"
516,19831024068389I,716,0,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,circuit breaker tripped on gear retraction .,"[0, 1, 'Method']"
517,19830808046929I,722,0,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,had cyclic control problems .,"[1, 3, 'OtherScientificTerm']"
518,19830808046929I,722,1,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,found center seat buckle had lodged between the right cyclic control and the pedestal .,"[14, 15, 'OtherScientificTerm']"
519,19830808046929I,722,1,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,found center seat buckle had lodged between the right cyclic control and the pedestal .,"[18, 18, 'OtherScientificTerm']"
520,19830928057899A,723,1,PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT. BRAKES LOCKED ON LANDING. AIRCRAFT NOSED OVER.   ,brakes locked on landing .,"[11, 11, 'OtherScientificTerm']"
521,19830816041679A,724,2,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,mud daubers had blocked fuel vents .,"[14, 15, 'OtherScientificTerm']"
522,19830808062509I,727,0,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,high itt and low oil pressure on both engines on approach .,"[1, 1, 'Metric']"
523,19830808062509I,727,0,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,high itt and low oil pressure on both engines on approach .,"[4, 5, 'OtherScientificTerm']"
524,19830808062509I,727,1,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,found both oil caps in place but not locked down .,"[14, 15, 'OtherScientificTerm']"
525,19840207010309I,728,0,PARTIAL POWERPLANT FAILURE. LANDED IN A PASTURE. FOUND EXCESSIVE WATER IN FUEL SYSTEM.                             ,partial powerplant failure .,"[0, 2, 'OtherScientificTerm']"
526,19840207010309I,728,2,PARTIAL POWERPLANT FAILURE. LANDED IN A PASTURE. FOUND EXCESSIVE WATER IN FUEL SYSTEM.                             ,found excessive water in fuel system .,"[13, 14, 'Method']"
527,19840105015359I,732,0,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR. JAMMED THE NOSE GEAR DOOR. LANDED WITH NOSE GEAR UP.            ,took off with a tow bar attached to the nose gear .,"[9, 10, 'OtherScientificTerm']"
528,19840113000789A,734,0,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,lost both engines on takeoff due to ice ingestion .,"[7, 8, 'OtherScientificTerm']"
529,19831231073549I,735,0,ENGINE MALFUNCTION ON INITIAL CLIMBOUT. FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN.  ,engine malfunction on initial climbout .,"[0, 1, 'Task']"
530,19831231073549I,735,1,ENGINE MALFUNCTION ON INITIAL CLIMBOUT. FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN.  ,found water and fine dirt particles in strainer and fuselage belly drain .,"[13, 13, 'OtherScientificTerm']"
531,19831231073549I,735,1,ENGINE MALFUNCTION ON INITIAL CLIMBOUT. FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN.  ,found water and fine dirt particles in strainer and fuselage belly drain .,"[15, 17, 'OtherScientificTerm']"
532,19840322008519A,736,0,TAXIWAY GAVE WAY ALLOWING WHEEL OF AIRCRAFT TO DROP IN HOLE CAUSING SUBSTANTIAL DAMAGE TO AIRCRAFT.                ,taxiway gave way allowing wheel of aircraft to drop in hole causing substantial damage to aircraft .,"[0, 0, 'Material']"
533,19840129002899A,738,1,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,found rear control stick secured in full aft position by the seat belt .,"[6, 8, 'OtherScientificTerm']"
534,19840129002899A,738,1,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,found rear control stick secured in full aft position by the seat belt .,"[16, 17, 'OtherScientificTerm']"
535,19840324033049A,739,0,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED.           ,pilot did not remove rear seat belt which held rear control stick from moving while aircraft was parked .,"[4, 6, 'OtherScientificTerm']"
