id,entity_gs,qid_gs,entity_tool,qid_tool,entity_sim,qid_sim_jc,qid_sim_class
19860706034879A,TANKS,1047832,Flipped,1343478,False,0.19956563350373202,0.09324028401862498
19860706034879A,TANKS,1047832,Ontario,1904,False,0.12224682847067436,0.047696209996220165
19860706034879A,TANKS,1047832,Water,617395,False,0.19956563350373202,0.09324028401862498
19860706034879A,TANKS,1047832,FUEL,5427266,False,0.3197514818595646,0.14992883808999397
19860706034879A,WATER,283,Lost,23567,False,0.1473874178611796,0.03159132921713105
19860706034879A,WATER,283,Engine,18353587,False,0.06668357419570203,0.014098908897827719
19860706034879A,WATER,283,Ontario,1904,False,0.06668357419570203,0.015173302559122713
19860706034879A,WATER,283,Flipped,1343478,False,0.1473874178611796,0.03270244354822401
19860706034879A,WATER,283,Ontario,1904,False,0.06668357419570203,0.015173302559122713
19860706034879A,WATER,283,Water,617395,True,0.1473874178611796,0.03270244354822401
19860706034879A,WATER,283,FUEL,5427266,False,0.2106558563927683,0.05968423069444917
19860706034879A,FUEL,1875633,Lost,23567,False,0.1531339284364177,0.050547481184727315
19860706034879A,FUEL,1875633,Engine,18353587,False,0.01987453397994432,0.0028345807349038957
19860706034879A,FUEL,1875633,Ontario,1904,False,0.052031195814611686,0.012666859565119
19860706034879A,FUEL,1875633,Flipped,1343478,False,0.1531339284364177,0.0589251616862604
19860706034879A,FUEL,1875633,Ontario,1904,False,0.052031195814611686,0.012666859565119
19860706034879A,FUEL,1875633,Water,617395,False,0.1531339284364177,0.0589251616862604
19860706034879A,FUEL,1875633,FUEL,5427266,True,0.245356876737023,0.08301992970621903
19840121015319I,ENGINE,44167,Engine,18353587,True,0.07218728535053387,0.021930154980440812
19840121015319I,ENGINE,44167,Takeoff,48719890,False,0.0,0.0
19840121015319I,ENGINE,44167,Citizens' Movement for Democratic Action,639754,False,0.07218728535053387,0.019055715303125397
19840121015319I,ENGINE,44167,Enhanced Data Rates for GSM Evolution,204833,False,0.07610028821155157,0.038646475849622546
19840121015319I,ENGINE,44167,Found,16557007,False,0.18671705346175327,0.08888942437085451
19840121015319I,ENGINE,44167,U.S. Immigration and Customs Enforcement,943091,False,0.07218728535053387,0.008807331492431465
19840121015319I,ENGINE,44167,Bowl,4951041,False,0.07541052014166483,0.0781044033477314
19840121015319I,TAKEOFF,854248,Engine,18353587,False,0.03206569517951441,0.024237292716306775
19840121015319I,TAKEOFF,854248,Takeoff,48719890,True,0.03206569517951441,0.01808429953429911
19840121015319I,TAKEOFF,854248,Citizens' Movement for Democratic Action,639754,False,0.03206569517951441,0.020813075558000035
19840121015319I,TAKEOFF,854248,Enhanced Data Rates for GSM Evolution,204833,False,0.07714413000735765,0.02901037560871875
19840121015319I,TAKEOFF,854248,Found,16557007,False,0.1680492289938934,0.10522948975495786
19840121015319I,TAKEOFF,854248,U.S. Immigration and Customs Enforcement,943091,False,0.03206569517951441,0.012477055863286573
19840121015319I,TAKEOFF,854248,Bowl,4951041,False,0.0,0.0
19840121015319I,ROAD,34442,Engine,18353587,False,0.16944002751913112,0.16350011932384825
19840121015319I,ROAD,34442,Takeoff,48719890,False,0.10125240861048912,0.030951445970215184
19840121015319I,ROAD,34442,Citizens' Movement for Democratic Action,639754,False,0.16944002751913112,0.14918258015204564
19840121015319I,ROAD,34442,Enhanced Data Rates for GSM Evolution,204833,False,0.09549687572028531,0.05562465505993719
19840121015319I,ROAD,34442,Found,16557007,False,0.23050146017233586,0.09393697001773882
19840121015319I,ROAD,34442,U.S. Immigration and Customs Enforcement,943091,False,0.16944002751913112,0.09687769556582249
19840121015319I,ROAD,34442,Bowl,4951041,False,0.09309398730721519,0.04177016098130027
19840121015319I,ICE,23392,Engine,18353587,False,0.059897430488998316,0.011759633065247788
19840121015319I,ICE,23392,Takeoff,48719890,False,0.02091381684892868,0.002114127282298894
19840121015319I,ICE,23392,Citizens' Movement for Democratic Action,639754,False,0.059897430488998316,0.011019157409587525
19840121015319I,ICE,23392,Enhanced Data Rates for GSM Evolution,204833,False,0.059897430488998316,0.01581505173065349
19840121015319I,ICE,23392,Found,16557007,False,0.1323883388491487,0.02847282600760729
19840121015319I,ICE,23392,U.S. Immigration and Customs Enforcement,943091,False,0.02091381684892868,0.0017385979704035324
19840121015319I,ICE,23392,Bowl,4951041,False,0.028670840858505464,0.010635504159996647
19840121015319I,CARBURETOR BOWL,-1,Engine,18353587,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,Takeoff,48719890,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,Citizens' Movement for Democratic Action,639754,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,Enhanced Data Rates for GSM Evolution,204833,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,Found,16557007,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,U.S. Immigration and Customs Enforcement,943091,False,-1,-1
19840121015319I,CARBURETOR BOWL,-1,Bowl,4951041,True,-1,-1
19950527014439A,CLIMBOUT,1499786,Lost Control,6683945,False,0.0801097554863337,0.05095504537080274
19950527014439A,CLIMBOUT,1499786,Ontario,1904,False,0.02844944880889433,0.01108125006911253
19950527014439A,CLIMBOUT,1499786,Toledo Airport (Brazil),6588629,False,0.02844944880889433,0.016342957960525362
19950527014439A,CLIMBOUT,1499786,WAYS,7946910,False,0.0801097554863337,0.09934899098242463
19950527014439A,CLIMBOUT,1499786,Spiral,2708868,False,0.2533369358134342,0.26050186729823444
19950527014439A,CLIMBOUT,1499786,IMPACT,5972064,False,0.0,0.0
19950527014439A,CLIMBOUT,1499786,"Richard D. Clarke, Jr.",29642096,False,0.02844944880889433,0.01797793542689846
19950527014439A,TOW RELEASE,-1,Lost Control,6683945,False,-1,-1
19950527014439A,TOW RELEASE,-1,Ontario,1904,False,-1,-1
19950527014439A,TOW RELEASE,-1,Toledo Airport (Brazil),6588629,False,-1,-1
19950527014439A,TOW RELEASE,-1,WAYS,7946910,False,-1,-1
19950527014439A,TOW RELEASE,-1,Spiral,2708868,False,-1,-1
19950527014439A,TOW RELEASE,-1,IMPACT,5972064,False,-1,-1
19950527014439A,TOW RELEASE,-1,"Richard D. Clarke, Jr.",29642096,False,-1,-1
19950527014439A,AILERON,509379,Lost Control,6683945,False,0.16543693704261964,0.06796868700508117
19950527014439A,AILERON,509379,Ontario,1904,False,0.04720858736238753,0.009018659139993956
19950527014439A,AILERON,509379,Toledo Airport (Brazil),6588629,False,0.11574956133244874,0.051846081011959685
19950527014439A,AILERON,509379,WAYS,7946910,False,0.04720858736238753,0.03519493940863339
19950527014439A,AILERON,509379,Spiral,2708868,False,0.11574956133244874,0.04211456330688462
19950527014439A,AILERON,509379,IMPACT,5972064,False,0.0,0.0
19950527014439A,AILERON,509379,"Richard D. Clarke, Jr.",29642096,False,0.0,0.0
19960322013629I,AIRCRAFT,11436,The Narrative,7753092,False,0.0768292549785009,0.029596243162406725
19960322013629I,AIRCRAFT,11436,Aircraft,4698564,True,0.19872380627125685,0.09383884846129542
19960322013629I,AIRCRAFT,11436,maintenance,1043452,False,0.12940881662020753,0.07861877095771136
19960322013629I,AIRCRAFT,11436,GEAR,11298062,False,0.08099388165868271,0.03552507620823855
19960322013629I,AIRCRAFT,11436,The Nose,4327518,False,0.19872380627125685,0.10698218648459686
19960322013629I,MAINTENANCE,1043452,The Narrative,7753092,False,0.03190661278667828,0.03456965620929179
19960322013629I,MAINTENANCE,1043452,Aircraft,4698564,False,0.03190661278667828,0.02025606415503532
19960322013629I,MAINTENANCE,1043452,maintenance,1043452,True,1.0,0.9999999999999999
19960322013629I,MAINTENANCE,1043452,GEAR,11298062,False,0.0,0.0
19960322013629I,MAINTENANCE,1043452,The Nose,4327518,False,0.16721551329513973,0.13759631681464074
19960322013629I,GEAR,143873,The Narrative,7753092,False,0.059998817379126934,0.014582838267881003
19960322013629I,GEAR,143873,Aircraft,4698564,False,0.1551907976289838,0.09497224229172313
19960322013629I,GEAR,143873,maintenance,1043452,False,0.0,0.0
19960322013629I,GEAR,143873,GEAR,11298062,True,0.07146634613944758,0.05191705410861409
19960322013629I,GEAR,143873,The Nose,4327518,False,0.1551907976289838,0.07220244894017167
19960322013629I,NOSE BLOCK,-1,The Narrative,7753092,False,-1,-1
19960322013629I,NOSE BLOCK,-1,Aircraft,4698564,False,-1,-1
19960322013629I,NOSE BLOCK,-1,maintenance,1043452,False,-1,-1
19960322013629I,NOSE BLOCK,-1,GEAR,11298062,False,-1,-1
19960322013629I,NOSE BLOCK,-1,The Nose,4327518,True,-1,-1
19960504009509A,TRAILER,216146,Time for Inclusive Education,21660284,False,0.06245326157598763,0.017522392473420783
19960504009509A,TRAILER,216146,Skid,2234301,False,0.0,0.0
19960504009509A,TRAILER,216146,Lost Control,6683945,False,0.31973409461923274,0.2737764740197104
19960504009509A,TRAILER,216146,Lift Off,2698498,False,0.31973409461923274,0.1355854792698753
19960504009509A,TRAILER,216146,PILOT,2044212,False,0.06583861939959945,0.0289275911270328
19960504009509A,TIE DOWN,1277336,Time for Inclusive Education,21660284,False,0.0,0.0
19960504009509A,TIE DOWN,1277336,Skid,2234301,False,0.0,0.0
19960504009509A,TIE DOWN,1277336,Lost Control,6683945,False,0.0,0.0
19960504009509A,TIE DOWN,1277336,Lift Off,2698498,False,0.0,0.0
19960504009509A,TIE DOWN,1277336,PILOT,2044212,False,0.0,0.0
19960504009509A,SKID,17143883,Time for Inclusive Education,21660284,False,0.0,0.0
19960504009509A,SKID,17143883,Skid,2234301,True,0.0,0.0
19960504009509A,SKID,17143883,Lost Control,6683945,False,0.0,0.0
19960504009509A,SKID,17143883,Lift Off,2698498,False,0.0,0.0
19960504009509A,SKID,17143883,PILOT,2044212,False,0.0,0.0
19960504009509A,PILOT,2095549,Time for Inclusive Education,21660284,False,0.1392094204898946,0.13050404206408653
19960504009509A,PILOT,2095549,Skid,2234301,False,0.10301787437568544,0.054005484966025384
19960504009509A,PILOT,2095549,Lost Control,6683945,False,0.10830863029143645,0.059536863091159506
19960504009509A,PILOT,2095549,Lift Off,2698498,False,0.23304077246465194,0.0446719066499829
19960504009509A,PILOT,2095549,PILOT,2044212,True,0.08944659046389347,0.03104687169375006
19790211002709A,AIRCRAFT,11436,Aircraft,4698564,True,0.19872380627125685,0.09383884846129542
19790211002709A,AIRCRAFT,11436,Runway,7380135,False,0.19872380627125685,0.11562189937712639
19790211002709A,AIRCRAFT,11436,Royal Australian Navy,741691,False,0.0768292549785009,0.02456509494404328
19790211002709A,AIRCRAFT,11436,Snow,50322557,False,0.31840267495164243,0.18524783663966693
19790211002709A,AIRCRAFT,11436,Kjetil-Vidar Haraldstad,359355,False,0.02529311380830901,0.003595842119168761
19790211002709A,AIRCRAFT,11436,Ontario,1904,False,0.0768292549785009,0.024203009459459683
19790211002709A,LIFTOFF,854248,Aircraft,4698564,False,0.03206569517951441,0.017989691733500048
19790211002709A,LIFTOFF,854248,Runway,7380135,False,0.1680492289938934,0.10522948975495786
19790211002709A,LIFTOFF,854248,Royal Australian Navy,741691,False,0.03206569517951441,0.020715478489909844
19790211002709A,LIFTOFF,854248,Snow,50322557,False,0.0,0.0
19790211002709A,LIFTOFF,854248,Kjetil-Vidar Haraldstad,359355,False,0.03206569517951441,0.02013457323181905
19790211002709A,LIFTOFF,854248,Ontario,1904,False,0.03206569517951441,0.013284226844631628
19790211002709A,RUNWAY,184590,Aircraft,4698564,False,0.2469803701924128,0.21362982398201494
19790211002709A,RUNWAY,184590,Runway,7380135,True,0.15887173793970377,0.08392883603002424
19790211002709A,RUNWAY,184590,Royal Australian Navy,741691,False,0.0,0.0
19790211002709A,RUNWAY,184590,Snow,50322557,False,0.15887173793970377,0.1589819735990111
19790211002709A,RUNWAY,184590,Kjetil-Vidar Haraldstad,359355,False,0.0,0.0
19790211002709A,RUNWAY,184590,Ontario,1904,False,0.09731919146484558,0.03724208087971578
19790211002709A,SNOW BANK,2846052,Aircraft,4698564,False,0.0,0.0
19790211002709A,SNOW BANK,2846052,Runway,7380135,False,0.0,0.0
19790211002709A,SNOW BANK,2846052,Royal Australian Navy,741691,False,0.0,0.0
19790211002709A,SNOW BANK,2846052,Snow,50322557,True,0.0,0.0
19790211002709A,SNOW BANK,2846052,Kjetil-Vidar Haraldstad,359355,False,0.0,0.0
19790211002709A,SNOW BANK,2846052,Ontario,1904,False,0.0,0.0
19790211002709A,FROST,4590598,Aircraft,4698564,False,0.11574956133244874,0.021333255614540636
19790211002709A,FROST,4590598,Runway,7380135,False,0.1625941505044548,0.046723452982475405
19790211002709A,FROST,4590598,Royal Australian Navy,741691,False,0.018285335000758907,0.0016573840861180773
19790211002709A,FROST,4590598,Snow,50322557,False,0.11574956133244874,0.018513169734939446
19790211002709A,FROST,4590598,Kjetil-Vidar Haraldstad,359355,False,0.018285335000758907,0.0016418032731075945
19790211002709A,FROST,4590598,Ontario,1904,False,0.052369425920075874,0.010884779260602087
19790211002709A,AIRFRAME,222946,Aircraft,4698564,False,0.14444703384551827,0.1602299245529613
19790211002709A,AIRFRAME,222946,Runway,7380135,False,0.11574956133244874,0.04177772074921948
19790211002709A,AIRFRAME,222946,Royal Australian Navy,741691,False,0.0555427329267425,0.014176154280877283
19790211002709A,AIRFRAME,222946,Snow,50322557,False,0.11574956133244874,0.08164520162596714
19790211002709A,AIRFRAME,222946,Kjetil-Vidar Haraldstad,359355,False,0.0,0.0
19790211002709A,AIRFRAME,222946,Ontario,1904,False,0.06615857362305944,0.024534354621732132
19850418016709I,ENGINE,44167,Engine,18353587,True,0.07218728535053387,0.021930154980440812
19850418016709I,ENGINE,44167,Doing,11197000,False,0.18671705346175327,0.1401733259330745
19850418016709I,ENGINE,44167,aerobatics,373557,False,0.0,0.0
19850418016709I,ENGINE,44167,Landed,1842401,False,0.18671705346175327,0.15023081226456028
19850418016709I,ENGINE,44167,The Field,39071317,False,0.18671705346175327,0.08888942437085451
19850418016709I,ENGINE,44167,PILOT,2044212,False,0.08598438681098208,0.04405250555919664
19850418016709I,ENGINE,44167,fuel tank,1411232,False,0.38060978540201884,0.3882955249216228
19850418016709I,POWER FAILURE,-1,Engine,18353587,False,-1,-1
19850418016709I,POWER FAILURE,-1,Doing,11197000,False,-1,-1
19850418016709I,POWER FAILURE,-1,aerobatics,373557,False,-1,-1
19850418016709I,POWER FAILURE,-1,Landed,1842401,False,-1,-1
19850418016709I,POWER FAILURE,-1,The Field,39071317,False,-1,-1
19850418016709I,POWER FAILURE,-1,PILOT,2044212,False,-1,-1
19850418016709I,POWER FAILURE,-1,fuel tank,1411232,False,-1,-1
19850418016709I,AEROBATICS,373557,Engine,18353587,False,0.030097678286681306,0.011306671908121338
19850418016709I,AEROBATICS,373557,Doing,11197000,False,0.0,0.0
19850418016709I,AEROBATICS,373557,aerobatics,373557,True,1.0,0.9999999999999999
19850418016709I,AEROBATICS,373557,Landed,1842401,False,0.0,0.0
19850418016709I,AEROBATICS,373557,The Field,39071317,False,0.2680141061243534,0.20759595104184111
19850418016709I,AEROBATICS,373557,PILOT,2044212,False,0.019344702736208252,0.0020655267921512637
19850418016709I,AEROBATICS,373557,fuel tank,1411232,False,0.025813557337119764,0.0030103796458680046
19850418016709I,FIELD,188869,Engine,18353587,False,0.0,0.0
19850418016709I,FIELD,188869,Doing,11197000,False,0.0,0.0
19850418016709I,FIELD,188869,aerobatics,373557,False,0.02947999434349502,0.0041235450361020946
19850418016709I,FIELD,188869,Landed,1842401,False,0.0,0.0
19850418016709I,FIELD,188869,The Field,39071317,True,0.02750936902488832,0.005056496000302396
19850418016709I,FIELD,188869,PILOT,2044212,False,0.0,0.0
19850418016709I,FIELD,188869,fuel tank,1411232,False,0.11780198697334265,0.06824943757078614
19850418016709I,PILOT,2095549,Engine,18353587,False,0.19977601834019387,0.163086298365378
19850418016709I,PILOT,2095549,Doing,11197000,False,0.025208889099264442,0.0029692709521624725
19850418016709I,PILOT,2095549,aerobatics,373557,False,0.2516745839776625,0.06974247992160465
19850418016709I,PILOT,2095549,Landed,1842401,False,0.025208889099264442,0.0030846107568131974
19850418016709I,PILOT,2095549,The Field,39071317,False,0.10830863029143645,0.06600593229492414
19850418016709I,PILOT,2095549,PILOT,2044212,True,0.08944659046389347,0.03104687169375006
19850418016709I,PILOT,2095549,fuel tank,1411232,False,0.09912000170740509,0.023293699564701273
19850418016709I,FUEL TANKS,19903205,Engine,18353587,False,0.0186455865648949,0.006117093073916637
19850418016709I,FUEL TANKS,19903205,Doing,11197000,False,0.11574956133244874,0.07293663579200328
19850418016709I,FUEL TANKS,19903205,aerobatics,373557,False,0.0,0.0
19850418016709I,FUEL TANKS,19903205,Landed,1842401,False,0.11574956133244874,0.07876632529905063
19850418016709I,FUEL TANKS,19903205,The Field,39071317,False,0.11574956133244874,0.04453246547124548
19850418016709I,FUEL TANKS,19903205,PILOT,2044212,False,0.04720858736238753,0.012539126004965961
19850418016709I,FUEL TANKS,19903205,fuel tank,1411232,True,0.12475486100552646,0.059551260844206214
19780913017419I,TAKEOFF,854248,Takeoff,48719890,True,0.03206569517951441,0.01808429953429911
19780913017419I,TAKEOFF,854248,Aborted,323036,False,0.03206569517951441,0.027018957007336586
19780913017419I,TAKEOFF,854248,The Door,7730684,False,0.1680492289938934,0.10522948975495786
19780913017419I,TAKEOFF,854248,OPEN,7072818,False,0.08588191708116844,0.07253512950150688
19780913017419I,DOOR,36794,Takeoff,48719890,False,0.0,0.0
19780913017419I,DOOR,36794,Aborted,323036,False,0.0,0.0
19780913017419I,DOOR,36794,The Door,7730684,True,0.17667162381368628,0.09250199901546247
19780913017419I,DOOR,36794,OPEN,7072818,False,0.07319514631283652,0.058985041618933386
19780913017419I,PILOT,2095549,Takeoff,48719890,False,0.13253591932333908,0.08085204301231969
19780913017419I,PILOT,2095549,Aborted,323036,False,0.1392094204898946,0.11870113696617912
19780913017419I,PILOT,2095549,The Door,7730684,False,0.10830863029143645,0.06600593229492414
19780913017419I,PILOT,2095549,OPEN,7072818,False,0.1392094204898946,0.15689406723873286
19780913017419I,DITCH,2048319,Takeoff,48719890,False,0.0,0.0
19780913017419I,DITCH,2048319,Aborted,323036,False,0.0,0.0
19780913017419I,DITCH,2048319,The Door,7730684,False,0.07017352623332496,0.03195759056955742
19780913017419I,DITCH,2048319,OPEN,7072818,False,0.07017352623332496,0.03726129278793955
19780913017419I,TAXIWAY,910386,Takeoff,48719890,False,0.0,0.0
19780913017419I,TAXIWAY,910386,Aborted,323036,False,0.0,0.0
19780913017419I,TAXIWAY,910386,The Door,7730684,False,0.14652305341178185,0.1005748497756935
19780913017419I,TAXIWAY,910386,OPEN,7072818,False,0.06070457779903038,0.06506411151042443
19870606018859A,TAKEOFF,854248,Takeoff,48719890,True,0.03206569517951441,0.01808429953429911
19870606018859A,TAKEOFF,854248,Airborne,4698432,False,0.1680492289938934,0.09826350518392027
19870606018859A,TAKEOFF,854248,Ontario,1904,False,0.03206569517951441,0.013284226844631628
19870606018859A,TAKEOFF,854248,Looped,21974423,False,0.1680492289938934,0.09462291773543352
19870606018859A,TAKEOFF,854248,Charlotte Brontë,127332,False,0.03206569517951441,0.021980839897941796
19870606018859A,TAKEOFF,854248,FN MAG,842066,False,0.0206096076703719,0.002996195948622523
19870606018859A,TAKEOFF,854248,Ontario,1904,False,0.03206569517951441,0.013284226844631628
19870606018859A,TAKEOFF,854248,FN MAG,842066,False,0.0206096076703719,0.002996195948622523
19870606018859A,TREE,10884,Takeoff,48719890,False,0.1324379941596342,0.1025741062171968
19870606018859A,TREE,10884,Airborne,4698432,False,0.024724172493543306,0.003139212176584174
19870606018859A,TREE,10884,Ontario,1904,False,0.11353231067910496,0.027745351328619237
19870606018859A,TREE,10884,Looped,21974423,False,0.024724172493543306,0.0030268169887386768
19870606018859A,TREE,10884,Charlotte Brontë,127332,False,0.1324379941596342,0.1234363579641827
19870606018859A,TREE,10884,FN MAG,842066,False,0.0656009809323469,0.010593490666272621
19870606018859A,TREE,10884,Ontario,1904,False,0.11353231067910496,0.027745351328619237
19870606018859A,TREE,10884,FN MAG,842066,False,0.0656009809323469,0.010593490666272621
19870606018859A,MAG SWITCH,3773501,Takeoff,48719890,False,0.0,0.0
19870606018859A,MAG SWITCH,3773501,Airborne,4698432,False,0.0186455865648949,0.0024991589009735297
19870606018859A,MAG SWITCH,3773501,Ontario,1904,False,0.04720858736238753,0.007162274692987813
19870606018859A,MAG SWITCH,3773501,Looped,21974423,False,0.14366484877406127,0.056481295409894355
19870606018859A,MAG SWITCH,3773501,Charlotte Brontë,127332,False,0.0,0.0
19870606018859A,MAG SWITCH,3773501,FN MAG,842066,True,0.27545841333935694,0.22570445690463667
19870606018859A,MAG SWITCH,3773501,Ontario,1904,False,0.04720858736238753,0.007162274692987813
19870606018859A,MAG SWITCH,3773501,FN MAG,842066,True,0.27545841333935694,0.22570445690463667
19870606018859A, GROUND LOOPED,2153620,Takeoff,48719890,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,Airborne,4698432,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,Ontario,1904,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,Looped,21974423,True,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,Charlotte Brontë,127332,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,FN MAG,842066,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,Ontario,1904,False,0.0,0.0
19870606018859A, GROUND LOOPED,2153620,FN MAG,842066,False,0.0,0.0
19870606018859A,ABORTED,537896,Takeoff,48719890,False,0.02935710112354828,0.016250557610104847
19870606018859A,ABORTED,537896,Airborne,4698432,False,0.15385408554809155,0.09069574535209388
19870606018859A,ABORTED,537896,Ontario,1904,False,0.02935710112354828,0.012487845604043112
19870606018859A,ABORTED,537896,Looped,21974423,False,0.15385408554809155,0.0875854491111963
19870606018859A,ABORTED,537896,Charlotte Brontë,127332,False,0.02935710112354828,0.01932967312673568
19870606018859A,ABORTED,537896,FN MAG,842066,False,0.01886871103553367,0.0027823375966125317
19870606018859A,ABORTED,537896,Ontario,1904,False,0.02935710112354828,0.012487845604043112
19870606018859A,ABORTED,537896,FN MAG,842066,False,0.01886871103553367,0.0027823375966125317
19870606018859A,MAG,3773501,Takeoff,48719890,False,0.0,0.0
19870606018859A,MAG,3773501,Airborne,4698432,False,0.0186455865648949,0.0024991589009735297
19870606018859A,MAG,3773501,Ontario,1904,False,0.04720858736238753,0.007162274692987813
19870606018859A,MAG,3773501,Looped,21974423,False,0.14366484877406127,0.056481295409894355
19870606018859A,MAG,3773501,Charlotte Brontë,127332,False,0.0,0.0
19870606018859A,MAG,3773501,FN MAG,842066,True,0.27545841333935694,0.22570445690463667
19870606018859A,MAG,3773501,Ontario,1904,False,0.04720858736238753,0.007162274692987813
19870606018859A,MAG,3773501,FN MAG,842066,True,0.27545841333935694,0.22570445690463667
19990714022959I,PILOT,2095549,Holocene calendar,723716,False,0.10301787437568544,0.06004722500622531
19990714022959I,PILOT,2095549,Front Range,1470027,False,0.030469568611074083,0.007075581727393419
19990714022959I,PILOT,2095549,AirPort,697292,False,0.07080362130826745,0.016099712468676385
19990714022959I,PILOT,2095549,The Hours,157044,False,0.10830863029143645,0.06600593229492414
19990714022959I,PILOT,2095549,The Darkness,17508638,False,0.10830863029143645,0.06600593229492414
19990714022959I,PILOT,2095549,START,55632262,False,0.10830863029143645,0.06420892092410556
19990714022959I,PILOT,2095549,Roland Garros Airport,17430,False,0.1392094204898946,0.07373966283467046
19990714022959I,FRONT RANGE AIRPORT,3275315,Holocene calendar,723716,False,0.06615857362305944,0.037354564154589986
19990714022959I,FRONT RANGE AIRPORT,3275315,Front Range,1470027,True,0.09195346045366615,0.07939038786489556
19990714022959I,FRONT RANGE AIRPORT,3275315,AirPort,697292,True,0.14366484877406127,0.04817069179068832
19990714022959I,FRONT RANGE AIRPORT,3275315,The Hours,157044,False,0.14366484877406127,0.0817670911265926
19990714022959I,FRONT RANGE AIRPORT,3275315,The Darkness,17508638,False,0.14366484877406127,0.0817670911265926
19990714022959I,FRONT RANGE AIRPORT,3275315,START,55632262,False,0.14366484877406127,0.07233707169216065
19990714022959I,FRONT RANGE AIRPORT,3275315,Roland Garros Airport,17430,True,0.4292965991514306,0.6035913175490739
19990714022959I,HOURS OF DARKNESS,-1,Holocene calendar,723716,False,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,Front Range,1470027,False,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,AirPort,697292,False,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,The Hours,157044,True,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,The Darkness,17508638,True,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,START,55632262,False,-1,-1
19990714022959I,HOURS OF DARKNESS,-1,Roland Garros Airport,17430,False,-1,-1
19990714022959I,START AND RUN,-1,Holocene calendar,723716,False,-1,-1
19990714022959I,START AND RUN,-1,Front Range,1470027,False,-1,-1
19990714022959I,START AND RUN,-1,AirPort,697292,False,-1,-1
19990714022959I,START AND RUN,-1,The Hours,157044,False,-1,-1
19990714022959I,START AND RUN,-1,The Darkness,17508638,False,-1,-1
19990714022959I,START AND RUN,-1,START,55632262,True,-1,-1
19990714022959I,START AND RUN,-1,Roland Garros Airport,17430,False,-1,-1
19870319012959I,TAKEOFF,854248,Retract,7316893,False,0.0,0.0
19870319012959I,TAKEOFF,854248,GEAR,11298062,False,0.0,0.0
19870319012959I,TAKEOFF,854248,Takeoff,48719890,True,0.03206569517951441,0.01808429953429911
19870319012959I,TAKEOFF,854248,The Returned,17512813,False,0.1680492289938934,0.10522948975495786
19870319012959I,TAKEOFF,854248,Postal Index Number,1512393,False,0.0,0.0
19870319012959I,PIN,1412569,Retract,7316893,False,0.0,0.0
19870319012959I,PIN,1412569,GEAR,11298062,False,0.05855349682783262,0.021898032799409564
19870319012959I,PIN,1412569,Takeoff,48719890,False,0.018285335000758907,0.0029857450923601275
19870319012959I,PIN,1412569,The Returned,17512813,False,0.14366484877406127,0.07065709387523378
19870319012959I,PIN,1412569,Postal Index Number,1512393,False,0.0186455865648949,0.0031096406979463464
19870319012959I,NOSE GEAR,15896346,Retract,7316893,False,0.0,0.0
19870319012959I,NOSE GEAR,15896346,GEAR,11298062,True,0.06070457779903038,0.02876587105295303
19870319012959I,NOSE GEAR,15896346,Takeoff,48719890,False,0.01864912078237091,0.0026744852121037424
19870319012959I,NOSE GEAR,15896346,The Returned,17512813,False,0.14652305341178185,0.07465438818992817
19870319012959I,NOSE GEAR,15896346,Postal Index Number,1512393,False,0.0190165395324966,0.002779272366401172
20050504010229A,SIKORSKY,549189,UH-60 Black Hawk,189491,False,0.05876062197273635,0.02047942714856191
20050504010229A,SIKORSKY,549189,Energy (esotericism),1970852,False,0.0,0.0
20050504010229A,SIKORSKY,549189,AMD Accelerated Processing Unit,294956,False,0.2834339845751369,0.05126417740104603
20050504010229A,SIKORSKY,549189,BLADE,4835839,False,0.02844944880889433,0.025605952967748632
20050504010229A,SIKORSKY,549189,Directorate-General for Enlargement,5280591,False,0.10560703568475827,0.18471260097254938
20050504010229A,S-70A,122389003,UH-60 Black Hawk,189491,False,-1,-1
20050504010229A,S-70A,122389003,Energy (esotericism),1970852,False,-1,-1
20050504010229A,S-70A,122389003,AMD Accelerated Processing Unit,294956,False,-1,-1
20050504010229A,S-70A,122389003,BLADE,4835839,False,-1,-1
20050504010229A,S-70A,122389003,Directorate-General for Enlargement,5280591,False,-1,-1
20050504010229A,N160LA,-1,UH-60 Black Hawk,189491,False,-1,-1
20050504010229A,N160LA,-1,Energy (esotericism),1970852,False,-1,-1
20050504010229A,N160LA,-1,AMD Accelerated Processing Unit,294956,False,-1,-1
20050504010229A,N160LA,-1,BLADE,4835839,False,-1,-1
