,index,input,head,relation,tail
1242,704,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF.            ,TAKEOFF,instance of,AIRCRAFT
1243,704,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF.            ,TAKEOFF,instance of,AIRCRAFT
1244,705,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING. LOST TAIL CONTROL,LOST TAIL CONTROL,facet of,TAIL ROTOR
1245,706,FUEL CAP LEFT OFF. RETURNED AFTER TAKEOFF. FORGOT TO LOWER LANDING GEAR. PILOT NOT COOPERATIVE IN THE INVESTIGATION,TAKEOFF,instance of,FUEL CAP
1246,707,REFUELED AIRCRAFT WITH WRONG FUEL. CAPTAIN WAS WATCHING. ROUGH ENGINE ON CLIMB OUT. RETURNED.                      ,FUEL,part of,AIRCRAFT
1247,708,SLUGGISH PERFORMANCE ON TOW. CUT LOOSE BUT UNABLE TO MAKE AIRPORT. HAD FAILED TO RETRACT SPOILERS FOR TAKEOFF.     ,TAKEOFF,narrative location,TOW
1248,709,LOST POWER ON DOWNWIND FOR LANDING. HIT TREES. INDICATES FUEL CONTAMINATION THE PROBLEM.IMPROPER FUELING OR SUMPING,SUMPING,subclass of,FUEL CONTAMINATION
1249,710,OIL PRESSURE DROPPED. OIL COVERED THE WINDSHIELD.MADE EMERGENCY LANDING. HAD OIL CHANGED. FAILED TO SECURE OIL CAP.,OIL CHANGED,facet of,OIL
1250,711,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY. DOOR CAME OPEN ON TAKEOFF.               ,BAGGAGE,different from,DOOR
1251,711,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY. DOOR CAME OPEN ON TAKEOFF.               ,DOOR,different from,BAGGAGE
1252,712,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,TAKEOFF,different from,TAKEOFF
1253,712,PILOTS SEAT SLID BACK ON TAKEOFF. CONTROL WAS LOST. VEERED OFF RUNWAY INTO A POND. SEAT NOT FASTENED PRIOR TAKEOFF.,TAKEOFF,different from,TAKEOFF
1254,713,SMOKE IN COCKPIT. MADE HARD LANDING DUE TO ANXIETY TO RETURN. DAMAGED PROP AND WING TIP. BIRDS NEST ON CYLINDERS.  ,ANXIETY,has effect,COVID-19 pandemic
1255,713,SMOKE IN COCKPIT. MADE HARD LANDING DUE TO ANXIETY TO RETURN. DAMAGED PROP AND WING TIP. BIRDS NEST ON CYLINDERS.  ,COVID-19 pandemic,has cause,ANXIETY
1256,714,USED SEAT BELT TO HOLD CONTROL STICK BACK. FORGOT TO RELEASE. STALLED ON TAKEOFF. FELL BACK TO RUNWAY.             ,SEAT BELT,has part,CONTROL STICK
1257,714,USED SEAT BELT TO HOLD CONTROL STICK BACK. FORGOT TO RELEASE. STALLED ON TAKEOFF. FELL BACK TO RUNWAY.             ,CONTROL STICK,part of,SEAT BELT
1258,715,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF.                  ,COWLING,has effect,TAKEOFF
1259,716,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION. MADE PRECAUTIONARY LANDING. TOWBAR HAD BEEN LEFT IN NOSE WHEEL.        ,TOWBAR,has part,GEAR RETRACTION
1260,717,GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED. FOULED TAIL ROTOR. CAUSED A CRASH.      ,HOOK,different from,HELICOPTER
1261,717,GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED. FOULED TAIL ROTOR. CAUSED A CRASH.      ,HELICOPTER,different from,HOOK
1262,718,LOADED PALLET SHIFTED REARWARD ON TAKEOFF ROLL. AIRCRAFT NOSED UP. FLIGHT WAS ABORTED OFF RUNWAY. LOCKS NOT SECURED,TAKEOFF ROLL,subclass of,AIRCRAFT
1263,719,LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF. HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT.,TAKEOFF,instance of,HELICOPTER CLIMBED
1264,720,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,FUEL,part of,TANK
1265,720,ENGINE QUIT AT 300 FT ON TAKEOFF. STRUCK A TRACTOR LANDINGON NEARBY AG STRIP. WATER IN BLADDER FUEL TANK WRINKLES. ,TANK,has part,FUEL
1266,721,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,WING BAGGAGE,part of,DOOR DAME
1267,721,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,DOOR DAME,has part,WING BAGGAGE
1268,721,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,DOOR DAME,has part,TAKEOFF ROLL
1269,721,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL. ABORTED BUT UNABLE TO STOP ON WET SLUSH. RAN OFF END OF RUNWAY.  ,TAKEOFF ROLL,part of,DOOR DAME
1270,722,HAD CYCLIC CONTROL PROBLEMS. FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL.,PEDESTAL,subclass of,CYCLIC CONTROL
1271,723,PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT. BRAKES LOCKED ON LANDING. AIRCRAFT NOSED OVER.   ,PILOT,part of,AIRCRAFT
1272,723,PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT. BRAKES LOCKED ON LANDING. AIRCRAFT NOSED OVER.   ,AIRCRAFT,has part,PILOT
1273,724,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,MUD,has part,DAUBERS
1274,724,ENGINE QUIT WHILE APPROACHING AIRPORT. LANDED SHORT IN MUD AND FLIPPED OVER. MUD DAUBERS HAD BLOCKED FUEL VENTS.   ,DAUBERS,part of,MUD
1275,725,AIRCRAFT SETTLED BACK INTO GROUND DURING TAKEOFF. INDICATIONS ARE THAT FLAPS WERE RAISED TOO SOON AFTER LIFTOFF.   ,TAKEOFF,follows,LIFTOFF
1276,725,AIRCRAFT SETTLED BACK INTO GROUND DURING TAKEOFF. INDICATIONS ARE THAT FLAPS WERE RAISED TOO SOON AFTER LIFTOFF.   ,LIFTOFF,followed by,TAKEOFF
1277,726,LOUD BANG NEAR ENGINE. ABORTED TAKE OFF. NOSE BAGGAGE DOORLOCKED BUT OPEN. BRACKET THAT HOLDS DOOR WAS BROKEN.     ,BAGGAGE,different from,DOORLOCKED
1278,726,LOUD BANG NEAR ENGINE. ABORTED TAKE OFF. NOSE BAGGAGE DOORLOCKED BUT OPEN. BRACKET THAT HOLDS DOOR WAS BROKEN.     ,DOORLOCKed,different from,BAGGAGE
1279,727,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,ENGINES,has part,CAPS
1280,727,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH. FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN.       ,CAPS,part of,ENGINES
1281,728,PARTIAL POWERPLANT FAILURE. LANDED IN A PASTURE. FOUND EXCESSIVE WATER IN FUEL SYSTEM.                             ,LANDED IN A PASTURE,product or material produced,FUEL
1282,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,LEFT MAIN GEAR,instance of,GEAR
1283,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,LEFT MAIN GEAR,instance of,GEAR
1284,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,GEAR,has part,LEFT MAIN GEAR
1285,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,GEAR,has part,GEAR
1286,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,GEAR,has part,LEFT MAIN GEAR
1287,729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY. GEAR GOT CAUGHT. BOLTS ATTACHING GEAR TO WING SHEARED OFF.                 ,GEAR,has part,LEFT MAIN GEAR
1288,730,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF. RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION.   ,FUEL,part of,TANK
1289,730,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF. RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION.   ,TANK,has part,FUEL
1290,731,ALTITUDE PRESELECT IMPROPERLY SET BEFORE TAKEOFF. LEVELED OFF TOO LOW. DESCENDED SLIGHTLY AND IMPACTED TREES.      ,TAKEOFF,facet of,ALTITUDE
1291,732,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR. JAMMED THE NOSE GEAR DOOR. LANDED WITH NOSE GEAR UP.            ,TOW BAR,has part,NOSE GEAR
1292,732,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR. JAMMED THE NOSE GEAR DOOR. LANDED WITH NOSE GEAR UP.            ,TOW BAR,has part,NOSE GEAR
1293,732,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR. JAMMED THE NOSE GEAR DOOR. LANDED WITH NOSE GEAR UP.            ,TOW BAR,has part,NOSE GEAR
1294,733,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF. SUSPECT FUEL SUMP FROZE IN OPEN POSITION         ,TAKEOFF,has cause,FUEL EXHAUSTION
1295,734,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,TAKEOFF,has part,AIRFRAME
1296,734,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,TAKEOFF,has part,ICING
1297,734,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,AIRFRAME,part of,TAKEOFF
1298,734,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION. CREW IGNORED AIRFRAME PRIOR ICING. FAILED TO CHECK ENGINE INLETS,ICING,part of,TAKEOFF
1299,735,ENGINE MALFUNCTION ON INITIAL CLIMBOUT. FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN.  ,STRAINER,has part,BELLY DRAIN
1300,735,ENGINE MALFUNCTION ON INITIAL CLIMBOUT. FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN.  ,BELLY DRAIN,part of,STRAINER
1301,736,TAXIWAY GAVE WAY ALLOWING WHEEL OF AIRCRAFT TO DROP IN HOLE CAUSING SUBSTANTIAL DAMAGE TO AIRCRAFT.                ,AIRCRAFT,facet of,TAXIWAY
1302,737,"FAILED TO CLEAN MUD FROM BRAKES ON PREFLIGHT. RIGHT BRAKE FROZE IN FLIGHT. SWERVED ON LANDING, DAMAGED LEFT WING.  ",LANDING,different from,PREFLIGHT
1303,738,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,LIFTOFF,has part,SEAT BELT
1304,738,CRASHED SHORTLY AFTER LIFTOFF. FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT.             ,SEAT BELT,part of,LIFTOFF
1305,739,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED.           ,REAR SEAT BELT,part of,AIRCRAFT
1306,739,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED.           ,AIRCRAFT,has part,REAR SEAT BELT
1307,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,GROSS,connects with,ICE
1308,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,GROSS,connects with,AIRFRAME
1309,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,ICE,connects with,GROSS
1310,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,ICE,connects with,AIRFRAME
1311,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,AIRFRAME,connects with,GROSS
1312,740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY. DARK NIGHT FOG AND SNOW SHOWERS.   ,AIRFRAME,connects with,ICE
1313,741,CRASH OCCURRED DURING PRECAUTIONARY LANDING WHEN PILOT ATTEMPTED TO LAND ON ROAD TO SECURE OIL ACCESS COVER.       ,CRASH OCCURRED,has cause,PRECAUTIONARY LANDING
1314,741,CRASH OCCURRED DURING PRECAUTIONARY LANDING WHEN PILOT ATTEMPTED TO LAND ON ROAD TO SECURE OIL ACCESS COVER.       ,PRECAUTIONARY LANDING,has effect,CRASH OCCURRED
1315,742,INDICATES HEATER CORD NOT DISCONNECTED PRIOR TO LIFTOFF. ATTACHED CORD DRAG WHICH BROKE AND WHITEOUT WERE FACTORS  ,HEATER CORD,different from,LIFTOFF
1316,742,INDICATES HEATER CORD NOT DISCONNECTED PRIOR TO LIFTOFF. ATTACHED CORD DRAG WHICH BROKE AND WHITEOUT WERE FACTORS  ,LIFTOFF,different from,HEATER CORD
1317,743,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,CABIN,has part,DOOR
1318,743,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,CABIN,has part,DOOR
1319,743,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,DOOR,part of,CABIN
1320,743,CABIN DOOR OPENED. BLEW OFF AS PILOT TRIED TO CLOSE IT. HIS HAND BLEW INTO PROP INJURING A FINGER. DOOR NOT SECURED,DOOR,part of,CABIN
1321,744,AIRCRAFT STALLED AND CRASHED DURING TAKEOFF. SEVERAL WITNESSES NOTICED FROST ON WINGS.                             ,TAKEOFF,instance of,AIRCRAFT
1322,745,PILOT USING FLAPS FOR TAKEOFF HIT WIRES WHEN ADDITIONAL FLAPS WERE APPLIED AND REDUCED PERFORMANCE.                ,TAKEOFF,has part,FLAPS
1323,745,PILOT USING FLAPS FOR TAKEOFF HIT WIRES WHEN ADDITIONAL FLAPS WERE APPLIED AND REDUCED PERFORMANCE.                ,TAKEOFF,has part,FLAPS
1324,746,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",Snow,has cause,ICE
1325,746,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF. CRASH LANDED OFF AIRPORT.SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",ICE,has effect,Snow
1326,747,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,LOST ENGINE POWER,has effect,CARBURETOR HEAT
1327,747,LOST ENGINE POWER AT CRUISE ALTITUDE. CARBURETOR HEAT APPLIED. WATER DRAINED FROM FUEL SYSTEM.                     ,CARBURETOR HEAT,has cause,LOST ENGINE POWER
1328,748,DURING PREFLIGHT PILOT GOT A FAULTY GEAR INDICATION; DECIDED TO ATTEMPT FLIGHT RESULTING IN NOSE GEAR COLLAPSE.    ,FAULTY GEAR INDICATION,has effect,NOSE GEAR COLLAPSE
1329,748,DURING PREFLIGHT PILOT GOT A FAULTY GEAR INDICATION; DECIDED TO ATTEMPT FLIGHT RESULTING IN NOSE GEAR COLLAPSE.    ,NOSE GEAR COLLAPSE,has cause,FAULTY GEAR INDICATION
1330,749,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT AFTER LOSS OF OIL PRESSURE ON LEFT ENGINE.OIL LOW IN LEFT ENGINE,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT,has cause,LOSS OF OIL PRESSURE ON LEFT ENGINE
1331,749,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT AFTER LOSS OF OIL PRESSURE ON LEFT ENGINE.OIL LOW IN LEFT ENGINE,LOSS OF OIL PRESSURE ON LEFT ENGINE,has effect,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT
1332,750,ENGINE FAILED AFTER TAKEOFF. TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE. FOUND SOLID ICE IN CARBURETOR BOWL.    ,TAKEOFF,location,CARBURETOR BOWL
1333,751,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,FUEL,has part,LOOSE FUEL CAP
1334,751,RAN OUT OF FUEL APPROACHING DESTINATION. LANDED ON THE RUNWAY. FUEL SIPHONED FROM LOOSE FUEL CAP.                  ,LOOSE FUEL CAP,part of,FUEL
1335,752,NOSE WHEEL SANK INTO A HOLE FILLED WITH CEMENT WHILE TAXIING FOR TAKEOFF.NIGHT TIME AND HOLES NOT MARKED OR LIGHTED,TAXIING,has part,TAXIING FOR TAKEOFF
1336,752,NOSE WHEEL SANK INTO A HOLE FILLED WITH CEMENT WHILE TAXIING FOR TAKEOFF.NIGHT TIME AND HOLES NOT MARKED OR LIGHTED,TAXIING FOR TAKEOFF,part of,TAXIING
1337,753,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF.                          ,AILERON,subclass of,AIRCRAFT
1338,754,RIGHT ENGINE COWL HALVES SPLIT OPEN ON LEVELING FOR CRUISE. FRONT ATTACH POINTS CAME LOOSE. NOT FASTENED PROPERLY. ,HALVES,part of,ENGINE
1339,755,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,CFI GAVE ENGINE OUT ON TAKEOFF,significant event,CFI FAILED TO ACT
1340,755,CFI GAVE ENGINE OUT ON TAKEOFF. STUDENT USED WRONG RUDDER. FAILED CUT POWER CFI FAILED TO ACT. STRUCK DIRT BANK.   ,CFI FAILED TO ACT,significant event,CFI GAVE ENGINE OUT ON TAKEOFF
1341,756,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,AIRCRAFT,has parts of the class,EQUIPMENT
1342,756,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS. DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH.        ,EQUIPMENT,part of,AIRCRAFT
1343,758,ENGINE FAILED ON CLIMBOUT. RETURNED. LANDED SHORT OF RUNWAY. RIGHT FUEL GAUGE READ FULL. RIGHT FUEL TANK EMPTY.    ,LANDED SHORT OF RUNWAY,subclass of,CLIMBOUT
1344,759,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER,manufacturer,ROTORS
1345,759,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP. PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS.  ,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER,manufacturer,ROTORS
1346,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,COWLING,different from,AIRCRAFT EN ROUTE
1347,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,COWLING,different from,AIRCRAFT EN ROUTE
1348,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,AIRCRAFT EN ROUTE,different from,COWLING
1349,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,AIRCRAFT EN ROUTE,different from,COWLING
1350,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,AIRCRAFT EN ROUTE,different from,COWLING
1351,760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE. PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,COWLING,different from,AIRCRAFT EN ROUTE
1352,761,NOSE GEAR COLLAPSED ON TAKEOFF ROLL. MAINTENANCE HAD PLACED SWITCH IN UP POSITION. DID NOT USE CHECK LIST.         ,NOSE GEAR,different from,TAKEOFF ROLL
1353,761,NOSE GEAR COLLAPSED ON TAKEOFF ROLL. MAINTENANCE HAD PLACED SWITCH IN UP POSITION. DID NOT USE CHECK LIST.         ,TAKEOFF ROLL,different from,NOSE GEAR
1354,762,LOW OIL PRESSURE. WARNING LIGHT ON. FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING.                ,ENGINE COWLING,product or material produced,OIL
1355,763,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR UNKNOWN UNTIL THE GEAR WAS RETRACTED. DIVERTED TO NEAREST AIRPORT,TOW BAR,has part,NOSE GEAR
1356,763,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR UNKNOWN UNTIL THE GEAR WAS RETRACTED. DIVERTED TO NEAREST AIRPORT,NOSE GEAR,part of,TOW BAR
1357,764,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,CLIMBING,opposite of,DOWNWIND
1358,764,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN. BOTH HANDS SEEN TRYING TO CLOSE CANOPY. SPUN IN.                ,DOWNWIND,opposite of,CLIMBING
1359,765,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,TAKEOFF,has part,FLAPS
1360,765,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,FLAPS,part of,TAKEOFF
1361,765,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,FLAPS,part of,TAKEOFF
1362,765,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING. DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF.   ,TAKEOFF,has part,FLAPS
1363,766,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,BAGGAGE,connects with,TAKEOFF ROLL
1364,766,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL. ABORTED LATE AND RAN OFF END OF THE RUNWAY.                      ,TAKEOFF ROLL,connects with,BAGGAGE
1365,767,RAN OUT OF FUEL NEAR DESTINATION. DEPARTED WITH MINIMUM FUEL AND FAILED TO CLOSE STRAINER DRAIN FULLY.             ,MINIMUM FUEL,different from,STRAINER DRAIN
1366,767,RAN OUT OF FUEL NEAR DESTINATION. DEPARTED WITH MINIMUM FUEL AND FAILED TO CLOSE STRAINER DRAIN FULLY.             ,STRAINER DRAIN,different from,MINIMUM FUEL
1367,768,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",AIRFRAME,part of,GYRO
1368,768,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE. CREW UNABLE TO ANALYZE COMPONENT. FAILURE IN GYRO SYSTEM.  ",GYRO,has part,AIRFRAME
1369,769,FORGOT TO REPLACE OIL FILLER CAP. OIL ON WINDSHIELD ON TAKEOFF. LANDED ON A ROAD AND RAN OFF INTO A DITCH.         ,WINDSHIELD,located in the administrative territorial entity,TAKEOFF
1370,770,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL. STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH. OIL FILLER CAP LOOSE.",OIL FILLER CAP LOOSE,product or material produced,ENGINE OIL
1371,771,BOTH ENGINES QUIT EN ROUTE. HIT TREES ON FORCED LANDING. FUEL INLET SCREENS FOULED. AIRCRAFT NOT FLOWN FOR 2 YEARS.,FUEL INLET SCREENS,subclass of,ENGINES
1372,772,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,CABIN,different from,AIRPORT
1373,772,INDICATES CABIN DOOR OPEN. STALLED TRYING TO RETURN TO THE AIRPORT. CRASHED INTO A RESIDENCE. AIRCRAFT BURNED.     ,AIRPORT,different from,CABIN
1374,773,DEPARTED WITH TOW BAR ATTACHED TO NOSE WHEEL. RETURNED. GEAR COLLAPSED ON ROLLOUT.                                 ,TOW BAR,part of,ROLLOUT
1375,773,DEPARTED WITH TOW BAR ATTACHED TO NOSE WHEEL. RETURNED. GEAR COLLAPSED ON ROLLOUT.                                 ,ROLLOUT,has part,TOW BAR
