c5_id,c119_input,entities,labels_raw,labels,confidence
19940305003689A,CFI FEATHERED LEFT PROP INSTEAD THROTTLE FOR DEMO ENGINE OUT. UNABLE RAISE GEAR DUE PUMP ON SAME. WONT FLY DIRTY.  ,CFI,"[{'value': 'ORG', 'confidence': 0.9978592991828918}]",ORG,0.9978592991828918
19940209001909I,"NARRATIVE: AIRMAN/AIR AGENCY COMPETENCE: PRIOR TO DEPARTURE OF FLIGHT 381, FROM NEWARD, NEW JERSEY, THE AIRCRAFT WA",NEWARD,"[{'value': 'LOC', 'confidence': 0.9218692183494568}]",LOC,0.9218692183494568
19940209001909I,"NARRATIVE: AIRMAN/AIR AGENCY COMPETENCE: PRIOR TO DEPARTURE OF FLIGHT 381, FROM NEWARD, NEW JERSEY, THE AIRCRAFT WA",NEW JERSEY,"[{'value': 'LOC', 'confidence': 0.9968445599079132}]",LOC,0.9968445599079132
19940209004429I,"NARRATIVE: N814AA TOOK OFF ON RUNWAY 1L AT KMCI. JUST AFTER LANDING GEAR WAS RETRACTED A LOUD ""BANG"" WAS HEARD BY B",N814AA,"[{'value': 'ORG', 'confidence': 0.7077719569206238}]",ORG,0.7077719569206238
19940209004429I,"NARRATIVE: N814AA TOOK OFF ON RUNWAY 1L AT KMCI. JUST AFTER LANDING GEAR WAS RETRACTED A LOUD ""BANG"" WAS HEARD BY B",KMCI,"[{'value': 'ORG', 'confidence': 0.8289757370948792}]",ORG,0.8289757370948792
19940411010619A,DEPARTED WITH INOPERATIVE COMPASS. BECAME LOST. LANDED IN OPEN FIELD. TRIED TO DEPART BUT STRUCK TREES ON CLIMBOUT.,OPEN,"[{'value': 'MISC', 'confidence': 0.7709140777587891}]",MISC,0.7709140777587891
19940314009909I,"NARRATIVE: WHILE IFR AT FL180, THE PILOT OBSERVED A DROP IN MANIFOLD AND OIL PRESSURE, FOLLOWED BY UNEVEN ENGINE OP",IFR,"[{'value': 'PER', 'confidence': 0.5362793207168579}]",PER,0.5362793207168579
19940311010119I,"NARRATIVE: N8011Z, AC-206, PILOTED BY EDGAR C. MC GEE, A PRIVATE PILOT HOLDING CERTIFICATE #248744006, DEPARTED RUN",EDGAR,"[{'value': 'PER', 'confidence': 0.7362165451049805}]",PER,0.7362165451049805
19931215047419A,POST MAINTENANCE TEST FLIGHT. FLIGHT CONTROL FLUTTER AT 190MPH. SLOWED AND LANDED. FRACTURED SPAR. AILERON BUCKLED.,AILERON,"[{'value': 'ORG', 'confidence': 0.6608898043632507}]",ORG,0.6608898043632507
19940329008349A,ON APPROACH TO OLV ADDED POWER TO LEVEL OFF. ENGINE FAILED RESPOND. STRUCK TREES LANDING. CARB ICE. WATER IN FUEL. ,OLV,"[{'value': 'PER', 'confidence': 0.4156814515590668}]",PER,0.4156814515590668
19940111024519I,"NARRATIVE: ON JANUARY 1, 1994, CONVAIR 440/580, N5123, OPERATED BY GENERAL MOTORS AIR TRANSPORTATION, PILOTED BY CA",GENERAL MOTORS,"[{'value': 'ORG', 'confidence': 0.6970443427562714}]",ORG,0.6970443427562714
19940111024519I,"NARRATIVE: ON JANUARY 1, 1994, CONVAIR 440/580, N5123, OPERATED BY GENERAL MOTORS AIR TRANSPORTATION, PILOTED BY CA",CA,"[{'value': 'LOC', 'confidence': 0.9911227226257324}]",LOC,0.9911227226257324
19940515010879A,"LOST LEFT ENGINE. SHUTDOWN THEN RIGHT LOST POWER. CRASHED NEAR COUNTY ROAD, NO MECHANICAL. FUEL TANKS EMPTY.       ",COUNTY ROAD,"[{'value': 'LOC', 'confidence': 0.6912891864776611}]",LOC,0.6912891864776611
19940807032099I,LOST POWER LANDED I75. BELIEVED FUEL CONTAMINATION. NOT ALLOWED. DEPART UNLESS CAUSE FOUND. CLEARED BY FAA.        ,FAA,"[{'value': 'ORG', 'confidence': 0.9984242916107178}]",ORG,0.9984242916107178
19940704031599I,ATR CONDITION PACK TRIPPED OVER HEAT. SELECT MANUAL PSI. CABIN CLIMBED. MASK DEPLOYED. DESCENT.NO MECHANICAL DEFECT,ATR,"[{'value': 'ORG', 'confidence': 0.3489631414413452}]",ORG,0.3489631414413452
19940815046149I,BATTERY COMPARTMENT DOOR CAME OPEN. ANTENNA CRACKED WINDSHIELD.                                                    ,ANTENNA,"[{'value': 'ORG', 'confidence': 0.6385192275047302}]",ORG,0.6385192275047302
19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",GILLESPIE AIRPORT,"[{'value': 'LOC', 'confidence': 0.9002804160118103}]",LOC,0.9002804160118103
19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",EL CAJ,"[{'value': 'ORG', 'confidence': 0.9678823947906494}]",ORG,0.9678823947906494
19940715018089A,UNABLE TO GET ON STEP. NOTICED NO FLAPS BEGAN PUMP DOWN. RAN OUT OF LAKE. STRUCK TREES ON SHORE.                   ,LAKE,"[{'value': 'LOC', 'confidence': 0.5474824905395508}]",LOC,0.5474824905395508
19940715034609I,"NARRATIVE: THE PILOT STATED THAT, WHILE IN CRUISE FLIGHT OVER THE GULF OF MEXICO, HE FELT A SLIGHT YAW IN THE AIRCR",GULF OF MEXICO,"[{'value': 'LOC', 'confidence': 0.743850310643514}]",LOC,0.743850310643514
19940715034609I,"NARRATIVE: THE PILOT STATED THAT, WHILE IN CRUISE FLIGHT OVER THE GULF OF MEXICO, HE FELT A SLIGHT YAW IN THE AIRCR",AIRCR,"[{'value': 'MISC', 'confidence': 0.8856480717658997}]",MISC,0.8856480717658997
19940907048599A,STUDENT LOST DIRECTIONAL CONTROL ON TAKEOFF. CFI UNABLE TO CORRECT. RUDDER PEDALS WERE STOWED. WING STRUCK GROUND. ,CFI,"[{'value': 'ORG', 'confidence': 0.9352478981018066}]",ORG,0.9352478981018066
19940729020119A,ENGINE QUIT ON CLIMBOUT. NOSED OVER ON LANDING. CARB VENTURI CLOGGED WITH MUD DAUBER NEST MATERIAL.                ,CARB VENTURI,"[{'value': 'PER', 'confidence': 0.7071874141693115}]",PER,0.7071874141693115
19941228042989A,REPORTED LOOSE ENGINE COWLING. TRIED TO LAND AT X17. COWLING HIT BY PROP. COWLING PUNCTURED OIL COOLER. LOST OIL.  ,COWLING,"[{'value': 'PER', 'confidence': 0.8976478576660156}]",PER,0.8976478576660156
19940922029829A,FAA ASI GIVING BIENNIAL NOT CURRENT IN TYPE WAS FLYING UNAWARE RIGHT THROTTLE COLLECTIVE REMOVED. MADE HARD LANDING,FAA ASI,"[{'value': 'ORG', 'confidence': 0.5276048928499222}]",ORG,0.5276048928499222
19941220046009I,HEARD LOUD BANG ENROUTE DIVERTED TO PITTSBURGH.CARGO DOORS SEPARATED.INDICATES DOOR NOT SECURED PRIOR TO FLIGHT.   ,PITTSBURGH.CARGO,"[{'value': 'ORG', 'confidence': 0.6293287873268127}]",ORG,0.6293287873268127
19941127039199A,VFR NOT ADVISED. LOW IFR TIME AND KNOWN INOP VACUMM PUMP PROCEEDED INTO IMC. LOST CONTROL. CRASHED.                ,VFR,"[{'value': 'ORG', 'confidence': 0.9209404587745667}]",ORG,0.9209404587745667
19941127039199A,VFR NOT ADVISED. LOW IFR TIME AND KNOWN INOP VACUMM PUMP PROCEEDED INTO IMC. LOST CONTROL. CRASHED.                ,IMC,"[{'value': 'ORG', 'confidence': 0.7916274666786194}]",ORG,0.7916274666786194
19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,TOWBAR,"[{'value': 'PER', 'confidence': 0.8799204230308533}]",PER,0.8799204230308533
19941218045719I,TAXIED FOR TAKEOFF WITH TOWBAR ATTACHED. WARNED BY TOWER TOO LATE. TOWBAR HIT PROP. ADDED REMOVE TOWBAR TO CK LIST.,TOWBAR,"[{'value': 'ORG', 'confidence': 0.5221860408782959}]",ORG,0.5221860408782959
19950113003429I,NARRATIVE: DEPARTED AIRPORT AT 0530 IN DARKNESS. AT 1000' AGL ATTEMPTED TO TURN OFF LANDING LIGHT BUT SWITCHED OFF ,1000' AGL,"[{'value': 'MISC', 'confidence': 0.8980034192403158}]",MISC,0.8980034192403158
19950112008339I,"NARRATIVE: DURING DESCENT INTO WILLISTON AIRPORT (ISN), ND THE FLIGHT CREW EXPERIENCED THE LOSS OF THE ELEVATOR TRI",WILLISTON AIRPORT,"[{'value': 'LOC', 'confidence': 0.7949776351451874}]",LOC,0.7949776351451874
19950118003799I,"NARRATIVE: ON JANUARY 18, 1995, DELTA AIRLINES FLIGHT #1691, AFTER LANDING ON RUNWAY 20 AT IDAHO FALLS, ID (FANNING",DELTA AIRLINES,"[{'value': 'ORG', 'confidence': 0.9641428887844086}]",ORG,0.9641428887844086
19950118003799I,"NARRATIVE: ON JANUARY 18, 1995, DELTA AIRLINES FLIGHT #1691, AFTER LANDING ON RUNWAY 20 AT IDAHO FALLS, ID (FANNING",IDAHO,"[{'value': 'LOC', 'confidence': 0.8580992817878723}]",LOC,0.8580992817878723
19950129005649I,"NARRATIVE: AFTER LANDING RUNWAY 01 AT TEB AIRPORT AND DECELERATING, THE LEFT MAIN LANDING GEAR COLLAPSED AND THE AI",TEB,"[{'value': 'LOC', 'confidence': 0.37358522415161133}]",LOC,0.37358522415161133
19950129005649I,"NARRATIVE: AFTER LANDING RUNWAY 01 AT TEB AIRPORT AND DECELERATING, THE LEFT MAIN LANDING GEAR COLLAPSED AND THE AI",AI,"[{'value': 'ORG', 'confidence': 0.4314815104007721}]",ORG,0.4314815104007721
19950208003549A,LOST POWER TRIED FOR OPEN FIELD. STRUCK TREES. WATER AND ICE IN FUEL SYSTEM. PRIOR PROBLEM. MAG SWITCH ON ONE MAG. ,OPEN,"[{'value': 'MISC', 'confidence': 0.7097146511077881}]",MISC,0.7097146511077881
19950203001139A,VIBRATION ON SLOW SPRAY RUN. FELL TO GROUND. ROLLED OVER. LOST A ROTOR BLADE. WAS ADVISED OF CRACK AT ROTOR HUB.   ,ROTOR HUB,"[{'value': 'ORG', 'confidence': 0.7000105082988739}]",ORG,0.7000105082988739
19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T",ATC,"[{'value': 'ORG', 'confidence': 0.9197114109992981}]",ORG,0.9197114109992981
19950222002239A,STATE POLICE FLIGHT. CLIMBING OVER RIVER. LOST POWER. ROTORS STOPPED. FUEL HAD RUSTY WATER. INJECTORS CLOGGED.     ,RIVER,"[{'value': 'LOC', 'confidence': 0.46891385316848755}]",LOC,0.46891385316848755
19950226002529A,THE BLIMP HAD A HISTORY OF UNRESOLVED ELECTRICAL SYSTEM CHARGING PROBLEMS. THE GROUND CREW WERE GIVEN RIDES AFTER T,THE BLIMP,"[{'value': 'ORG', 'confidence': 0.6848554611206055}]",ORG,0.6848554611206055
19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO",BLO,"[{'value': 'ORG', 'confidence': 0.5996453762054443}]",ORG,0.5996453762054443
19950325005409A,FAILED RAISE FLAPS ON TOUCH AND GO. UNCABLE CLIMB. CFI TOOK OVER. ABORTED DUE TREES OFF END. NOSED OVER LANDING.   ,CFI,"[{'value': 'ORG', 'confidence': 0.6730980277061462}]",ORG,0.6730980277061462
19950321009089I,"NARRATIVE: AFTER TAKE-OFF FROM WAINWRIGHT AS, AK. WITH 2 PASSENGERS, THE REAR CARGO DOOR CAME OPEN AT APPROX. 70 FT",WAINWRIGHT,"[{'value': 'PER', 'confidence': 0.8717114925384521}]",PER,0.8717114925384521
19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE",ROBERT HIGBEE,"[{'value': 'PER', 'confidence': 0.910400003194809}]",PER,0.910400003194809
19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE",LANDE,"[{'value': 'ORG', 'confidence': 0.6154829859733582}]",ORG,0.6154829859733582
19950412011379I,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE",FAIRBANKS INT'L,"[{'value': 'ORG', 'confidence': 0.6109874248504639}]",ORG,0.6109874248504639
19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",CINCINNATI,"[{'value': 'LOC', 'confidence': 0.9967417120933533}]",LOC,0.9967417120933533
19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",NORTHERN KENTUCKY INTERNATIONAL AIRPORT,"[{'value': 'LOC', 'confidence': 0.7726397216320038}]",LOC,0.7726397216320038
19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",COVINGTON,"[{'value': 'LOC', 'confidence': 0.9989542961120605}]",LOC,0.9989542961120605
19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",KENTUCKY,"[{'value': 'LOC', 'confidence': 0.9997057318687439}]",LOC,0.9997057318687439
19950408010139I,NARRATIVE: PILOT PERFORMED PREFLIGHT AND TAXIED TO RUN UP AREA. FLAPS WOULD NOT OPERATE. PILOT TAXIED BACK TO HANGA,HANGA,"[{'value': 'ORG', 'confidence': 0.5083996653556824}]",ORG,0.5083996653556824
19950418010119I,NARRATIVE: MR. ROBIDOUX STATED THAT HE TAXIED THE AIRCRAFT FROM THE PARKING SPOT NEAR NORTHEAST AIR PROCEEDING TO R,ROBIDOUX,"[{'value': 'PER', 'confidence': 0.999390721321106}]",PER,0.999390721321106
19950421009249A,BOUNCED LANDING. TRIED GO AROUND WITH IDLE POWER. OVERFLEW RUNWAY INTO MARSH. UNFAMILIAR WITH VERNIER THROTTLE.    ,VERNIER,"[{'value': 'ORG', 'confidence': 0.6030471920967102}]",ORG,0.6030471920967102
19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,CO,"[{'value': 'LOC', 'confidence': 0.5016179084777832}]",LOC,0.5016179084777832
19950718019642A,"GLIDER COLLIDED WITH GROUND AFTER TOW, LOST POWER ON TAKEOFF. (.4)THE GLIDER PILOT STATED THAT AFTER HE COMPLETED H",GLIDER,"[{'value': 'PER', 'confidence': 0.8815849423408508}]",PER,0.8815849423408508
19950728028999I,GROUND LOOPED DURING DOWNWIND TAKEOFF AT EAA CONVENTION. FAILED TO LOCK TAILWHEEL. STOPPED IN A DITCH.             ,EAA,"[{'value': 'MISC', 'confidence': 0.6535120010375977}]",MISC,0.6535120010375977
19950617021269I,ELECTRICAL SYSTEM EMERGENCY. LANDED AT BETH PAGE INSTEAD FRG. APPARENTLY FAILED TO TURN ON ALTERNATORS.            ,BETH,"[{'value': 'ORG', 'confidence': 0.6363425254821777}]",ORG,0.6363425254821777
19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU",CESSNA 207,"[{'value': 'MISC', 'confidence': 0.687163233757019}]",MISC,0.687163233757019
19950216008379I,"NARRATIVE: THE PILOT OF CESSNA 207, N1549U STATED THAT AFTER TAKEOFF FROM THE BETHEL AIRPORT, THE ENGINE STOPPED RU",BETHEL,"[{'value': 'LOC', 'confidence': 0.6259630918502808}]",LOC,0.6259630918502808
19950903030819A,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,DURI,"[{'value': 'ORG', 'confidence': 0.6210940480232239}]",ORG,0.6210940480232239
19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,AILERON,"[{'value': 'ORG', 'confidence': 0.7525109052658081}]",ORG,0.7525109052658081
19950708017569A,AILERON PROBLEM ON CLIMBOUT. LOST CONTROL TURNING BACK AND STALLED. AILERON PROBLEM KNOWN PRIOR TO FLIGHT.         ,AILERON,"[{'value': 'ORG', 'confidence': 0.4943252205848694}]",ORG,0.4943252205848694
19950924037039I,LANDED ON LAKE WITHOUT RETRACTING. AMPHIBIOUS GEAR. FLIPPED OVER.                                                  ,LAKE,"[{'value': 'LOC', 'confidence': 0.3079824149608612}]",LOC,0.3079824149608612
19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,PHILADELPHIA,"[{'value': 'LOC', 'confidence': 0.7409617900848389}]",LOC,0.7409617900848389
19951117041119I,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV",PAM,"[{'value': 'PER', 'confidence': 0.7760317325592041}]",PER,0.7760317325592041
19951117041119I,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV",AILERON,"[{'value': 'ORG', 'confidence': 0.5702027082443237}]",ORG,0.5702027082443237
19950802033319I,WHILE HOLDING HAD A RIGHT PROP BRAKE FIRE. BRAKE WAS PLACARDED PER MEL. USED PROP BRAKE IN VIOLATION OF MEL.       ,MEL,"[{'value': 'PER', 'confidence': 0.5285665392875671}]",PER,0.5285665392875671
19951114046609I,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",DELTA FLIGHT,"[{'value': 'ORG', 'confidence': 0.8851044476032257}]",ORG,0.8851044476032257
19960120003039I,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",KBVY,"[{'value': 'LOC', 'confidence': 0.9439645409584045}]",LOC,0.9439645409584045
19960115000389A,"DECLARED EMERGENCY. ATC LOST CONTACT. DIVED IN, CRASHED AND BURNED. ICY CONDITIONS. POOR MAINTAINED.               ",ATC,"[{'value': 'ORG', 'confidence': 0.9744551777839661}]",ORG,0.9744551777839661
19960211010519I,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED ,TORRANCE BAILEY,"[{'value': 'PER', 'confidence': 0.9163696765899658}]",PER,0.9163696765899658
19960211010519I,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED ,MIKE TARASKA,"[{'value': 'PER', 'confidence': 0.9929083287715912}]",PER,0.9929083287715912
19960425012409I,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN,LANDIN,"[{'value': 'ORG', 'confidence': 0.7464537024497986}]",ORG,0.7464537024497986
19960501031129A,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,USDA,"[{'value': 'ORG', 'confidence': 0.9105570316314697}]",ORG,0.9105570316314697
19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",CHICAGO,"[{'value': 'LOC', 'confidence': 0.9986878037452698}]",LOC,0.9986878037452698
19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",IL,"[{'value': 'LOC', 'confidence': 0.7440118789672852}]",LOC,0.7440118789672852
19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",PETERSBURG,"[{'value': 'LOC', 'confidence': 0.5127019882202148}]",LOC,0.5127019882202148
19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",FL,"[{'value': 'LOC', 'confidence': 0.9619578123092651}]",LOC,0.9619578123092651
19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",AMERICAN,"[{'value': 'MISC', 'confidence': 0.7237426042556763}]",MISC,0.7237426042556763
19960201004559I,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",FRANK E,"[{'value': 'PER', 'confidence': 0.8310632705688477}]",PER,0.8310632705688477
19960201004559I,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",JOHNSON,"[{'value': 'PER', 'confidence': 0.7857550978660583}]",PER,0.7857550978660583
19960201004559I,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",RA,"[{'value': 'LOC', 'confidence': 0.9997430443763733}]",LOC,0.9997430443763733
19960603016879I,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ",OLIVE BRANCH,"[{'value': 'LOC', 'confidence': 0.6034722179174423}]",LOC,0.6034722179174423
19960603016879I,"NARRATIVE: PILOT DEPARTED OLIVE BRANCH, MS AND DURING CLIMB OUT THE LEFT DOOR POPPED OPEN. A PRECAUTIONARY LANDING ",MS,"[{'value': 'LOC', 'confidence': 0.9365144371986389}]",LOC,0.9365144371986389
19960607029719I,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE",ASHMUN,"[{'value': 'PER', 'confidence': 0.9815968871116638}]",PER,0.9815968871116638
19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,",LAKE GENEVA,"[{'value': 'LOC', 'confidence': 0.9878111481666565}]",LOC,0.9878111481666565
19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",MOONEY,"[{'value': 'PER', 'confidence': 0.582592248916626}]",PER,0.582592248916626
19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",MOONEY,"[{'value': 'PER', 'confidence': 0.8335263133049011}]",PER,0.8335263133049011
19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",BOZEMAN,"[{'value': 'LOC', 'confidence': 0.9271110892295837}]",LOC,0.9271110892295837
19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",MONTANA,"[{'value': 'LOC', 'confidence': 0.9940371513366699}]",LOC,0.9940371513366699
19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",GALLATIN FIELD,"[{'value': 'LOC', 'confidence': 0.8759334683418274}]",LOC,0.8759334683418274
19960929039119I,"NARRATIVE: HISTORY OF FLIGHT; ON 09/29/96, AT 1834 CDT, A CESSNA 421C, N76737, REGISTERED TO JUNIOR FOOD STORES, ME",ME,"[{'value': 'LOC', 'confidence': 0.9854293465614319}]",LOC,0.9854293465614319
19960711025049I,NARRATIVE: PRIOR TO TAKE-OFF THE PILOT INDICATED HE COMPLETED A CONTROL CHECK AND EVERYTHING WAS SATISFACTORY. HOWE,HOWE,"[{'value': 'PER', 'confidence': 0.7598613500595093}]",PER,0.7598613500595093
19961015037589I,NARRATIVE: AT APPROX. 1700 CST MR. FRYE TAXIED HIS CHALLENGER II FOR AN INTERSECTION TAKEOFF ON A PRIVATE GRASS STR,FRYE,"[{'value': 'PER', 'confidence': 0.9996682405471802}]",PER,0.9996682405471802
19961104034789A,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI",VFR,"[{'value': 'ORG', 'confidence': 0.8312594890594482}]",ORG,0.8312594890594482
19961104034789A,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI",IFR,"[{'value': 'MISC', 'confidence': 0.732050895690918}]",MISC,0.732050895690918
19961104034789A,"VFR PILOT FLYING INTO IFR CONDITIONS, UNABLE TO LAND DUE TO WEATHER, VECTORED TO TEA AIRPORT, CRASHED. (.4)THE NONI",THE NONI,"[{'value': 'ORG', 'confidence': 0.6512591540813446}]",ORG,0.6512591540813446
19961025033909A,FAILED REMOVE DOLLY PRIOR TAKEOFF. HANDLE CAUGHT ON GROUND. HELICOPTER ROLLED OVER.                                ,DOLLY,"[{'value': 'PER', 'confidence': 0.8566078543663025}]",PER,0.8566078543663025
19961120040099I,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ",SIOUX FALLS,"[{'value': 'LOC', 'confidence': 0.9617834687232971}]",LOC,0.9617834687232971
19961120040099I,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ",SD,"[{'value': 'LOC', 'confidence': 0.7579137682914734}]",LOC,0.7579137682914734
19961120040099I,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ",OMAHA,"[{'value': 'LOC', 'confidence': 0.9916501045227051}]",LOC,0.9916501045227051
