c5,c119,c119_coref,c119_ner,c119_pos,c119_lemmatized,c119_dependency,c119_sentiment,corefs
19920722026739A,LOST POWER ON CLIMBOUT. CRASH LANDED. FOUND FUEL CONTAMINATION.                                                    ,[],[],"[('LOST', 'VERB'), ('POWER', 'PROPN'), ('ON', 'ADP'), ('CLIMBOUT', 'NOUN'), ('.', 'PUNCT'), ('CRASH', 'PROPN'), ('LANDED', 'NOUN'), ('.', 'PUNCT'), ('FOUND', 'PROPN'), ('FUEL', 'NOUN'), ('CONTAMINATION', 'NOUN'), ('.', 'PUNCT'), ('                                                   ', 'SPACE')]","['lose', 'POWER', 'on', 'climbout', '.', 'CRASH', 'LANDED', '.', 'FOUND', 'fuel', 'contamination', '.', '                                                   ']","[('LOST', 'ROOT', 'LOST'), ('POWER', 'compound', 'CLIMBOUT'), ('ON', 'compound', 'CLIMBOUT'), ('CLIMBOUT', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('CRASH', 'compound', 'LANDED'), ('LANDED', 'ROOT', 'LANDED'), ('.', 'punct', 'LANDED'), ('FOUND', 'ROOT', 'FOUND'), ('FUEL', 'compound', 'CONTAMINATION'), ('CONTAMINATION', 'dobj', 'FOUND'), ('.', 'punct', 'FOUND'), ('                                                   ', '', '.')]",0.0,[]
19921015052759I,PILOT FAILED TO RECONNECT NOSE LANDING GEAR SCISSORS AFTER TOWING OPERATION. NOSE GEAR COLLAPSED WHILE TAXIING.    ,[],"[('NOSE', 'PERSON')]","[('PILOT', 'NOUN'), ('FAILED', 'VERB'), ('TO', 'PART'), ('RECONNECT', 'PROPN'), ('NOSE', 'PROPN'), ('LANDING', 'PROPN'), ('GEAR', 'PROPN'), ('SCISSORS', 'NOUN'), ('AFTER', 'ADP'), ('TOWING', 'VERB'), ('OPERATION', 'PROPN'), ('.', 'PUNCT'), ('NOSE', 'PROPN'), ('GEAR', 'PROPN'), ('COLLAPSED', 'NOUN'), ('WHILE', 'ADP'), ('TAXIING', 'VERB'), ('.', 'PUNCT'), ('   ', 'SPACE')]","['PILOT', 'fail', 'to', 'RECONNECT', 'NOSE', 'LANDING', 'GEAR', 'scissors', 'after', 'tow', 'OPERATION', '.', 'NOSE', 'GEAR', 'COLLAPSED', 'while', 'taxi', '.', '   ']","[('PILOT', 'compound', 'FAILED'), ('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'RECONNECT'), ('RECONNECT', 'xcomp', 'FAILED'), ('NOSE', 'compound', 'SCISSORS'), ('LANDING', 'compound', 'SCISSORS'), ('GEAR', 'compound', 'SCISSORS'), ('SCISSORS', 'dobj', 'RECONNECT'), ('AFTER', 'prep', 'RECONNECT'), ('TOWING', 'compound', 'OPERATION'), ('OPERATION', 'pobj', 'AFTER'), ('.', 'punct', 'FAILED'), ('NOSE', 'compound', 'GEAR'), ('GEAR', 'compound', 'COLLAPSED'), ('COLLAPSED', 'ROOT', 'COLLAPSED'), ('WHILE', 'mark', 'TAXIING'), ('TAXIING', 'ROOT', 'TAXIING'), ('.', 'punct', 'TAXIING'), ('   ', '', '.')]",-0.5,[]
19921022043239A,ENGINE QUIT EN ROUTE. CRASH LANDED. NO FUEL ONBOARD. FUEL STAINS FROM RIGHT FUEL CAP. CAP FOUND SECURE NO LEAKS.   ,[],"[('ENGINE QUIT EN ROUTE', 'ORG'), ('CRASH LANDED', 'ORG'), ('CAP FOUND SECURE NO LEAKS', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), ('EN', 'PROPN'), ('ROUTE', 'PROPN'), ('.', 'PUNCT'), ('CRASH', 'PROPN'), ('LANDED', 'NOUN'), ('.', 'PUNCT'), ('NO', 'DET'), ('FUEL', 'NOUN'), ('ONBOARD', 'PUNCT'), ('.', 'PUNCT'), ('FUEL', 'NOUN'), ('STAINS', 'NOUN'), ('FROM', 'ADP'), ('RIGHT', 'PROPN'), ('FUEL', 'PROPN'), ('CAP', 'PROPN'), ('.', 'PUNCT'), ('CAP', 'PROPN'), ('FOUND', 'PROPN'), ('SECURE', 'PROPN'), ('NO', 'DET'), ('LEAKS', 'NOUN'), ('.', 'PUNCT'), ('  ', 'SPACE')]","['ENGINE', 'QUIT', 'EN', 'ROUTE', '.', 'CRASH', 'LANDED', '.', 'no', 'fuel', 'ONBOARD', '.', 'fuel', 'stain', 'from', 'RIGHT', 'FUEL', 'CAP', '.', 'CAP', 'FOUND', 'SECURE', 'no', 'leaks', '.', '  ']","[('ENGINE', 'compound', 'ROUTE'), ('QUIT', 'compound', 'ROUTE'), ('EN', 'compound', 'ROUTE'), ('ROUTE', 'ROOT', 'ROUTE'), ('.', 'punct', 'ROUTE'), ('CRASH', 'compound', 'LANDED'), ('LANDED', 'ROOT', 'LANDED'), ('.', 'punct', 'LANDED'), ('NO', 'det', 'ONBOARD'), ('FUEL', 'compound', 'ONBOARD'), ('ONBOARD', 'ROOT', 'ONBOARD'), ('.', 'punct', 'ONBOARD'), ('FUEL', 'compound', 'STAINS'), ('STAINS', 'ROOT', 'STAINS'), ('FROM', 'prep', 'STAINS'), ('RIGHT', 'compound', 'CAP'), ('FUEL', 'compound', 'CAP'), ('CAP', 'pobj', 'FROM'), ('.', 'punct', 'STAINS'), ('CAP', 'compound', 'FOUND'), ('FOUND', 'nsubj', 'SECURE'), ('SECURE', 'ROOT', 'SECURE'), ('NO', 'det', 'LEAKS'), ('LEAKS', 'dobj', 'SECURE'), ('.', 'punct', 'SECURE'), ('  ', '', '.')]",0.3428571428571428,[]
19920805029139A,FAILED TO UNTIE FRONT SKID. ROLLED OVER ON ATTEMPTED LIFTOFF. MAIN ROTORS STRUCK FISHING VESSELS DECK.             ,[],"[('OVER', 'ORG'), ('MAIN ROTORS', 'PERSON')]","[('FAILED', 'VERB'), ('TO', 'ADP'), ('UNTIE', 'VERB'), ('FRONT', 'NOUN'), ('SKID', 'NOUN'), ('.', 'PUNCT'), ('ROLLED', 'VERB'), ('OVER', 'PART'), ('ON', 'PROPN'), ('ATTEMPTED', 'PROPN'), ('LIFTOFF', 'PROPN'), ('.', 'PUNCT'), ('MAIN', 'ADJ'), ('ROTORS', 'PROPN'), ('STRUCK', 'VERB'), ('FISHING', 'NOUN'), ('VESSELS', 'NOUN'), ('DECK', 'NOUN'), ('.', 'PUNCT'), ('            ', 'SPACE')]","['fail', 'to', 'untie', 'front', 'SKID', '.', 'roll', 'over', 'ON', 'ATTEMPTED', 'LIFTOFF', '.', 'main', 'ROTORS', 'strike', 'fishing', 'vessel', 'deck', '.', '            ']","[('FAILED', 'ROOT', 'FAILED'), ('TO', 'aux', 'UNTIE'), ('UNTIE', 'xcomp', 'FAILED'), ('FRONT', 'compound', 'SKID'), ('SKID', 'dobj', 'UNTIE'), ('.', 'punct', 'FAILED'), ('ROLLED', 'ROOT', 'ROLLED'), ('OVER', 'prt', 'ROLLED'), ('ON', 'compound', 'LIFTOFF'), ('ATTEMPTED', 'compound', 'LIFTOFF'), ('LIFTOFF', 'dobj', 'ROLLED'), ('.', 'punct', 'ROLLED'), ('MAIN', 'amod', 'ROTORS'), ('ROTORS', 'nsubj', 'STRUCK'), ('STRUCK', 'ROOT', 'STRUCK'), ('FISHING', 'compound', 'DECK'), ('VESSELS', 'compound', 'DECK'), ('DECK', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('            ', '', '.')]",-0.1666666666666666,[]
19920807056889A,INDICATES UNSECURED RIGHT ENGINE COWL LIFTED INFLIGHT. HIT MAIN ROTORS DEBRIS HIT TAIL ROTORS. LOST TAIL ROTOR USE.,[],"[('ROTORS', 'ORG'), ('USE', 'ORG')]","[('INDICATES', 'NOUN'), ('UNSECURED', 'PROPN'), ('RIGHT', 'PROPN'), ('ENGINE', 'PROPN'), ('COWL', 'PROPN'), ('LIFTED', 'ADV'), ('INFLIGHT', 'ADV'), ('.', 'PUNCT'), ('HIT', 'PROPN'), ('MAIN', 'PROPN'), ('ROTORS', 'PROPN'), ('DEBRIS', 'PROPN'), ('HIT', 'PROPN'), ('TAIL', 'PROPN'), ('ROTORS', 'PROPN'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('TAIL', 'PROPN'), ('ROTOR', 'ADJ'), ('USE', 'NOUN'), ('.', 'PUNCT')]","['indicate', 'UNSECURED', 'RIGHT', 'ENGINE', 'COWL', 'lifted', 'inflight', '.', 'HIT', 'MAIN', 'ROTORS', 'DEBRIS', 'HIT', 'TAIL', 'ROTORS', '.', 'lose', 'TAIL', 'rotor', 'use', '.']","[('INDICATES', 'compound', 'UNSECURED'), ('UNSECURED', 'compound', 'INFLIGHT'), ('RIGHT', 'compound', 'ENGINE'), ('ENGINE', 'compound', 'INFLIGHT'), ('COWL', 'compound', 'INFLIGHT'), ('LIFTED', 'compound', 'INFLIGHT'), ('INFLIGHT', 'ROOT', 'INFLIGHT'), ('.', 'punct', 'INFLIGHT'), ('HIT', 'nmod', 'ROTORS'), ('MAIN', 'amod', 'ROTORS'), ('ROTORS', 'compound', 'ROTORS'), ('DEBRIS', 'compound', 'ROTORS'), ('HIT', 'compound', 'ROTORS'), ('TAIL', 'compound', 'ROTORS'), ('ROTORS', 'ROOT', 'ROTORS'), ('.', 'punct', 'ROTORS'), ('LOST', 'ROOT', 'LOST'), ('TAIL', 'compound', 'USE'), ('ROTOR', 'compound', 'USE'), ('USE', 'dobj', 'LOST'), ('.', 'punct', 'LOST')]",0.2261904761904761,[]
19920907042529A,RELEASED FROM AUTO TOW TOO LOW TRIED TO REVERSE COURSE AND LAND. WING STRUCK GROUND CAUSING A CARTWHEEL.           ,[],"[('CARTWHEEL', 'ORG')]","[('RELEASED', 'VERB'), ('FROM', 'ADP'), ('AUTO', 'NOUN'), ('TOW', 'PROPN'), ('TOO', 'PROPN'), ('LOW', 'PROPN'), ('TRIED', 'VERB'), ('TO', 'ADP'), ('REVERSE', 'NOUN'), ('COURSE', 'PROPN'), ('AND', 'CCONJ'), ('LAND', 'PROPN'), ('.', 'PUNCT'), ('WING', 'NOUN'), ('STRUCK', 'VERB'), ('GROUND', 'PROPN'), ('CAUSING', 'VERB'), ('A', 'DET'), ('CARTWHEEL', 'PROPN'), ('.', 'PUNCT'), ('          ', 'SPACE')]","['release', 'from', 'auto', 'TOW', 'TOO', 'LOW', 'try', 'to', 'reverse', 'COURSE', 'and', 'LAND', '.', 'wing', 'strike', 'GROUND', 'cause', 'a', 'CARTWHEEL', '.', '          ']","[('RELEASED', 'ROOT', 'RELEASED'), ('FROM', 'prep', 'RELEASED'), ('AUTO', 'compound', 'TRIED'), ('TOW', 'compound', 'TRIED'), ('TOO', 'compound', 'LOW'), ('LOW', 'compound', 'TRIED'), ('TRIED', 'pobj', 'FROM'), ('TO', 'prep', 'RELEASED'), ('REVERSE', 'compound', 'COURSE'), ('COURSE', 'pobj', 'TO'), ('AND', 'cc', 'COURSE'), ('LAND', 'conj', 'COURSE'), ('.', 'punct', 'RELEASED'), ('WING', 'amod', 'STRUCK'), ('STRUCK', 'ROOT', 'STRUCK'), ('GROUND', 'compound', 'CAUSING'), ('CAUSING', 'compound', 'CARTWHEEL'), ('A', 'det', 'CARTWHEEL'), ('CARTWHEEL', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('          ', '', '.')]",0.0,[]
19920730028629A,AEROSOL SPRAY CAN SITTING ON REAR OF GLARE SHIELD SHORTED ON ELECTRIC TERMINALS. BURST INTO FLAME. ABORTED TAKEOFF.,[],[],"[('AEROSOL', 'PROPN'), ('SPRAY', 'NOUN'), ('CAN', 'VERB'), ('SITTING', 'VERB'), ('ON', 'PROPN'), ('REAR', 'NOUN'), ('OF', 'ADP'), ('GLARE', 'PROPN'), ('SHIELD', 'PROPN'), ('SHORTED', 'PROPN'), ('ON', 'PROPN'), ('ELECTRIC', 'PROPN'), ('TERMINALS', 'PROPN'), ('.', 'PUNCT'), ('BURST', 'PROPN'), ('INTO', 'ADP'), ('FLAME', 'PROPN'), ('.', 'PUNCT'), ('ABORTED', 'VERB'), ('TAKEOFF', 'NOUN'), ('.', 'PUNCT')]","['AEROSOL', 'spray', 'CAN', 'sit', 'ON', 'rear', 'of', 'GLARE', 'SHIELD', 'SHORTED', 'ON', 'ELECTRIC', 'TERMINALS', '.', 'BURST', 'into', 'FLAME', '.', 'abort', 'takeoff', '.']","[('AEROSOL', 'compound', 'SPRAY'), ('SPRAY', 'nsubj', 'SITTING'), ('CAN', 'aux', 'SITTING'), ('SITTING', 'ROOT', 'SITTING'), ('ON', 'prep', 'SITTING'), ('REAR', 'pobj', 'ON'), ('OF', 'prep', 'REAR'), ('GLARE', 'compound', 'SHIELD'), ('SHIELD', 'pobj', 'OF'), ('SHORTED', 'compound', 'TERMINALS'), ('ON', 'compound', 'TERMINALS'), ('ELECTRIC', 'compound', 'TERMINALS'), ('TERMINALS', 'pobj', 'OF'), ('.', 'punct', 'SITTING'), ('BURST', 'ROOT', 'BURST'), ('INTO', 'prep', 'BURST'), ('FLAME', 'pobj', 'INTO'), ('.', 'punct', 'BURST'), ('ABORTED', 'compound', 'TAKEOFF'), ('TAKEOFF', 'ROOT', 'TAKEOFF'), ('.', 'punct', 'TAKEOFF')]",0.0,[]
19920815031499A,ENGINE QUIT ON APPROACH. STRUCK WIRES ON FORCED LANDING. SELECTOR ON EMPTY TANK THAT SHOWED FULL ON GAUGE.         ,[],"[('ENGINE', 'ORG'), ('EMPTY TANK THAT SHOWED FULL', 'ORG'), ('GAUGE', 'ORG')]","[('ENGINE', 'PROPN'), ('QUIT', 'PROPN'), ('ON', 'ADP'), ('APPROACH', 'PROPN'), ('.', 'PUNCT'), ('STRUCK', 'VERB'), ('WIRES', 'PROPN'), ('ON', 'ADP'), ('FORCED', 'PROPN'), ('LANDING', 'NOUN'), ('.', 'PUNCT'), ('SELECTOR', 'PROPN'), ('ON', 'PROPN'), ('EMPTY', 'ADJ'), ('TANK', 'NOUN'), ('THAT', 'DET'), ('SHOWED', 'VERB'), ('FULL', 'PROPN'), ('ON', 'PROPN'), ('GAUGE', 'PROPN'), ('.', 'PUNCT'), ('        ', 'SPACE')]","['ENGINE', 'QUIT', 'on', 'APPROACH', '.', 'strike', 'WIRES', 'on', 'FORCED', 'landing', '.', 'SELECTOR', 'ON', 'empty', 'tank', 'that', 'show', 'FULL', 'ON', 'GAUGE', '.', '        ']","[('ENGINE', 'compound', 'APPROACH'), ('QUIT', 'compound', 'APPROACH'), ('ON', 'compound', 'APPROACH'), ('APPROACH', 'ROOT', 'APPROACH'), ('.', 'punct', 'APPROACH'), ('STRUCK', 'ROOT', 'STRUCK'), ('WIRES', 'amod', 'LANDING'), ('ON', 'compound', 'LANDING'), ('FORCED', 'compound', 'LANDING'), ('LANDING', 'dobj', 'STRUCK'), ('.', 'punct', 'STRUCK'), ('SELECTOR', 'amod', 'ON'), ('ON', 'nmod', 'TANK'), ('EMPTY', 'amod', 'TANK'), ('TANK', 'dep', 'GAUGE'), ('THAT', 'nmod', 'GAUGE'), ('SHOWED', 'compound', 'GAUGE'), ('FULL', 'compound', 'ON'), ('ON', 'compound', 'GAUGE'), ('GAUGE', 'ROOT', 'GAUGE'), ('.', 'punct', 'GAUGE'), ('        ', '', '.')]",-0.0166666666666666,[]
19920908035559A,REPORTED PORPOISING AUTOPILOT. DEPARTED WITH INTENTION ADJUST IN AIR. LOST BOTH WINGS OUTSIDE ENGINES. OVERSTRESSED,[],"[('AIR', 'ORG')]","[('REPORTED', 'ADV'), ('PORPOISING', 'PROPN'), ('AUTOPILOT', 'PROPN'), ('.', 'PUNCT'), ('DEPARTED', 'VERB'), ('WITH', 'ADP'), ('INTENTION', 'PROPN'), ('ADJUST', 'PROPN'), ('IN', 'ADP'), ('AIR', 'PROPN'), ('.', 'PUNCT'), ('LOST', 'VERB'), ('BOTH', 'DET'), ('WINGS', 'PROPN'), ('OUTSIDE', 'PROPN'), ('ENGINES', 'PROPN'), ('.', 'PUNCT'), ('OVERSTRESSED', 'VERB')]","['reported', 'PORPOISING', 'AUTOPILOT', '.', 'depart', 'with', 'INTENTION', 'ADJUST', 'in', 'AIR', '.', 'lose', 'both', 'WINGS', 'OUTSIDE', 'ENGINES', '.', 'overstress']","[('REPORTED', 'ROOT', 'REPORTED'), ('PORPOISING', 'compound', 'AUTOPILOT'), ('AUTOPILOT', 'dobj', 'REPORTED'), ('.', 'punct', 'REPORTED'), ('DEPARTED', 'ROOT', 'DEPARTED'), ('WITH', 'mark', 'ADJUST'), ('INTENTION', 'nsubj', 'ADJUST'), ('ADJUST', 'ROOT', 'ADJUST'), ('IN', 'prep', 'ADJUST'), ('AIR', 'pobj', 'IN'), ('.', 'punct', 'ADJUST'), ('LOST', 'ROOT', 'LOST'), ('BOTH', 'det', 'ENGINES'), ('WINGS', 'compound', 'ENGINES'), ('OUTSIDE', 'compound', 'ENGINES'), ('ENGINES', 'dobj', 'LOST'), ('.', 'punct', 'LOST'), ('OVERSTRESSED', 'ROOT', 'OVERSTRESSED')]",0.0,[]
19920928041759I,CABIN DOOR OPENED ON LIFTOFF. LANDED ON REMAINING RUNWAY WITH GEAR UP. TOWER ADVISED YOUR GEAR IS UP.              ,[],"[('LIFTOFF', 'ORG'), ('TOWER ADVISED', 'ORG')]","[('CABIN', 'ADJ'), ('DOOR', 'PROPN'), ('OPENED', 'VERB'), ('ON', 'ADP'), ('LIFTOFF', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'PROPN'), ('ON', 'PROPN'), ('REMAINING', 'PROPN'), ('RUNWAY', 'PROPN'), ('WITH', 'ADP'), ('GEAR', 'PROPN'), ('UP', 'PROPN'), ('.', 'PUNCT'), ('TOWER', 'PROPN'), ('ADVISED', 'PROPN'), ('YOUR', 'DET'), ('GEAR', 'NOUN'), ('IS', 'VERB'), ('UP', 'ADV'), ('.', 'PUNCT'), ('             ', 'SPACE')]","['cabin', 'DOOR', 'open', 'on', 'LIFTOFF', '.', 'LANDED', 'ON', 'REMAINING', 'RUNWAY', 'with', 'GEAR', 'UP', '.', 'TOWER', 'ADVISED', 'your', 'gear', 'be', 'up', '.', '             ']","[('CABIN', 'compound', 'LIFTOFF'), ('DOOR', 'compound', 'LIFTOFF'), ('OPENED', 'compound', 'LIFTOFF'), ('ON', 'compound', 'LIFTOFF'), ('LIFTOFF', 'ROOT', 'LIFTOFF'), ('.', 'punct', 'LIFTOFF'), ('LANDED', 'ROOT', 'LANDED'), ('ON', 'prep', 'LANDED'), ('REMAINING', 'compound', 'RUNWAY'), ('RUNWAY', 'ROOT', 'RUNWAY'), ('WITH', 'prep', 'RUNWAY'), ('GEAR', 'compound', 'UP'), ('UP', 'pobj', 'WITH'), ('.', 'punct', 'RUNWAY'), ('TOWER', 'nsubj', 'ADVISED'), ('ADVISED', 'ROOT', 'ADVISED'), ('YOUR', 'poss', 'GEAR'), ('GEAR', 'nsubj', 'IS'), ('IS', 'ROOT', 'IS'), ('UP', 'acomp', 'IS'), ('.', 'punct', 'IS'), ('             ', '', '.')]",0.0,[]
19920722026749A,REPORTED JAMMED YOKE ON TAKEOFF ROLL. UNABLE STOP SKIPPED ACROSS LAKE TO IMPACT SHORE. POSSIBLE CONTROL LOCK.      ,[],[],"[('REPORTED', 'ADV'), ('JAMMED', 'PROPN'), ('YOKE', 'PROPN'), ('ON', 'ADP'), ('TAKEOFF', 'PROPN'), ('ROLL', 'PROPN'), ('.', 'PUNCT'), ('UNABLE', 'PROPN'), ('STOP', 'PROPN'), ('SKIPPED', 'VERB'), ('ACROSS', 'ADP'), ('LAKE', 'PROPN'), ('TO', 'ADP'), ('IMPACT', 'PROPN'), ('SHORE', 'PROPN'), ('.', 'PUNCT'), ('POSSIBLE', 'PROPN'), ('CONTROL', 'NOUN'), ('LOCK', 'VERB'), ('.', 'PUNCT'), ('     ', 'SPACE')]","['reported', 'JAMMED', 'YOKE', 'on', 'TAKEOFF', 'ROLL', '.', 'UNABLE', 'STOP', 'skip', 'across', 'LAKE', 'to', 'IMPACT', 'SHORE', '.', 'POSSIBLE', 'CONTROL', 'lock', '.', '     ']","[('REPORTED', 'amod', 'YOKE'), ('JAMMED', 'compound', 'YOKE'), ('YOKE', 'compound', 'ROLL'), ('ON', 'compound', 'ROLL'), ('TAKEOFF', 'compound', 'ROLL'), ('ROLL', 'ROOT', 'ROLL'), ('.', 'punct', 'ROLL'), ('UNABLE', 'compound', 'STOP'), ('STOP', 'nsubj', 'SKIPPED'), ('SKIPPED', 'ROOT', 'SKIPPED'), ('ACROSS', 'prep', 'SKIPPED'), ('LAKE', 'pobj', 'ACROSS'), ('TO', 'prep', 'SKIPPED'), ('IMPACT', 'compound', 'SHORE'), ('SHORE', 'pobj', 'TO'), ('.', 'punct', 'SKIPPED'), ('POSSIBLE', 'compound', 'LOCK'), ('CONTROL', 'compound', 'LOCK'), ('LOCK', 'ROOT', 'LOCK'), ('.', 'punct', 'LOCK'), ('     ', '', '.')]",-0.1999999999999999,[]
19921215055859I,REAR HALF OF MAIN CABIN DOOR OPENED ON CLIMB. RETURNED. LANDED SAFELY. PILOT UNSURE IF DOOR PROPERLY CLOSED.       ,[],"[('CLIMB', 'ORG')]","[('REAR', 'VERB'), ('HALF', 'NOUN'), ('OF', 'ADP'), ('MAIN', 'ADJ'), ('CABIN', 'PROPN'), ('DOOR', 'PROPN'), ('OPENED', 'VERB'), ('ON', 'ADP'), ('CLIMB', 'PROPN'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('.', 'PUNCT'), ('LANDED', 'PROPN'), ('SAFELY', 'PROPN'), ('.', 'PUNCT'), ('PILOT', 'NOUN'), ('UNSURE', 'VERB'), ('IF', 'ADP'), ('DOOR', 'PROPN'), ('PROPERLY', 'PROPN'), ('CLOSED', 'PROPN'), ('.', 'PUNCT'), ('      ', 'SPACE')]","['rear', 'half', 'of', 'main', 'CABIN', 'DOOR', 'open', 'on', 'CLIMB', '.', 'RETURNED', '.', 'LANDED', 'SAFELY', '.', 'PILOT', 'UNSURE', 'if', 'DOOR', 'PROPERLY', 'CLOSED', '.', '      ']","[('REAR', 'compound', 'HALF'), ('HALF', 'ROOT', 'HALF'), ('OF', 'prep', 'HALF'), ('MAIN', 'amod', 'CLIMB'), ('CABIN', 'compound', 'CLIMB'), ('DOOR', 'compound', 'CLIMB'), ('OPENED', 'compound', 'CLIMB'), ('ON', 'compound', 'CLIMB'), ('CLIMB', 'pobj', 'OF'), ('.', 'punct', 'HALF'), ('RETURNED', 'ROOT', 'RETURNED'), ('.', 'punct', 'RETURNED'), ('LANDED', 'compound', 'SAFELY'), ('SAFELY', 'ROOT', 'SAFELY'), ('.', 'punct', 'SAFELY'), ('PILOT', 'ROOT', 'PILOT'), ('UNSURE', 'nmod', 'CLOSED'), ('IF', 'pobj', 'UNSURE'), ('DOOR', 'compound', 'CLOSED'), ('PROPERLY', 'compound', 'CLOSED'), ('CLOSED', 'ROOT', 'CLOSED'), ('.', 'punct', 'CLOSED'), ('      ', '', '.')]",0.1,[]
19930226006089I,ON CLIMBOUT THE LEFT SIDE OF ENGINE COWLING CAME LOOSE. RETURNED TO AIRPORT. LANDED GEAR UP.                       ,[],[],"[('ON', 'ADP'), ('CLIMBOUT', 'NOUN'), ('THE', 'DET'), ('LEFT', 'ADJ'), ('SIDE', 'PROPN'), ('OF', 'ADP'), ('ENGINE', 'PROPN'), ('COWLING', 'PROPN'), ('CAME', 'PROPN'), ('LOOSE', 'PROPN'), ('.', 'PUNCT'), ('RETURNED', 'NOUN'), ('TO', 'ADP'), ('AIRPORT', 'PROPN'), ('.', 'PUNCT'), ('LANDED', 'PROPN'), ('GEAR', 'PROPN'), ('UP', 'PROPN'), ('.', 'PUNCT'), ('                      ', 'SPACE')]","['on', 'climbout', 'the', 'left', 'SIDE', 'of', 'ENGINE', 'COWLING', 'CAME', 'LOOSE', '.', 'RETURNED', 'to', 'AIRPORT', '.', 'LANDED', 'GEAR', 'UP', '.', '                      ']","[('ON', 'ROOT', 'ON'), ('CLIMBOUT', 'pobj', 'ON'), ('THE', 'det', 'LEFT'), ('LEFT', 'ROOT', 'LEFT'), ('SIDE', 'appos', 'LEFT'), ('OF', 'prep', 'SIDE'), ('ENGINE', 'compound', 'COWLING'), ('COWLING', 'pobj', 'OF'), ('CAME', 'ROOT', 'CAME'), ('LOOSE', 'npadvmod', 'CAME'), ('.', 'punct', 'CAME'), ('RETURNED', 'ROOT', 'RETURNED'), ('TO', 'prep', 'RETURNED'), ('AIRPORT', 'pobj', 'TO'), ('.', 'punct', 'RETURNED'), ('LANDED', 'compound', 'GEAR'), ('GEAR', 'ROOT', 'GEAR'), ('UP', 'advmod', 'GEAR'), ('.', 'punct', 'GEAR'), ('                      ', '', '.')]",-0.0384615384615384,[]
19921201048469A,DOOR OPENED ON TAKEOFF. TRIED TO RETURN. BUT DESCENDED INTO TREES. STUDENT BECAME FLUSTERED AND LOST CONTROL.      ,[],"[('TAKEOFF', 'ORG')]","[('DOOR', 'PROPN'), ('OPENED', 'VERB'), ('ON', 'ADP'), ('TAKEOFF', 'NOUN'), ('.', 'PUNCT'), ('TRIED', 'VERB'), ('TO', 'PART'), ('RETURN', 'PROPN'), ('.', 'PUNCT'), ('BUT', 'CCONJ'), ('DESCENDED', 'PROPN'), ('INTO', 'PROPN'), ('TREES', 'PROPN'), ('.', 'PUNCT'), ('STUDENT', 'PROPN'), ('BECAME', 'PROPN'), ('FLUSTERED', 'ADJ'), ('AND', 'CCONJ'), ('LOST', 'VERB'), ('CONTROL', 'PROPN'), ('.', 'PUNCT'), ('     ', 'SPACE')]","['DOOR', 'open', 'on', 'takeoff', '.', 'try', 'to', 'RETURN', '.', 'but', 'DESCENDED', 'INTO', 'TREES', '.', 'STUDENT', 'BECAME', 'flustered', 'and', 'lose', 'CONTROL', '.', '     ']","[('DOOR', 'amod', 'TAKEOFF'), ('OPENED', 'compound', 'TAKEOFF'), ('ON', 'compound', 'TAKEOFF'), ('TAKEOFF', 'ROOT', 'TAKEOFF'), ('.', 'punct', 'TAKEOFF'), ('TRIED', 'ROOT', 'TRIED'), ('TO', 'prep', 'TRIED'), ('RETURN', 'pobj', 'TO'), ('.', 'punct', 'TRIED'), ('BUT', 'cc', 'DESCENDED'), ('DESCENDED', 'ROOT', 'DESCENDED'), ('INTO', 'prep', 'DESCENDED'), ('TREES', 'pobj', 'INTO'), ('.', 'punct', 'DESCENDED'), ('STUDENT', 'nmod', 'FLUSTERED'), ('BECAME', 'compound', 'FLUSTERED'), ('FLUSTERED', 'ROOT', 'FLUSTERED'), ('AND', 'cc', 'FLUSTERED'), ('LOST', 'conj', 'FLUSTERED'), ('CONTROL', 'dobj', 'LOST'), ('.', 'punct', 'FLUSTERED'), ('     ', '', '.')]",0.0,[]
