,index,input,head,relation,tail
1036,541,UNABLE TO STOP RIGHT DRIFT ON TAKEOFF CLIMB WITH CAMERA MOUNTED ON WING STRUT. TRIP LINE ON WING REDUCED LIFT.     ,2008 Summer Olympics,country,China
1037,541,UNABLE TO STOP RIGHT DRIFT ON TAKEOFF CLIMB WITH CAMERA MOUNTED ON WING STRUT. TRIP LINE ON WING REDUCED LIFT.     ,Beijing,country,China
1038,541,UNABLE TO STOP RIGHT DRIFT ON TAKEOFF CLIMB WITH CAMERA MOUNTED ON WING STRUT. TRIP LINE ON WING REDUCED LIFT.     ,China,capital,Beijing
1039,542,TRIED TO TAKE OFF WITH TIEDOWN ROPE ATTACHED TO SKID. LOST CONTROL. HELICOPTER ROLLED OFF TOP OF BUILDING.         ,tire went flat,has effect,take off
1040,543,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,helicopter,has part,trailer-bed
1041,543,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,helicopter,has part,skid tie-down
1042,543,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,trailer-bed,part of,helicopter
1043,543,TRIED TO TAKE OFF WITH UNDER INFLATED TIRE. TIRE WENT FLAT. LOST CONTROL. RAN OFF RUNWAY AND OVERTURNED.           ,skid tie-down,part of,helicopter
1044,544,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",auto,has part,park brake
1045,544,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",auto,has part,trim nose down
1046,544,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",park brake,part of,auto
1047,544,"TRIED TO TAKEOFF FROM TRAILER-BED WITH ONE SKID TIE-DOWN STILL FASTENED. HELICOPTER TOPPLED OVER, HIT GROUND CREW. ",trim nose down,part of,auto
1048,545,"UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY",landing gear,different from,emergency gear
1049,545,"UNABLE TO ROTATE. ABORTED TOO LATE. HIT AUTO OFF END OF RUNWAY. FACTORS; PARK BRAKE ON, TRIM NOSE DOWN, AIR DENSITY",emergency gear,different from,landing gear
1050,546,PILOT FORGOT TO USE EMERGENCY GEAR LOWERING SYSTEM TO LOWER LANDING GEAR. LANDED GEAR UP.                          ,oleo strut,part of,aircraft gear
1051,547,LANDING GEAR OLEO STRUT CAME APART DURING TAKEOFF. AIRCRAFT GEAR COLLAPSED AND AIRPLANE NOSED OVER DURING LANDING. ,vsi,subclass of,altitude
1052,548,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ",91.27,followed by,91.31
1053,548,"LOST AIRSPEED, ALTITUDE AND VSI ON CLIMBOUT. LOST ELECTRIC POWER.  TAPE ON STATIC PORTS, BAD CIRCUIT BREAKER.      ",91.31,follows,91.27
1054,549,ZA ZG ZH ZK HEAVY RAIN WITH OIL ON WINDSHIELD. LANDED OK. NO OIL LEAKS. ALSO NON COMPLIANCE WITH 91.27 AND 91.31.  ,up position,subclass of,gear switch
1055,550,"GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ",wing,part of,jumbo jet
1056,550,"GEAR SWITCH LEFT IN UP POSITION BY MAINTENANCE, UNOTICED BY PILOT. GEAR COLLAPSED ON TAKEOFF ROLL.                 ",jumbo jet,has part,wing
1057,551,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ",main gear,part of,gear problem
1058,551,"JACK PAD FELL FROM WING DURING TAKEOFF, STRUCK AND DAMAGED REAR PROPELLER. PILOT COULD NOT SYNCRONIZE PROPELLERS.  ",gear problem,has part,main gear
1059,552,RIGHT MAIN GEAR COLLAPSED ON TAKEOFF ROLL. PILOT AWARE OF GEAR PROBLEM. NO CORRECTIVE ACTION OR SIGN OFF.          ,gear retraction,part of,takeoff
1060,553,LOUD NOISES ON GEAR RETRACTION ON TAKEOFF. UNSCHEDULED SAFE LANDING MADE. FOUND TOWBAR PIN IN NOSEWHEEL AXLE.      ,spoilers,part of,towplane
1061,553,LOUD NOISES ON GEAR RETRACTION ON TAKEOFF. UNSCHEDULED SAFE LANDING MADE. FOUND TOWBAR PIN IN NOSEWHEEL AXLE.      ,towplane,has part,spoilers
1062,554,"TOOK OFF WITH SPOILERS UNLOCKED. EFFORT TO CLOSE,LOST TOWPLANE, RELEASED. TURNED BACK HIT RUNWAY. HIGH SINK RATE.  ",taxxied on road struck sign,used by,taxi pilot
1063,555,DURING TAXI PILOT MISUNDERSTOOD INSTRUCTIONS. TAXXIED ON ROAD STRUCK SIGN. THIS IS FIFTH OCCURRENCE ON THIS AIRPORT,cork,subclass of,visual indicator
1064,556,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ",crashed,has cause,collided with parked aircraft
1065,556,"ZA ZG SUSPECTED FUEL LEAK, RETURNED, NO FUEL LEAK. CORK TYPE VISUAL INDICATOR STUCK, THEN DROPPED SUDDENLY.        ",collided with parked aircraft,has effect,crashed
1066,557,"GOT OUT OF AIRCRAFT TO TURN PROP THRU. ENGINE STARTED, AIRPLANE COLLIDED WITH PARKED AIRCRAFT. MAGS CHECKED NORMAL.",engine,has part,cowling
1067,557,"GOT OUT OF AIRCRAFT TO TURN PROP THRU. ENGINE STARTED, AIRPLANE COLLIDED WITH PARKED AIRCRAFT. MAGS CHECKED NORMAL.",cowling,part of,engine
1068,558,ENGINE COWLING INSPECTION DOOR CAME OFF ON TAKEOFF BECAUSE IT WAS NOT PROPERLY FASTENED. PILOT RETURNED TO PAD.    ,fuel exhaustion,facet of,fuel
1069,559,AIRCRAFT FORCED TO LAND DUE TO FUEL EXHAUSTION. FLIGHT AND GROUND CREWS FAILED TO DETERMINE FUEL ON BOARD.         ,right wheel,part of,propeller
1070,559,AIRCRAFT FORCED TO LAND DUE TO FUEL EXHAUSTION. FLIGHT AND GROUND CREWS FAILED TO DETERMINE FUEL ON BOARD.         ,propeller,has part,right wheel
1071,560,DURING TAXI RIGHT WHEEL WENT OFF CONCRETE INTO HIDDEN DITCH. DAMAGED PROPELLER.                                    ,aircraft,has part,glide slope receiver
1072,560,DURING TAXI RIGHT WHEEL WENT OFF CONCRETE INTO HIDDEN DITCH. DAMAGED PROPELLER.                                    ,glide slope receiver,part of,aircraft
1073,561,PILOT ATTEMPTED ILS APPROACH WHEN AIRCRAFT DID NOT HAVE GLIDE SLOPE RECEIVER CAPABILITIES.                         ,1988 Summer Olympics,point in time,1988
1074,562,"ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.                                                               ",runway,different from,runway
1075,562,"ZA ENGINE QUIT, LANDED OK. FOUND WATER IN FUEL TANK.                                                               ",runway,different from,runway
1076,563,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ",wing,connects with,fuel tank
1077,563,"DURING PRECAUTIONARY LANDING, WING STRUCK HIGH VEGETATION ON SIDE OF RUNWAY CAUSING LOSS OF DIRECTIONAL CONTROL.   ",fuel tank,connects with,wing
1078,564,LOUD POP AND VIBRATION IN FLIGHT. STRUCK WING ON A TREE LANDING ON A ROAD. FUEL TANK COVER OPEN. NOT SECURED.      ,mud-daubers,part of,runway
1079,565,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY MUD-DAUBERS.  ,nose wheel,part of,elevator
1080,565,ENGINE QUIT ON TAKEOFF. CRASH-LANDED IN CLEARING OFF END OF RUNWAY. FOUND FUEL TANK VENTS CLOGGED BY MUD-DAUBERS.  ,elevator,has part,nose wheel
1081,566,AIRCRAFT NOSE WHEEL BROKE OFF AFTER PILOT ABORTED TAKEOFF. ELEVATOR TRIM POSITION WAS FACTOR.                      ,runway,use,takeoff
1082,567,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.   ,aircraft wheel,part of,runway
1083,567,BAGGAGE DOOR CAME OPEN ON TAKEOFF ROLL. ABORTED LATE. RAN OFF END OF RUNWAY. HAD FAILED TO SECURE DOOR PROPERLY.   ,runway,has part,aircraft wheel
1084,568,AIRCRAFT WHEEL HIT HOLE IN RUNWAY SHEARING OFF GEAR AND CAUSING AIRCRAFT TO VEER OFF RUNWAY.                       ,F/A-18 Hornet,manufacturer,Continental Airlines
1085,569,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ",helicopter,has part,long line
1086,569,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ",helicopter,has part,bucket attached
1087,569,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ",long line,part of,helicopter
1088,569,"AFTER ENGINE STARTED RUNNING ROUGH ON APPROACH, PILOT LANDED SHORT OF RUNWAY. ENGINE WAS NOT FEATHERED.            ",bucket attached,part of,helicopter
1089,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,wing,has part,fuel tank
1090,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,wing,has part,fuel probe
1091,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,fuel tank,part of,wing
1092,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,fuel tank,has part,fuel probe
1093,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,fuel probe,part of,wing
1094,570,TRIED TO TAKE OFF WITH LONG LINE AND BUCKET ATTACHED. CAUGHT ON TRUCK. SLAMMED HELICOPTER INTO GROUND.             ,fuel probe,part of,fuel tank
1095,571,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,crash,has cause,tail flutter
1096,571,#2 ENGINE FLAMED OUT. FOUND RT WING FUEL TANK DRY ALSO RIGHT INBOARD FUEL PROBE READING 375 POUNDS WHEN TANK EMPTY.,tail flutter,has effect,crash
1097,572,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.           ,pilot,item operated,electrical switch
1098,572,FIRST FLIGHT OF AIRCRAFT RESULTED IN CRASH. AIRCRAFT HAD EXPERIENCED TAIL FLUTTER DURING PREVIOUS TESTS.           ,electrical switch,used by,pilot
1099,573,PILOT TRIED TO RELEASE SLING LOAD WITH ELECTRICAL SWITCH WHICH FAILED. PILOT FAILED TO USE MECHANICAL RELEASE.     ,flaps,part of,aircraft
1100,574,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,pilot,item operated,aircraft
1101,574,PILOT ATTEMPTED TAKEOFF WITH FLAPS. AIRCRAFT REACHED 200 TO 300 FEET THEN CRASHED OFF AIRPORT.                     ,aircraft,operator,pilot
1102,575,"PILOT ATTEMPTED TAKEOFF WITH HEAVY FROST ON AIRCRAFT. AIRCRAFT CLIMBED BRIEFLY, THEN CRASHED.                      ",tug,subclass of,aircraft
1103,576,AIRCRAFT TOW BAR BROKE AND AIRCRAFT OVERRAN TUG WHILE BEING TOWED TO GATE.                                         ,safety pin,part of,retract nose gear
1104,577,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.            ,prop,part of,engine
1105,577,UNABLE TO RETRACT NOSE GEAR. RETURNED AND MADE AN OVERWEIGHT LANDING. NOSE GEAR SAFETY PIN NOT REMOVED.            ,engine,has part,prop
1106,578,"LOW BATTERY. HAND TURNED PROP TO POSITION STARTER. ENGINE STARTED. UNCHOCKED AIRPLANE, RAN INTO TOWER BUILDING.    ",floatation bag,part of,checklist
1107,578,"LOW BATTERY. HAND TURNED PROP TO POSITION STARTER. ENGINE STARTED. UNCHOCKED AIRPLANE, RAN INTO TOWER BUILDING.    ",checklist,has part,floatation bag
1108,579,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.          ,left gear strut,connects with,squat switch
1109,579,INADVERTENTLY DEPLOYED FLOATATION BAGS ON TAKEOFF. RETURNED. SWITCH IN ARMED POSITION. REVISED CHECKLIST.          ,squat switch,connects with,left gear strut
1110,580,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ",landing gear,different from,gear up
1111,580,"AFTER TAKEOFF, GEAR REFUSED TO RETRACT. LEFT GEAR STRUT WAS FLAT FROM LOOSE VALVE AND SQUAT SWITCH STAYED CLOSED.  ",gear up,different from,landing gear
1112,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,2004 Summer Olympics,point in time,2004
1113,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,2004 Summer Olympics,location,Athens
1114,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,2004 Summer Olympics,country,Greece
1115,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,2004 Summer Olympics,location,Athens
1116,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,country,Greece
1117,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,located in the administrative territorial entity,Athens
1118,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,country,Greece
1119,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,located in the administrative territorial entity,Athens
1120,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,country,Greece
1121,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Greece,capital,Athens
1122,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Greece,capital,Athens
1123,581,PILOT PLACED LANDING GEAR SWITCH DOWN. FAILED TO CHECK GREEN LIGHTS AND LANDED GEAR UP. FOUND ALTERNATOR SWITCH OFF,Athens,country,Greece
1124,582,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,prop,part of,gear
1125,582,ZA PILOT TOOK OFF WITH GEAR PINS STILL IN. RETURNED TO AIRPORT AND HAD THEM REMOVED.                               ,gear,has part,prop
1126,583,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.                  ,fire,location,apu
1127,583,PILOT TOOK OF WITH TOW BAR ATTACHED. PROP HIT TOW BAR WHEN GEAR WAS RETRACTED. MADE SAFE LANDING.                  ,fire,location,apu
1128,584,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,door light came on,part of,autopilot
1129,584,ORDERED APU DISCONNECT. BEGAN TAXI WITH APU STILL ATTACHED. APU CAUGHT FIRE. COMPANY ACTION AGAINST CREW.          ,autopilot,has part,door light came on
1130,586,"WARPED LOOSE FUEL CAPS ALLOWED FUEL SIPHONING AND CELL COLLAPSE. ENGINE QUIT, OUT OF FUEL. NIGHT CRASH LANDED.     ",forced landing,subclass of,takeoff
1131,587,ENGINE QUIT SHORTLY AFTER TAKEOFF. MADE A FORCED LANDING IN A FIELD. WATER FOUND IN FUEL SYSTEM.                   ,a/n,subclass of,threads
1132,588,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,landing,has cause,icing
1133,588,PILOT LOST CONTROL AFTER TAKEOFF AND DIVED INTO GROUND WHEN 3X 1/4 A/N BOLT CAME OFF. 3 THREADS WERE STRIPPED.     ,icing,has effect,landing
1134,589,PILOT CONTINUED FLIGHT INTO ICING CONDITIONS. AIRCRAFT HEAVY WITH ICE DURING LANDING AND GEAR COLLAPSED.           ,crashed during takeoff from platform,has cause,refueling
1135,589,PILOT CONTINUED FLIGHT INTO ICING CONDITIONS. AIRCRAFT HEAVY WITH ICE DURING LANDING AND GEAR COLLAPSED.           ,refueling,has effect,crashed during takeoff from platform
1136,590,HELICOPTER CRASHED DURING TAKEOFF FROM PLATFORM. INVESTIGATION REVEALED REFUELING HOSE WAS NOT DISCONNECTED.       ,runway,part of,logan
1137,590,HELICOPTER CRASHED DURING TAKEOFF FROM PLATFORM. INVESTIGATION REVEALED REFUELING HOSE WAS NOT DISCONNECTED.       ,logan,has part,runway
1138,591,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",cowling,part of,aircraft
1139,591,"PILOT FLEW CROSS COUNTRY WITH LOW BATTERY. HAD RADIO TROUBLE, UNABLE TO ACTIVATE RUNWAY LIGHTS, DIVERTED TO LOGAN. ",aircraft,has part,cowling
1140,592,LOOSE COWLING AFTER TAKEOFF. COWLING SEPARATED FROM AIRCRAFT. NO OTHER DAMAGE.                                     ,fuel starvation,subclass of,engine failure
1141,593,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,loose cowling,opposite of,fastened cowling
1142,593,ENGINE FAILED TO PRODUCE POWER AND PILOT AUTOROTATED INTO A FIELD. FAILURE WAS THE RESULT OF FUEL STARVATION.      ,fastened cowling,opposite of,loose cowling
1143,594,LOOSE COWLING. LANDED ON ISLAND FIELD. FASTENED COWLING. NOSED OVER TRYING TO TAKEOFF ON ROUGH GROUND.             ,landing gear,use,takeoff
1144,595,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,cowling,part of,engine
1145,595,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,throttle,part of,engine
1146,595,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,engine,has part,cowling
1147,595,UNABLE TO RAISE GEAR ON TAKEOFF. RETURNED. FAILED TO REMOVE LANDING GEAR PINS.                                     ,engine,has part,throttle
1148,596,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",loss of control,has cause,auto landing
1149,596,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ",auto landing,has effect,loss of control
1150,597,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",pilot,item operated,engine
1151,597,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING",engine,operator,pilot
1152,598,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.                          ,engine,has part,fuel
1153,598,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.                          ,fuel,part of,engine
1154,599,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,airport,has part,vectors to ils approach
1155,599,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,vectors to ils approach,part of,airport
1156,600,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",oil cap,part of,engine
1157,600,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",engine,has part,oil cap
1158,601,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.                           ,landing,follows,lift off
1159,602,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,dry,different from,lube
1160,602,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,lube,different from,dry
1161,603,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,aileron,connects with,elevator
1162,603,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,elevator,connects with,aileron
1163,604,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.          ",taxi,subclass of,takeoff
1164,605,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,seat,part of,takeoff
1165,605,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,takeoff,has part,seat
1166,606,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH.                                      ,crashed and turned,item operated,helicopter
1167,607,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF. HELICOPTER CRASHED AND TURNED. PILOTS STORY DIFFERS.     ,runway,use,takeoff
1168,608,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER.           ",runway,part of,aircraft
1169,608,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER.           ",aircraft,has part,runway
1170,609,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ",engine,has part,cowling
1171,609,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ",cowling,part of,engine
1172,610,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,oil cap 315510704,located in the administrative territorial entity,memphis
1173,611,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,pilot,item operated,cabin door
1174,611,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,cabin door,operator,pilot
1175,612,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.            ,pilot,field of this occupation,liftoff
1176,612,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.            ,liftoff,practiced by,pilot
1177,613,"FAILED TO CLIMB ON LIFTOFF. ABORTED, BOUNCED OFF END OF RUNWAY. PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE.        ",pilot,item operated,glider
1178,613,"FAILED TO CLIMB ON LIFTOFF. ABORTED, BOUNCED OFF END OF RUNWAY. PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE.        ",glider,operator,pilot
1179,614,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,overrun,subclass of,aborted
1180,615,"ENGINE MISSED ON TAKEOFF ROLL, ABORTED, RAN OFF END OF RUNWAY. HIT DITCH IN OVERRUN. OUTSIDE STORAGE, WATER IN FUEL",ifr,subclass of,jet fuel
1181,616,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,aileron,used by,pilot
1182,617,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,parking brake,part of,brake system
1183,617,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,brake system,has part,parking brake
