index,c5_id,c119_text,entities,labels
29087,19890830032899I,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.  ,TOW ON TAKEOFF,PRODUCT
29562,19890826059819I,DOOR OPENED EN ROUTE. UNABLE TO COMMUNICATE WITH TOWER. DISRUPTED TRAFFIC. LANDED SAFELY.                          ,OPENED EN ROUTE,FAC
30379,19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,20,CARDINAL
829,19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,5,CARDINAL
1051,19900404026989I,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,BOSTON,GPE
2940,19900629023099A,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ",300 FT,QUANTITY
4921,19901115062689A,YAWED 180 DEGREES AND SETTLED HARD TO RUNWAY WHILE TAXIING TO RUNWAY. HYDRAULIC TEST AND OFF SWITCHES IDENTICAL.   ,180,CARDINAL
6316,19910102001329I,FUEL EXHAUSTION. SWITCHED TANKS BUT UNABLE TO RESTART. LANDED ON HIGHWAY. FUEL DRAIN TRAPPED OPEN AND LEAKING.     ,LANDED ON HIGHWAY,FAC
9291,19910623033909I,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE. WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT.       ,32,CARDINAL
9823,19910724029799A,"EARLY LIFT OFF WITH 30 DEGREES FLAPS. STAYED BEHIND POWER CURVE,STALLED AVOIDING RISING TERRAIN. AT GROSS WEIGHT.  ",30,CARDINAL
10173,19910816034689A,OIL ON WINDSHIELD ON CLIMBOUT. MADE A 180 TO COME BACK TO RUNWAY. COLLIDED WITH A FENCE. OIL FILLER CAP NOT SECURED,180,CARDINAL
12342,19920223003339A,FAILED TO CLIMB ON TAKEOFF FROM SHORT STRIP. SETTLED TO GROUND. REPORTED LOW RPM. FOUND PROP IN CRUISE PITCH.      ,CRUISE PITCH,PRODUCT
14453,19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,150,CARDINAL
17701,19921217050819A,ENGINE QUIT ON SLOW FLIGHT DEMO. NO STARTER. CRASHED TRYING FOR A ROAD. ENGINE WOULDN'T IDLE BELOW 70 MPH.         ,70,CARDINAL
18817,19930105002509A,LOST POWER BOTH ENGINES. LANDED ON SEA ICE. HIT PRESSURE RIDGE. WATER ICE IN FUEL. NO PRIST ADDED OR SUMPS DRAINED.,LANDED ON SEA ICE,PRODUCT
21246,19931208046329A,BALANCE BALLAST WEIGHT NOT SWITCHED TO REAR FOR 2 OCCUPANTS. WAS FORWARD FOR STUDENT SOLO. CRASHED NOSE DOWN.      ,2,CARDINAL
21472,19931006037779A,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,11,CARDINAL
21746,19931029041169A,TIED DOWN ON OIL RIG. HURRIED DEPARTURE. FAILED UNTIE LEFT FRONT SKID. SPUN. ROTORS FLEXED CHOPPED TAIL. HIT DECK. ,SPUN,ORG
22579,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,GULF,LOC
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",NASHVILLE,GPE
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",TN,GPE
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",BNA,GPE
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",DAYTON,GPE
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",OH,GPE
23493,19940209001909I,"NARRATIVE: AIRMAN/AIR AGENCY COMPETENCE: PRIOR TO DEPARTURE OF FLIGHT 381, FROM NEWARD, NEW JERSEY, THE AIRCRAFT WA",381,CARDINAL
23493,19940209001909I,"NARRATIVE: AIRMAN/AIR AGENCY COMPETENCE: PRIOR TO DEPARTURE OF FLIGHT 381, FROM NEWARD, NEW JERSEY, THE AIRCRAFT WA",NEW JERSEY,GPE
24227,19940329008349A,ON APPROACH TO OLV ADDED POWER TO LEVEL OFF. ENGINE FAILED RESPOND. STRUCK TREES LANDING. CARB ICE. WATER IN FUEL. ,CARB ICE,PRODUCT
24460,19940122007719I,"NARRATIVE: THE PILOT-IN-COMMAND, A CERTIFIED FLIGHT INSTRUCTOR (CFI) WROTE, ""THE STUDENT PILOT IS A QUALIFIED SOLO ",CFI,ORG
24545,19940111024519I,"NARRATIVE: ON JANUARY 1, 1994, CONVAIR 440/580, N5123, OPERATED BY GENERAL MOTORS AIR TRANSPORTATION, PILOTED BY CA","JANUARY 1, 1994",DATE
24895,19940515010879A,"LOST LEFT ENGINE. SHUTDOWN THEN RIGHT LOST POWER. CRASHED NEAR COUNTY ROAD, NO MECHANICAL. FUEL TANKS EMPTY.       ",CRASHED NEAR COUNTY ROAD,FAC
25166,19940807032099I,LOST POWER LANDED I75. BELIEVED FUEL CONTAMINATION. NOT ALLOWED. DEPART UNLESS CAUSE FOUND. CLEARED BY FAA.        ,I75,CARDINAL
25166,19940807032099I,LOST POWER LANDED I75. BELIEVED FUEL CONTAMINATION. NOT ALLOWED. DEPART UNLESS CAUSE FOUND. CLEARED BY FAA.        ,FAA,ORG
25381,19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ","JULY 21, 1994",DATE
25381,19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",BELL HELICOPTER,ORG
25381,19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",206,CARDINAL
25381,19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",GILLESPIE AIRPORT,FAC
25381,19940721031609I,"NARRATIVE: ON JULY 21, 1994, BELL HELICOPTER, MODEL 206, N2750F, PREPARED TO DEPART GILLESPIE AIRPORT (SEE), EL CAJ",EL CAJ,ORG
25393,19940620048819A,LOST POWER ON LOCAL FLIGHT. LANDED ON HIGHWAY. FLIPPED OVER. FIRST TIME FLOW IN 4 YEARS. IGNITERS WERE OIL FOULED. ,LANDED ON HIGHWAY,FAC
25393,19940620048819A,LOST POWER ON LOCAL FLIGHT. LANDED ON HIGHWAY. FLIPPED OVER. FIRST TIME FLOW IN 4 YEARS. IGNITERS WERE OIL FOULED. ,4 YEARS,DATE
25590,19940715034609I,"NARRATIVE: THE PILOT STATED THAT, WHILE IN CRUISE FLIGHT OVER THE GULF OF MEXICO, HE FELT A SLIGHT YAW IN THE AIRCR",MEXICO,GPE
25594,19940530012939A,RUSHED TAKEOFF. NO RUNUP. LEFT ENGINE QUIT ON ROTATION. WING HIT. CARTWHEELED. BOOST PUMP NOT ON FOR 100 DEGREES.  ,100,CARDINAL
26274,19940604028919I,POWER LOSS ON LIFTOFF. LANDED REMAINING RUNWAY. FUEL SELECTOR NOT IN DETENT.                                       ,LIFTOFF,PRODUCT
26401,19940809021049A,UNCONTROLLED LEFT ROLL ON LIFTOFF. ABORTED. LEFT WING HIT. CARTWHEELED. USED 20 DEGREES FLAPS. LIMITING AILERONS.  ,20,CARDINAL
27670,19941118043129I,ENGINE QUIT ON CLIMBOUT. MADE 180. LANDED SAFE ON GRASS. WATER IN FUEL DUE TO FUEL TANK SENDING UNIT SEAL LEAKING. ,180,CARDINAL
27870,19941211043799I,ENGINE QUIT. MADE EMERGENCY LANDING ON AIRPORT. ICE PARTICLES IN FUEL CAUSED CARBURETOR NEEDLE VALVE TO STICK OPEN.,AIRPORT,FAC
76,19950112008339I,"NARRATIVE: DURING DESCENT INTO WILLISTON AIRPORT (ISN), ND THE FLIGHT CREW EXPERIENCED THE LOSS OF THE ELEVATOR TRI",WILLISTON AIRPORT,FAC
76,19950112008339I,"NARRATIVE: DURING DESCENT INTO WILLISTON AIRPORT (ISN), ND THE FLIGHT CREW EXPERIENCED THE LOSS OF THE ELEVATOR TRI",ISN,ORG
110,19950118003799I,"NARRATIVE: ON JANUARY 18, 1995, DELTA AIRLINES FLIGHT #1691, AFTER LANDING ON RUNWAY 20 AT IDAHO FALLS, ID (FANNING","JANUARY 18, 1995",DATE
110,19950118003799I,"NARRATIVE: ON JANUARY 18, 1995, DELTA AIRLINES FLIGHT #1691, AFTER LANDING ON RUNWAY 20 AT IDAHO FALLS, ID (FANNING",20,CARDINAL
256,19950208003549A,LOST POWER TRIED FOR OPEN FIELD. STRUCK TREES. WATER AND ICE IN FUEL SYSTEM. PRIOR PROBLEM. MAG SWITCH ON ONE MAG. ,ONE,CARDINAL
420,19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T",1,CARDINAL
420,19950215047429I,"NARRATIVE: PILOT DEPARTED RWY 28L, VFR, REPORTED ENGINE FAILURE APPROX. 1 MILE WEST OF AIRPORT. ATC CLEARED PILOT T",MILE WEST OF AIRPORT,FAC
508,19950225002549A,LOST POWER AFTER NOTING LOW FUEL. LANDED GEAR UP IN FIELD. BELEIVE QUICK DRAIN LEAKED 12 GALLONS FUEL EN ROUTE.    ,12,CARDINAL
610,19950314029269I,"NARRATIVE: ON MARCH 14, 1995, N7016M, AN AMATEUR BUILT AIRCRAFT, MADE AN EMERGENCY OFF AIRPORT LANDING NEAR THE BLO","MARCH 14, 1995",DATE
680,19950321009089I,"NARRATIVE: AFTER TAKE-OFF FROM WAINWRIGHT AS, AK. WITH 2 PASSENGERS, THE REAR CARGO DOOR CAME OPEN AT APPROX. 70 FT",2,CARDINAL
874,19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE","MARCH 20, 1995",DATE
874,19950420011449I,"NARRATIVE: ON MARCH 20, 1995, A PITTS, PIS-1, OWNED AND OPERATED BY ROBERT HIGBEE WHILE ON A PLEASURE FLIGHT, LANDE",ROBERT HIGBEE,PERSON
909,19950412011379I,"NARRATIVE: ON 04/12/95 A DC-6-B, N4390F OPERATED BY EVERTS AIR FUEL INC., DEPARTED THE RAMP AT FAIRBANKS INT'L AFTE",FAIRBANKS,GPE
948,19950123047799A,ON TAKEOFF PLANNED 180 PIVET PRIOR HOVERING. DURING PIVOT ROTATED 70 DEGREES LEFT. PITCHED UP. TIEDOWN ATTACHED.   ,180,CARDINAL
948,19950123047799A,ON TAKEOFF PLANNED 180 PIVET PRIOR HOVERING. DURING PIVOT ROTATED 70 DEGREES LEFT. PITCHED UP. TIEDOWN ATTACHED.   ,70,CARDINAL
952,19950416008229A,STARTED ENGINE AND FORGOT TO UNTIE MAIN ROTOR BLADE. BLADE BROKE OFF AT 60 PERCENT POWER.                          ,60,CARDINAL
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",CINCINNATI,GPE
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",KENTUCKY,GPE
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",AIRPORT,GPE
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",COVINGTON,GPE
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",KENTUCKY,GPE
1099,19950129005889I,"NARRATIVE: COMA #4280, DEPARTED CINCINNATI/NORTHERN KENTUCKY INTERNATIONAL AIRPORT, COVINGTON, KENTUCKY, 1000 LOCAL",1000,CARDINAL
1187,19950525012979A,DURING ANNUAL RELEASED UNSIGNED FOR CHARTER. ROLLED OVER ON CLIMBOUT. BURNED. RIGHT PROP FEATHERED. NO 135 LISCENSE,135,CARDINAL
1382,19950417029249I,2 TAKEOFF ABORTS.AUTO THROTTLE FAILED ENGAGE.TAKEOFF EPR NOT PROGRAMED IN TO FMC.CHECK LIST IMPROPERLY PERFORMED.  ,2,CARDINAL
1395,19950418010119I,NARRATIVE: MR. ROBIDOUX STATED THAT HE TAXIED THE AIRCRAFT FROM THE PARKING SPOT NEAR NORTHEAST AIR PROCEEDING TO R,ROBIDOUX,PERSON
1519,19950620026759I,CARGO DOOR CAME OPEN ON TAKEOFF. MANUEVERED LAND ON RAMP.BAGGAGE FELL OUT INJESTED BY ENGINE. 30 DAY GROUND BY CO. ,30 DAY,DATE
2020,19950730035019I,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               ,10,CARDINAL
2020,19950730035019I,LOST RADIO CONTACT 10 MILES OUT. SQAWKED 7500 IN ERROR. LANDED IKK. MET BY POLICE. GENERATOR FAILED.               ,7500,CARDINAL
2432,19950903030819A,STRUCK POWER LINES ON APPROACH. CAME TO REST WING CAUGHT BY POWER LINE. PILOT REPORTED MISUSED SPOILERS. (-23) DURI,23,CARDINAL
2472,19950701026479I,DURING CHECK OUT IN 680 FLP NOSE GEAR COLLAPSED LANDING. HAD LOOSE STEERING MISSING BUSHING AND LOOSE GEAR.        ,680,CARDINAL
2526,19950910034359I,ON DESCENT LEFT BRAKE NO PRESSURE RISE. SET BRAKE THEN OVERLOOKED FOR LANDING. BLEW ALL 4 MAIN TIRES. SUSPENDED.   ,4,CARDINAL
2565,19950918034829I,ON TAKEOFF LIFTOFF REALIZED GUST LOCKS STILL INSTALLED. ABORTED. RAN OFF END RUNWAY. COLLAPSED NOSE GEAR.          ,TAKEOFF LIFTOFF,PRODUCT
2959,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,PHILADELPHIA,GPE
2959,19951116045649I,NARRATIVE: AIRCRAFT N363BE DEPARTED PHILADELPHIA (PHL) AT APPROXIMATELY 1:40 PM AND DURING CLIMB THE #2 ENGINE OUTB,2,CARDINAL
2967,19951117041119I,"NARRATIVE: ON FINAL APPROACH TO RUNWAY 34 AT PAM, THE PILOT NOTICED THAT AILERON CONTROL WAS MINIMAL. AFTER AN UNEV",34,CARDINAL
3137,19951113036469A,UNCONTROLLABLE ON LIFTOFF. ABORTED. LANDED OFF END RUNWAY. CONTROL LOCK WAS STILL ON.                              ,LIFTOFF,PRODUCT
3186,19951114046609I,"NARRATIVE: DELTA FLIGHT 981 WAS BEING MARSHALLED INTO PARKING AT AVL WITH WING WALKERS. JUST PRIOR TO STOPPING, AN ",981,CARDINAL
3355,19951222042459A,DRIFTED ON NIGHT LANDING. BEGAN GO ROUND WITH FULL FLAPS. STALLED AT 15FT AGL. NOSED OVER. TOTAL NIGHT OPS 4HRS.   ,15,CARDINAL
3567,19960120003039I,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",32,CARDINAL
3567,19960120003039I,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL","JANUARY 20, 1996",DATE
3567,19960120003039I,"NARRATIVE: N2114J DEPARTED RUNWAY 32 AT KBVY ON SATURDAY, JANUARY 20, 1996 AT 11:19 AM. THE VFR OPERATIONS WAS DUAL",AT 11:19 AM,TIME
3768,19960209004139I,NARRATIVE: TWO KC FSDO INSPECTORS WERE ON THE EXECUTIVE BEECH FBO RAMP INSPECTING AN AIRPLANE WHEN N4517T WAS OBSER,TWO,CARDINAL
3813,19960211010519I,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED ,TORRANCE BAILEY,PERSON
3813,19960211010519I,NARRATIVE: DOING TOUCH AND GOS AT TIME OF INCIDENT. TORRANCE BAILEY IN RIGHT SEAT ON CONTROLS. MIKE TARASKA STATED ,MIKE TARASKA,PERSON
4335,19951220047569I,"NARRATIVE: ON SUNDAY, DECEMBER 24, 1995, AT 1530 MST, A CESSNA 210E, N2323F, LANDED WITH THE MAIN LANDING GEAR IN T","SUNDAY, DECEMBER 24, 1995",DATE
4416,19960425012409I,NARRATIVE: AT ROTATION DURING TAKEOFF A VIBRATION WAS FELT AS WELL AS RAPID PRESSURIZATION FLUCTUATIONS. THE LANDIN,LANDIN,PERSON
4544,19960501031129A,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,USDA,ORG
4544,19960501031129A,USDA AIRCRAFT. ABORTED TAKEOFF DUE LOUD NOISE. FLEW TIRES. LEFT RUNWAY. OVER DEFLICTED UNDER INFLATED TIRES. (-23) ,23,CARDINAL
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",05-12-96,DATE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T","33,000",CARDINAL
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",CHICAGO,GPE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",IL,GPE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",MDW,GPE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",ST. PETERSBURG,GPE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",FL,GPE
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",PIE,ORG
4636,19960512044299I,"NARRATIVE: ON 05-12-96, WHILE ENROUTE AT 33,000 FEET FROM CHICAGO, IL (MDW) TO ST. PETERSBURG, FL (PIE), AMERICAN T",AMERICAN,ORG
4646,19960201004559I,"NARRATIVE: HISTORY OF FLIGHT; ON 02-01-96 AT APPROXIMATELY 1625 LOCAL, MOONEY N231CS, FLOWN BY FRANK E. JOHNSON, RA",FRANK E. JOHNSON,PERSON
4754,19960216001999A,LOST POWER EN ROUTE.SEPARATED LEFT MAIN LANDING GEAR IN ROUGH FIELD. HAD SAT IDLE PRIOR 5 MONTHS. FUEL CONTAMINATED,5,CARDINAL
4944,19960607029719I,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE","FRIDAY, JUNE 7, 1996",DATE
4944,19960607029719I,"NARRATIVE: AT APPROXIMATELY 5:40 PM, FRIDAY, JUNE 7, 1996, MR. STUART W. ASHMUN, THE PILOT IN COMMAND HAD A NOSE GE",STUART W. ASHMUN,PERSON
5042,19960614020959I,"NARRATIVE: AN AMPHIBIOUS AMATEUR BUILT SEARAY AIRCRAFT, N2171N SUSTAINED MINOR DAMAGE AFTER LANDING ON LAKE GENEVA,",LAKE GENEVA,GPE
5221,19960629015619A,FULL FLAPS ON TAKEOFF. BOUNCED AND PORPOISED. FAILED LIFT. OVERRAN RUNWAY HIT BERM. FLAPS 10 NOT 20. NO AG LICENSE.,10,CARDINAL
5221,19960629015619A,FULL FLAPS ON TAKEOFF. BOUNCED AND PORPOISED. FAILED LIFT. OVERRAN RUNWAY HIT BERM. FLAPS 10 NOT 20. NO AG LICENSE.,20,CARDINAL
5457,19960723019539A,LANDING AIRSPEED INDICATED LOW. TRIED GO AROUND. WING HIT POLE. PANCAKED ON CITY STREET. PITOT COVER IN PLACE.     ,PANCAKED ON CITY STREET,FAC
5734,19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,BELWO UMC,ORG
5734,19960524045629A,NOSE BAGGAGE DOOR OPENED ON TAKEOFF. BAGGAGE HIT LEFT PROP. GOT BELWO UMC. LANDED ON SEA ICE. WILL FLY DOOR OPEN.  ,LANDED ON SEA ICE,PRODUCT
5947,19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",MOONEY N253TM,PERSON
5947,19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",BOZEMAN,GPE
5947,19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",MONTANA,GPE
5947,19960817029279I,"NARRATIVE: MOONEY N253TM, A MOONEY 020M, DEPARTED BOZEMAN, MONTANA, GALLATIN FIELD, AND RETURNED FOR LANDING IMMEDI",GALLATIN,GPE
6091,19960901044889I,"NARRATIVE: APPROXIMATELY 15 MINUTES INTO THE FLIGHT, THE PILOT NOTICED A LARGE LOSS OF FUEL AS INDICATED. THE PILOT",15,CARDINAL
6358,19961012032179A,"COLLIDED WITH GROUND DURING AG OPS. FUEL PUMP INOP. FUEL STARVATION. TAIL ROTOR HIT, THEN NOSE HIT A STUMP. (-23) A",23,CARDINAL
6516,19961015037589I,NARRATIVE: AT APPROX. 1700 CST MR. FRYE TAXIED HIS CHALLENGER II FOR AN INTERSECTION TAKEOFF ON A PRIVATE GRASS STR,FRYE,PERSON
6527,19961018033089A,"CRASHED ON TAKEOFF. (.4)THE PILOT STATED THAT HE WAS IN A HURRY, AND WAS TRYING TO COMPLETE HIS TAKEOFF BEFORE THE ",CRASHED ON TAKEOFF,PRODUCT
6633,19961117035929A,LOST POWER AT CRUISE. CRASH LANDED ON HIGHWAY IN A DITCH. FUEL SIPHONING EXHAUSTION. FUEL CAPS NOT SECURED. (-23) A,23,CARDINAL
6766,19961120040099I,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ",SIOUX,GPE
6766,19961120040099I,"NARRATIVE: DURING A CROSS COUNTRY FLIGHT FROM SIOUX FALLS, SD TO OMAHA, NE THE TOP ENTRANCE DOOR HALF CAME OPEN AT ",OMAHA,GPE
6933,19961217044949I,NARRATIVE: START VALVE STAYED OPEN AFTER #2 ENGINE WAS STARTED. MAINTENANCE CLOSED THE VALVE MANUALLY AS PER MEL 80,2,CARDINAL
6933,19961217044949I,NARRATIVE: START VALVE STAYED OPEN AFTER #2 ENGINE WAS STARTED. MAINTENANCE CLOSED THE VALVE MANUALLY AS PER MEL 80,80,CARDINAL
6951,19960820028789I,"NARRATIVE: AIRCRAFT N1JX, A NORTH AMERICAN SABRELINER, MADE A NORMAL APPROACH AND LANDING AT THE MONROE AIRPORT, NO",THE MONROE AIRPORT,FAC
7022,19970116005549I,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,","JANUARY 16, 1997",DATE
7022,19970116005549I,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,",99,CARDINAL
7022,19970116005549I,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,",PROVO,GPE
7022,19970116005549I,"NARRATIVE: ON JANUARY 16, 1997, A BEECH 99, OWNED AND OPERATED BY ALPINE AIR OF PROVO, UTAH, HAD DEPARTED BILLINGS,",UTAH,GPE
7032,19970116011999A,LOST POWER ON FINAL. LANDED SHORT IN TREES. WATER IN FUEL. LEAKY FUEL CAP. HAD BEEN LEFT OUT IN RAIN. (-23) STUDENT,23,CARDINAL
7131,19970111006749I,"NARRATIVE: PILOT STATED TO TWO INTERVIEWING INSPECTORS, HE AND PASSENGERS WERE IN LEVEL FLIGHT AT APPROXIMATELY 250",250,CARDINAL
7190,19960906030579I,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA","SEPTEMBER 6, 1996",DATE
7190,19960906030579I,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA",BEECHCRAFT,ORG
7190,19960906030579I,"NARRATIVE: ON SEPTEMBER 6, 1996, A BEECHCRAFT, BE33A, N7368R PILOTED BY MR. JOHN MONYPENY WAS ENROUTE FROM CATALINA",JOHN MONYPENY,PERSON
