index,c5_id,c119_text,entities,labels
13083,19870326044499A,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT STRUCK A FENCE AND A DITCH ON LANDING. WATER FOUND IN FUEL.             ,THE ENGINE FAILED ON TAKEOFF,PRODUCT
13083,19870326044499A,THE ENGINE FAILED ON TAKEOFF. THE AIRCRAFT STRUCK A FENCE AND A DITCH ON LANDING. WATER FOUND IN FUEL.             ,THE AIRCRAFT STRUCK A FENCE,PRODUCT
13214,19870211003519A,"BOMB THREAT CAUSED NON SCHEDULED LANDING AND EVACUATION. SOME SLIDES FAILED, ONE DETACHED BY ERROR. SEVERAL INJURED",ONE,CARDINAL
13233,19870410009159A,THE AIRCRAFT GROUND LOOPED ON TAKEOFF ROLL. THE PILOT FAILED TO CHECK THE SEAT LATCH AND IT SLID FULL AFT.         ,THE AIRCRAFT GROUND,PRODUCT
13445,19870321007189A,THE ENGINE FAILED SHORTLY AFTER TAKEOFF.  THE AIRCRAFT HIT TREES ON LANDING.  WATER AND DEBRIS IN FUEL SYSTEM.     ,THE ENGINE FAILED SHORTLY AFTER TAKEOFF,PRODUCT
13445,19870321007189A,THE ENGINE FAILED SHORTLY AFTER TAKEOFF.  THE AIRCRAFT HIT TREES ON LANDING.  WATER AND DEBRIS IN FUEL SYSTEM.     ,THE AIRCRAFT HIT TREES ON LANDING,PRODUCT
13449,19870411033269I,ENGINE FAILED ON TAKEOFF AND AIRCRAFT WAS UNABLE TO MAKE THE RUNWAY. WATER AND ALGAE FOUND IN SERVO INDUCTION PUMP.,ENGINE FAILED ON TAKEOFF AND AIRCRAFT,PRODUCT
13466,19870305005389A,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE. PILOT SUSPECTS INADEQUATE PREHEATING.      ,THE ENGINE FAILED ON TAKEOFF AND THE AIRCRAFT IMPACTED THE FROZEN LAKE,PRODUCT
13491,19870408025949I,A CARGO DOOR WARNING LIGHT CAME ON DURING CLIMB.  THE AIRCRAFT RETURNED TO THE AIRPORT.  DOOR IMPROPERLY LATCHED.  ,THE AIRCRAFT,PRODUCT
13505,19870125046099A,THE ENGINE FAILED FROM FUEL EXHAUSTION ON LANDING APPROACH. THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT.     ,THE PILOT FAILED TO ADEQUATELY PREFLIGHT AIRCRAFT,PRODUCT
13508,19870107035099A,THE ENGINE FAILED DURING TAKEOFF AND THE AIRCRAFT STRUCK WIRES.  THE PILOT FAILED TO DRAIN WATER FROM FUEL SYSTEM. ,THE ENGINE FAILED DURING TAKEOFF AND,PRODUCT
13508,19870107035099A,THE ENGINE FAILED DURING TAKEOFF AND THE AIRCRAFT STRUCK WIRES.  THE PILOT FAILED TO DRAIN WATER FROM FUEL SYSTEM. ,THE AIRCRAFT STRUCK WIRES,PRODUCT
13683,19870412049129A,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,THE FLOAT EQUIPPED AIRCRAFT MADE,PRODUCT
13683,19870412049129A,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,A WATER LANDING,PRODUCT
13683,19870412049129A,THE FLOAT EQUIPPED AIRCRAFT MADE A WATER LANDING WITH THE WHEELS DOWN. THE AIRCRAFT NOSED OVER.                    ,THE AIRCRAFT NOSED,PRODUCT
13721,19861205064889A,"THE AIRCRAFT DITCHED WHEN THE ENGINES QUIT. PILOT HAD BEEN LOST DUE TO WEATHER, OPERATING WITHOUT NAVIGATION AIDS. ",THE AIRCRAFT DITCHED,PRODUCT
13882,19870401035709I,PILOT UNFAMILIAR WITH RADIO EQUIPMENT IN THE AIRCRAFT REQUIRED SPECIAL HANDLING.                                   ,THE AIRCRAFT REQUIRED,PRODUCT
13884,19870401039749I,FRONT BAGGAGE DOOR CAME OPEN. A SUITCASE FLEW OUT AND BENT THE RIGHT PROPELLER.  PILOT DITCHED AIRCRAFT IN OCEAN.  ,BENT THE RIGHT PROPELLER,PRODUCT
13970,19870415036209I,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF. THE LANDING GEAR GROUND LOCK PINS WERE NOT REMOVED ON PREFLIGHT,THE AIRCRAFT RETURNED TO THE AIRPORT AFTER TAKEOFF,PRODUCT
14240,19870611033109I,OIL NOTED ON ENGINE COWLING AT TAKEOFF.  RETURNED.  DISCOVERED THE OIL CAP WAS LOOSE.                              ,ON ENGINE COWLING,PRODUCT
14367,19870425011419A,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,THE ENGINE FAILED,PRODUCT
14367,19870425011419A,THE ENGINE FAILED AND THE AIRCRAFT LANDED IN SWAMP. WATER FOUND IN AUTO FUEL. PILOT NOT RATED. AIRCRAFT STOLEN.    ,THE AIRCRAFT LANDED,PRODUCT
14398,19870623037749I,THE ENGINE COWLING CAME LOOSE INFLIGHT.  THE PILOT FAILED TO CHECK COWLING SECURITY ON PREFLIGHT INSPECTION.       ,THE ENGINE COWLING,PRODUCT
14496,19870511033439I,"LOW OIL PRESSURE LIGHT CAME ON AFTER FLUCTUATION. ENGINE SHUTDOWN, AIRCRAFT RETURNED. OIL CAP WAS OFF.             ",ENGINE SHUTDOWN,PRODUCT
14655,19870624041889I,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,PACKAGE STRUCK THE PROPELLER DAMAGING 3,PRODUCT
14655,19870624041889I,NOSE CARGO COMPARTMENT DOOR CAME OPEN ON TAKEOFF ROLL.  A PACKAGE STRUCK THE PROPELLER DAMAGING 3 BLADES.          ,BLADES,PRODUCT
14852,19870621062679A,PILOT APPLIED 30 DEGREES OF FLAPS TO LIFT OFF SHORT RUNWAY. FLAPS WERE RETRACTED AND AIRCRAFT MUSHED INTO A SWAMP. ,30,CARDINAL
14911,19870606018859A,UNABLE TO STAY AIRBORNE ON TAKEOFF. ABORTED AND GROUND LOOPED INTO A TREE TO AVOID OVERRUN. MAG SWITCH ON ONE MAG. ,ONE,CARDINAL
14980,19870418010159A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,THE ENGINE LOST POWER ON TAKEOFF,PRODUCT
14980,19870418010159A,THE ENGINE LOST POWER ON TAKEOFF AND THE AIRCRAFT NOSED OVER ON LANDING. SOME WATER WAS FOUND IN THE AUTO GAS.     ,THE AIRCRAFT NOSED,PRODUCT
15020,19870425026649I,THE AIRCRAFT RAN OFF THE END OF THE RUNWAY DURING ABORT.  THE PILOT FAILED TO USE FLAPS FOR TAKEOFF.               ,THE PILOT FAILED TO USE FLAPS,PRODUCT
15336,19870606050749I,"THE AIRCRAFT LANDED WITH THE PARKING BRAKE ENGAGED, BLOWING MAIN TIRES. PILOT USED UNAUTHOURIZED PROCEDURE.        ",THE AIRCRAFT LANDED WITH THE PARKING BRAKE,PRODUCT
15363,19870619020899A,THE ENGINE FAILED.  THE AIRCRAFT FLIPPED OVER ON LANDING.  WATER WAS FOUND IN ONE CYLINDER.                        ,ONE,CARDINAL
15711,19870612037629I,THE NOSE WHEEL FAILED TO EXTEND.  THE AIRCRAFT LANDED ON THE MAIN GEAR.  WHEEL JAMMED IN DISCONNECTED GEAR DOORS.  ,THE AIRCRAFT,PRODUCT
15772,19870507025679I,"OVERSHOT NIGHT LANDING, VEERED OFF RUNWAY TO AVOID A FENCE. OVER ONE HALF OF RUNWAY LIGHTS INOPERATIVE.            ",ONE,CARDINAL
15842,19870922059019A,LEFT ON OVER WATER FLIGHT WITH FUEL PUMP INOPERATIVE AND USING THE ELECTRIC AUX PUMP WHICH FAILED. DITCHED IN OCEAN,THE ELECTRIC AUX PUMP,PRODUCT
16117,19870919066179I,"THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST, NO FLAP LANDING. LANDING LIGHT FAILED. PILOT SHUT OFF BATTERY.       ",THE AIRCRAFT OVERRAN THE RUNWAY AFTER A FAST,PRODUCT
16458,19871014062899I,"DURING MISSED APPROACH, CFI TURNED BOOST PUMP ON WHICH FLOODED THE SIMULATED FAILED ENGINE. AIRCRAFT FORCE LANDED. ",AIRCRAFT FORCE LANDED,PRODUCT
16481,19871016063669I,OIL COVERED THE WINDSHIELD AFTER TAKEOFF. RETURNED. AIRCRAFT IMPROPERLY ALIGNED WITH RUNWAY. OIL FILLER CAP LOOSE. ,THE WINDSHIELD AFTER TAKEOFF,PRODUCT
16755,19870925056369A,THE AIRCRAFT NOSED OVER ON TAKEOFF. THE PLIOT FAILED TO PULL THE ELEVATOR CONTROL OUT OF THE DETENT BEFORE TAKEOFF ,THE AIRCRAFT NOSED,PRODUCT
16793,19870911051849A,CREW DOOR CAME OPEN IN FLIGHT AS PILOT TRIED TO SECURE IT. THE FORCE OF AIR BROKE PILOTS ARM AND DAMAGED FUSELAGE. ,THE FORCE OF AIR,PRODUCT
17473,19870910061919I,TAILWHEEL WAS NOT LOCKED FOR LANDING. AIRCRAFT GROUND LOOPED. PILOT WAS UNFAMILIAR WITH LOCKING PROCEDURE.         ,TAILWHEEL,PERSON
17508,19870816062719I,"A COPPER TUBE, USED TO HOLD AERIAL BANNERS, FELL THROUGH THE ROOF OF A HOUSE. LOCAL OPERATOR IS BEING MONITORED.   ",HOUSE,ORG
17950,19880221033719A,ENGINE QUIT ON TAKEOFF. CRASH LANDED OFF END OF RUNWAY. PILOT ACCIDENTALLY HIT KILLSWITCH PLACED CLOSE TO THE YOKE.,ENGINE QUIT ON TAKEOFF,PRODUCT
18538,19871112077979I,NUMBER 2 ENGINE LEFT CORE COWL SEPARATED ON TAKEOFF DUE TO IMPROPER INSTALLATION. CREATED RUNWAY HAZARD.           ,2,CARDINAL
18709,19871124073879I,PILOT ISSUED RADAR SURVEILLANCE APPROACH AFTER TWO ATTEMPTS. ILS SYSTEM HAD FLUCTUATING NEEDLES AND INOPERATIVE.   ,TWO,CARDINAL
18825,19880120000999A,PICKED UP TO A HOVER WHEN HELICOPTER PITCHED UP. LOST CONTROL AND CRASHED. ICED CONTROL SERVOS. AD NOT COMPLIED.   ,ICED CONTROL SERVOS,ORG
19433,19880131057869I,"DURING PREFLIGHT,LEFT AILERON LOCK DANGLING BY BUNGEE CORD FROM WING. FLEW TO KENT COUNTY RUNWAY WITH LOCK DANGLING",KENT COUNTY,GPE
19695,19880324019949I,ICING PROBLEM. ENGINE QUIT AT CRUISE. RESTARTED. ONLY RAN AT IDLE. LANDED ON DIRT ROAD. WAS USING RAM AIR.         ,USING RAM AIR,PRODUCT
20683,19880520015489A,"AIRCRAFT MADE LEFT VERTICAL BANK ON INITIAL CLIMB IMPACTED AND BURNED. AILERON CONTROL JUST REWORKED, WERE BACKWARD",AILERON,PERSON
20804,19880402015869I,SMOKE IN COCKPIT. DECLARED AN EMERGENCY. LANDED SAFELY. FOUND PILOT HAD MISHANDLED THE CABIN HEATER CONTROL.       ,THE CABIN HEATER,PRODUCT
21187,19880603044859A,"ENGINE QUIT ON LIFTOFF, LANDED. ENGINE RESTARTED AND PILOT TOOK OFF AGAIN. ENGINE QUITE AGAIN. CRASHED INTO A MALL.",ENGINE QUIT ON LIFTOFF,PRODUCT
22128,19880913062619I,"SHORTLY AFTER ROTATION, FORWARD BAGGAGE DOOR BLEW OPEN AND FELL OFF. CONTINUED FLIGHT IN NON-AIRWORTHY AIRCRAFT.   ",NON-AIRWORTHY AIRCRAFT,PRODUCT
22228,19880714054459I,FUEL TRUCK EXHAUST FIRE WHILE REFUELING AIRCRAFT. EVACUATED AIRCRAFT VIA STAIRS. FAULTY TRUCK EXHAUST. NOT REPORTED,FUEL,PRODUCT
22228,19880714054459I,FUEL TRUCK EXHAUST FIRE WHILE REFUELING AIRCRAFT. EVACUATED AIRCRAFT VIA STAIRS. FAULTY TRUCK EXHAUST. NOT REPORTED,TRUCK EXHAUST FIRE WHILE REFUELING AIRCRAFT,PRODUCT
22358,19880914038569A,RIGHT COWL PANEL OPENED ON TAKEOFF CAUSED DRAG AND LOSS OF LIFT. LANDED OFF AIRPORT. IMPACT BENT THE WING SPAR.    ,IMPACT BENT THE WING SPAR,PRODUCT
22795,19880807039859I,ABORTED 2 TAKEOFFS DUE TO AIRCRAFT NOSE HEAVY. NO DEFECTS. PILOT COUNSELED ON USE OF TRIM TAB.                     ,2,CARDINAL
24047,19881228056929A,ROUGH ENGINE AND PARTIAL POWER ON CLIMBOUT. HIT TREES ON RETURN. CARB HEAT LEVER TRAVEL WAS RESTRICTED.            ,CARB HEAT LEVER,PRODUCT
25935,19890505030929I,ABORTED TAKEOFF WHEN NOSE BAGGAGE DOOR OPENED. TAXIED TO RAMP. PILOT DID NOT RECALL CHECKING DOOR.                 ,TAXIED TO RAMP,FAC
26742,19890505026419I,ENGINE FAILED ON TAKEOFF. HARD LANDING ON RAMP. LEFT AND NOSE GEAR BROKE OFF. FOUND WATER IN FUEL.                 ,ENGINE FAILED ON TAKEOFF,PRODUCT
26964,19890206009289I,NOSE GEAR LEFT RUNWAY WHILE MAKING 180 DEGREE TURN. PILOT LOWT DIRECTIONAL CONTROL. MISUSED THROTTLES.             ,180,CARDINAL
27210,19890715028739A,CANOPY CAME OPEN ON TOW. ROPE BROKE FROM DRAG. PILOT MADE 180 AND LANDED HARD ON SAME RUNWAY. NO LATCH DEFECTS.    ,180,CARDINAL
27436,19890712022199A,NOTICED SLOW SPEED ON CLIMBOUT AND UNABLE TO CLEAR TREES.ABORTED. LANDED NOSE FIRST. FLIPPED OVER. FLAPS FULL DOWN.,FIRST,ORDINAL
27506,19890723024549A,REPORTED LOOSING POWER EN ROUTE. PANICED. CRASHED INTO POND. FOUND FEUEL CAP OFF. SIPHONED FUEL.                   ,PANICED,PERSON
28133,19890523030589I,LOW OIL PRESSURE AND OIL LEAK INFLIGHT. SHUT DOWN. LANDED FAST AND BLEW 2 TIRES BRAKING. OIL CAP LOCK TANG UNLOCKED,2,CARDINAL
28386,19890701018969A,ENGINE QUIT ON CLIMBOUT.LANDED IN TREES.WATER IN FUEL. HAD SAT OUTSIDE FOR THREE WEEKS WITH ONE THIRD FUEL IN TANKS,ONE,CARDINAL
29087,19890830032899I,HAD A PILOTLESS GLIDER IN TOW ON TAKEOFF. GLIDER PITCHED UP AND LIFTED TAIL. PROP HIT GROUND BEFORE TAIL LOWERED.  ,A PILOTLESS GLIDER,PRODUCT
30346,19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,FIRST,ORDINAL
30346,19890924035929A,FIRST SOLO IN TAIL WHEEL AIRCRAFT. PUSHED TRIM KNOB INSTEAD OF POWER ON FINAL TOO LOW PUT IT INTO TREES OFF RUNWAY.,TAIL WHEEL AIRCRAFT,PRODUCT
30379,19890831033149A,NO FUEL AT REPAIR AIRPORT. GAUGES SHOWED RIGHT TANK EMPTY LEFT 20 GALLONS. DEPARTED. ENGINE QUIT. DITCHED OFF SHORE,20 GALLONS,QUANTITY
30542,19891005038889A,REPORT ENGINE QUIT. WAS RETURNIG. STALLED SHORT FINAL. BURNED ON IMPACT. FOAM PLUG ON CARB AIR DUCT NOT REMOVED.   ,CARB AIR DUCT,PRODUCT
30795,19891109060409I,BAGGAGE CART DISENGAGED FROM TOW HITCH AND ROLLED INTO PARKED AIRCRAFT. DAMAGED EMPANNAGE. DEFECT SERVICE EQUIPMENT,EMPANNAGE,PERSON
30813,19891128047319A,"TOOK OFF WITH CARGO LINE ATTACHED. LINE STRUCK TRAILS, REBOUNDED AND FOULED ROTOR BLADES. CRASHED IN FIELD.        ",FOULED ROTOR BLADES,PRODUCT
46,19900105006659I,ENGINE QUIT AFTER DEPARTURE. FORCED LANDING IN FIELD. FOUND THREE GALLONS OF WATER IN FUEL.                        ,THREE GALLONS,QUANTITY
829,19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,CFI,ORG
829,19900214002219A,LOST POWER ON TAKEOFF. CFI TOOK OVER. LANDED IN MARSH. NOSED OVER. 5 GAL OF WATER IN FUEL SYSTEM. WATER AT SOURCE. ,5,CARDINAL
1051,19900404026989I,ON DEPARTURE FROM BOSTON UNABLE TO RETRACT NOSE GEAR. GROUND CREW FAILED TO CLOSE EXTERIOR GEAR HANDLE LEVER.      ,BOSTON,GPE
1589,19900506014029A,STALLED AND CRASHED INTO RESIDENCE AFTER TAKEOFF. ATC ADVISED PILOT FLAPS APPEARED EXTENDED.                       ,ATC,ORG
1818,19900420010469A,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,2000,DATE
1818,19900420010469A,HIGH ON COUPLED APPROACH. LETDOWN AT 2000 FPM. AUTO PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH. AIRFRAME DAMAGED.,PILOT OVERCONTROLLED INTERCEPTING GLIDE PATH,PRODUCT
2940,19900629023099A,"DOOR CAME OPEN ON LIFTOFF. TRIED GO AROUND,LOST POWER AT 300 FT,CRASHED AND BURNED OFF END OF AIRPORT.             ",300 FT,QUANTITY
3291,19900802033759A,"ROUGH ENGINE ON LIFTOFF,ABORTED SAFELY BUT ENGINES DAMAGED BY JET FUEL PUMPED BY MISTAKE. PILOT FAILED TO CHECK.   ",ROUGH ENGINE ON LIFTOFF,PRODUCT
3302,19900725059989I,PILOT FAILED TO REMOVE YOKE LOCK ON TAKEOFF. RAN OFF SIDE OF RUNWAY. NOSE GEAR COLLAPSED.                          ,YOKE LOCK ON TAKEOFF,PRODUCT
3860,19900805058249I,GLIDER DID NOT GAIN ALTITUDE ON TAKEOFF. SPOILERS WERE NOT CLOSED. ABORTED AND LANDED IN PASTURE. HIT STREET LIGHT.,GAIN ALTITUDE ON TAKEOFF,PRODUCT
4318,19900816033169A,ENGINE QUIT ON TAKEOFF. PUT ON FUEL PUMP ENGINE STARTED. TURNED PUMP OFF ENGINE QUIT. HIT TREES. NO DEFECTS FOUND. ,ENGINE QUIT ON TAKEOFF,PRODUCT
4380,19900924053789I,PILOT IMPROPERLY SET HIS RADIO SELECTOR SWITCH GIVING INDICATION OF RADIO FAILURE. UNABLE TO COMMUNICATE WITH ATC. ,ATC,ORG
4482,19901006044409A,ON LANDING ROLL PORTABLE OXYGEN BOTTLE UNDER SEAT ROLLED FORWARD AND JAMMED RUDDER PEDALS. EXITED RUNWAY.          ,LANDING ROLL PORTABLE OXYGEN BOTTLE,PRODUCT
5479,19901018054419I,"ATC REQUESTED PILOT TO EXPEDITE ROLLOUT. LOST CONTROL, VEERED AND STRUCK LIGHTS. RUNWAY HAD UNGROOVED PATCHES.     ",ATC,ORG
6186,19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,ATC SYSTEM ERROR CAUSED,PRODUCT
6186,19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT,PRODUCT
6186,19910313026919I,ATC SYSTEM ERROR CAUSED CONFLICTION BETWEEN AN EN ROUTE AIRCRAFT AND A LANDING MILITARY AIRCRAFT.                  ,A LANDING MILITARY AIRCRAFT,PRODUCT
6610,19901204052779A,"HIGH ALTITUDE TAKEOFF,RICH MIXTURE AND FULL FLAPS. ROTATED NOSE HIGH,STALLED IMPACTED RUNWAY. NOSED OVER.          ",HIGH ALTITUDE TAKEOFF,PRODUCT
7393,19910325008089I,ENGINE STARTED WHEN PILOT ROTATED PROPELLER TO CHECK COMPRESSION. MAGNETOS WERE LEFT ON FROM PREVIOUS FLIGHT.      ,ROTATED PROPELLER TO CHECK COMPRESSION,PRODUCT
7575,19901218061989I,FORGOT TO REMOVE CONTROL LOCK ON PREFLIGHT. ON TAKEOFF AIRCRAFT PORPOISED DAMAGING GEAR AND PROPELLER.             ,TAKEOFF AIRCRAFT PORPOISED,PRODUCT
7905,19910604019779I,TAXIWAY GAVE WAY UNDER RIGHT MAIN LANDING GEAR OF AIRCRAFT WHILE WAITING FOR DEPARTURE.                            ,TAXIWAY,PERSON
8819,19910406009109A,ENGINE ROUGH TAXIING OUT AND TAKEOFF. CLIMBED SLOWLY. STRUCK TREES OFF END RUNWAY. BURNED. NO ENGINE DEFECTS.      ,ENGINE ROUGH TAXIING,PRODUCT
9291,19910623033909I,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE. WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT.       ,CAPTAIN SET TRANSPONDER,PRODUCT
9291,19910623033909I,CAPTAIN SET TRANSPONDER TO INCORRECT BEACON CODE. WAS NOT RADAR IDENTIFIED UNTIL 32 MINUTES INTO THE FLIGHT.       ,32 MINUTES,TIME
9584,19910516016279A,ENGINE LOST POWER ON CLIMBOUT WITH FOUR JUMPERS ON BOARD. OVERSHOT OPEN FIELD. SERVERE CARBURETOR ICING CONDITIONS.,FOUR,CARDINAL
9823,19910724029799A,"EARLY LIFT OFF WITH 30 DEGREES FLAPS. STAYED BEHIND POWER CURVE,STALLED AVOIDING RISING TERRAIN. AT GROSS WEIGHT.  ",30,CARDINAL
10173,19910816034689A,OIL ON WINDSHIELD ON CLIMBOUT. MADE A 180 TO COME BACK TO RUNWAY. COLLIDED WITH A FENCE. OIL FILLER CAP NOT SECURED,180,CARDINAL
10204,19910902037379A,ENGINE QUIT ON TAKEOFF CLIMB. ON FORCED LANDING STRUCK TREE. DID NOT USE BOOST PUMP PER AIRCRAFT FLIGHT MANUAL.    ,ENGINE QUIT ON TAKEOFF CLIMB,PRODUCT
10204,19910902037379A,ENGINE QUIT ON TAKEOFF CLIMB. ON FORCED LANDING STRUCK TREE. DID NOT USE BOOST PUMP PER AIRCRAFT FLIGHT MANUAL.    ,PER AIRCRAFT FLIGHT MANUAL,PRODUCT
12668,19911226057229I,ENGINE LOST POWER AFTER TAKEOFF. LANDED IN FIELD. FOUND ICE JAM IN SUMP DRAIN BEFORE FLIGHT.                       ,ENGINE LOST POWER,PRODUCT
13036,19911102056059I,GLIDER CANOPY OPENED DURING TAKEOFF AND UNABLE TO LATCH. HELD IT SHUT. ON RELEASE PILOT LANDED. LATCH DID NOT FAIL.,LATCH,ORG
13682,19920531017409A,RIGHT AILERON BECAME DISCONNECTED IN FLIGHT. UNCONTROLLED SPIRAL. BAILED OUT. SLIDE LOCK FITTING LUBED IN ERROR.   ,AILERON,PERSON
14039,19920605022149A,SLUGGISH CLIMBOUT. ABORTED. LANDED ON RUNWAY. BRAKES WEAK. VEERED OFF TO STOP. NOSED OVER. WORN PADS. LOW FLUID.   ,CLIMBOUT,PERSON
14366,19920514014899A,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,PREFLIGHTED HELICOPTER ON FLATBED,ORG
14366,19920514014899A,PREFLIGHTED HELICOPTER ON FLATBED. UNTIED ONE SKID. ROLLED OVER. TRYING LIFT. OTHER SKID TIED.                     ,ONE,CARDINAL
14453,19920510013909A,CANOPY CAME OPEN ON GLIDER TOW. ACCIDENTALLY RELEASED TOW 150 FEET AGL WHILE TRYING TO CLOSE CANOPY.CRASH LANDED.  ,150 FEET,QUANTITY
15049,19920422024099I,CREW LEARNED AFT CARGO DOOR OPEN AFTER DEPARTURE. RETURNED. CREW FAILED TO NOTICE WARNING LIGHT.                   ,AFT CARGO,PRODUCT
15492,19920726030829A,SET TRIM FULL NOSE DOWN IN ERROR FOR TAKEOFF. UNABLE RAISE NOSE TO CLIMB. ABORTED. HIT NOSE FIRST. BENT AIRFRAME.  ,FIRST,ORDINAL
15492,19920726030829A,SET TRIM FULL NOSE DOWN IN ERROR FOR TAKEOFF. UNABLE RAISE NOSE TO CLIMB. ABORTED. HIT NOSE FIRST. BENT AIRFRAME.  ,BENT AIRFRAME,PRODUCT
15768,19920829043799I,LEFT COCKPIT DOOR DEPARTED AIRCRAFT ON CLIMB. HIT NR1 PROPELLER. SHUT ENGINE DOWN. CONTINUED TO BETHAL. LANDED.    ,HIT NR1 PROPELLER,PRODUCT
15892,19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,LAKE SHORT,GPE
15892,19920806029929A,LOST POWER BOTH ENGINES ON IFR APPROACH.DITCHED IN LAKE SHORT OF PONTIAC.ALL TANKS BUT ONE EMPTY.SHORT IFR FLIGHT. ,ONE,CARDINAL
15962,19920926038889A,SLUGGISH CLIMBOUT. TRIED TO TURN BACK. STALLED INTO TREES. FOUND CARBURETOR HEAT FULL ON.                          ,CLIMBOUT,PERSON
16351,19920902035109A,LOST LEFT ENGINE. FEATHERED. APACH NOT GOOD ONE ENGINE. CFI AWARE IMPROPER CRANKSHAFT INSTALLATION. IGNORED SAME.  ,ONE,CARDINAL
16815,19920807056889A,INDICATES UNSECURED RIGHT ENGINE COWL LIFTED INFLIGHT. HIT MAIN ROTORS DEBRIS HIT TAIL ROTORS. LOST TAIL ROTOR USE.,HIT MAIN ROTORS DEBRIS HIT TAIL ROTORS,PRODUCT
17701,19921217050819A,ENGINE QUIT ON SLOW FLIGHT DEMO. NO STARTER. CRASHED TRYING FOR A ROAD. ENGINE WOULDN'T IDLE BELOW 70 MPH.         ,70 MPH,QUANTITY
18417,19930328006999A,LANDED TO CHECK FUEL IMBALANCE. ELECTED TO AGAIN TAKEOFF. UNABLE TO KEEP RIGHT WING UP. WING HIT GROUND. CARTWHEEL.,CARTWHEEL,PERSON
20671,19930430011489A,PURCHASED PLANE WITH METAL IN OIL SCREEN. ADVISED NOT TO FLY UNTIL FIXED. IGNORED. CRANKSHAFT FAILED 22HR LATER.   ,CRANKSHAFT,PRODUCT
21246,19931208046329A,BALANCE BALLAST WEIGHT NOT SWITCHED TO REAR FOR 2 OCCUPANTS. WAS FORWARD FOR STUDENT SOLO. CRASHED NOSE DOWN.      ,BALANCE BALLAST,PRODUCT
21246,19931208046329A,BALANCE BALLAST WEIGHT NOT SWITCHED TO REAR FOR 2 OCCUPANTS. WAS FORWARD FOR STUDENT SOLO. CRASHED NOSE DOWN.      ,2,CARDINAL
21472,19931006037779A,AIRCRAFT MISSED THE RUNWAY AND CAME TO REST ON ITS NOSE. (.4)THE AIRPLANE HAD NOT BEEN FLOWN IN 11 MONTHS AND IT HA,11 MONTHS,DATE
22579,19931025040659A,ON TAKEOFF FROM OFFSHORE PLATFORM BEGAN TO SPIN UNCONTROLLABY. IMPACTED GULF. LEFT FRONT TIEDOWN NOT REMOVED.      ,GULF,LOC
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",205,CARDINAL
23001,19940118004159I,"NARRATIVE: ON 1/18/94, RYAN 205, A B-727-21, N356QS, DEPARTED NASHVILLE, TN (BNA), FOR DAYTON, OH. AFTER TAKEOFF, R",NASHVILLE,GPE
